ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0531,CHEMBL5597396,O=C(CCCCCn1cc(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cn1)NO,5.8,c1ccn2c(-c3ccnc(Nc4cn[nH]c4)n3)cnc2c1,1,L0531.sdf,L0531.pdbqt
L0532,CHEMBL5598317,O=C(CCCCCCn1cc(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cn1)NO,5.77,c1ccn2c(-c3ccnc(Nc4cn[nH]c4)n3)cnc2c1,1,L0532.sdf,L0532.pdbqt
L0533,CHEMBL6174709,O=C(Nc1cc(-c2ccc3nc4c([nH]c5ccccc54)c(N4CCOCC4)c3c2)ccn1)C1CC1,5.41,O=C(Nc1cc(-c2ccc3nc4c([nH]c5ccccc54)c(N4CCOCC4)c3c2)ccn1)C1CC1,1,L0533.sdf,L0533.pdbqt
L0534,CHEMBL2158843,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(NCCCO)c3)n2)c1,8.17,c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,1,L0534.sdf,L0534.pdbqt
L0535,CHEMBL3604460,CC1=C(C(=O)OC2CCCCC2)C(c2ccc([N+](=O)[O-])cc2)C2=C(CC(C)(C)CC2=O)N1,4.15,O=C1CCCC2=C1C(c1ccccc1)C(C(=O)OC1CCCCC1)=CN2,1,L0535.sdf,L0535.pdbqt
L0536,CHEMBL551318,Cc1nnc2sc(SSc3nn4c(C)nnc4s3)nn12,4.64,c1nnc2sc(SSc3nn4cnnc4s3)nn12,1,L0536.sdf,L0536.pdbqt
L0537,CHEMBL248757,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,5.51,O=C1Nc2cncc(n2)OCCCCOc2cc(NCc3cncs3)ccc2N1,1,L0537.sdf,L0537.pdbqt
L0538,CHEMBL5748748,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc6c(n5)CCN(C(=O)CO)C6)ncc4F)cc3n21,7.75,c1cc(-c2ccc3nc4n(c3c2)CCC4)nc(Nc2ccc3c(n2)CCNC3)n1,1,L0538.sdf,L0538.pdbqt
L0539,CHEMBL488256,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC3CC3)n2)cc1,7.38,c1ccc(Nc2nccc(-c3cncn3CC3CC3)n2)cc1,1,L0539.sdf,L0539.pdbqt
L0540,CHEMBL6176478,N[C@H]1CCN(c2c3cc(-c4ccnc(NC(=O)C5CC5)c4)ccc3nc3c2[nH]c2ccccc23)C1,6.84,O=C(Nc1cc(-c2ccc3nc4c([nH]c5ccccc54)c(N4CCCC4)c3c2)ccn1)C1CC1,1,L0540.sdf,L0540.pdbqt
L0541,CHEMBL4434871,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3n[nH]c4c3CN(C(=O)N[C@H](CN(C)C)c3ccccc3)C4(C)C)c2)cc1,5.94,O=C(Nc1cccc(Nc2n[nH]c3c2CN(C(=O)NCc2ccccc2)C3)c1)c1ccccc1,1,L0541.sdf,L0541.pdbqt
L0542,CHEMBL482883,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1,4.68,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1,1,L0542.sdf,L0542.pdbqt
L0543,CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,6.895,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc(CN3CCNCC3)cn2)n1,4,L0543.sdf,L0543.pdbqt
L0544,CHEMBL2011937,COc1ccc(-c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2)cc1,5.4,O=C(NCCCNc1ccnc2[nH]c(-c3ccccc3)nc12)c1ccccc1,1,L0544.sdf,L0544.pdbqt
L0545,CHEMBL514316,N=C(N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5.37,O=C1NC(=O)C2=C1N1c3ccccc3CC1c1cccc3ccn2c13,1,L0545.sdf,L0545.pdbqt
L0546,CHEMBL447317,CNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5.28,O=C1NC(=O)C2=C1N1c3ccccc3CC1c1cccc3ccn2c13,1,L0546.sdf,L0546.pdbqt
L0547,CHEMBL474724,CCNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5.17,O=C1NC(=O)C2=C1N1c3ccccc3CC1c1cccc3ccn2c13,1,L0547.sdf,L0547.pdbqt
L0548,CHEMBL3656841,COC[C@@H](C)N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,6.15,c1cc(NCC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)c1,1,L0548.sdf,L0548.pdbqt
L0549,CHEMBL2035049,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,6.64,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,1,L0549.sdf,L0549.pdbqt
L0550,CHEMBL2035050,Cc1cnc2nc1-c1ccc3ccn(c3c1)C/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,5.6,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,1,L0550.sdf,L0550.pdbqt
L0551,CHEMBL414949,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCCC3=O)cc12,5.15,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCCC3=O)cc12,1,L0551.sdf,L0551.pdbqt
L0552,CHEMBL5279871,Nc1c([N+](=O)[O-])cnc(NC2CCCCC2)c1[N+](=O)[O-],5.75,c1ccc(NC2CCCCC2)nc1,1,L0552.sdf,L0552.pdbqt
L0553,CHEMBL112582,CN1CCC(c2c(O)cc(O)c3c(=O)cc(SC(C)(C)C)oc23)C(O)C1,5.97,O=c1ccoc2c(C3CCNCC3)cccc12,1,L0553.sdf,L0553.pdbqt
L0554,CHEMBL326843,CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,5.41,O=c1ccoc2c(C3CCNCC3)cccc12,1,L0554.sdf,L0554.pdbqt
L0555,CHEMBL6169985,O=C(c1ccc2ccccc2c1)c1cn(-c2ccccc2)nc1C1=Nn2c(S)nnc2SC1,7.05,O=C(c1ccc2ccccc2c1)c1cn(-c2ccccc2)nc1C1=Nn2cnnc2SC1,1,L0555.sdf,L0555.pdbqt
L0556,CHEMBL5977920,CN1CCC(Oc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,7.19,c1cc(-c2ccc3nc4n(c3c2)CCC4)nc(Nc2ccc(OC3CCNCC3)cn2)n1,1,L0556.sdf,L0556.pdbqt
L0557,CHEMBL5915046,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(OC6CCN(CCO)CC6)cn5)ncc4F)cc3n21,7.15,c1cc(-c2ccc3nc4n(c3c2)CCC4)nc(Nc2ccc(OC3CCNCC3)cn2)n1,1,L0557.sdf,L0557.pdbqt
L0558,CHEMBL270132,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,8.6,O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccccc1,2,L0558.sdf,L0558.pdbqt
L0559,CHEMBL180814,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(O[C@H]3CC[C@H](N)CC3)nc12,7.77,c1ccc(Nc2cc(OC3CCCCC3)nc3ccnn23)cc1,1,L0559.sdf,L0559.pdbqt
L0560,CHEMBL5598550,N#CC1(CNc2cccc(-c3cc(Nc4cnn(CCCCCCC(=O)NO)c4)ncc3Cl)n2)CCOCC1,5.05,c1cc(NCC2CCOCC2)nc(-c2ccnc(Nc3cn[nH]c3)c2)c1,1,L0560.sdf,L0560.pdbqt
L0561,CHEMBL270897,Nc1nccc(-c2c[nH]c3nccc(O)c23)n1,5.51,c1cnc2[nH]cc(-c3ccncn3)c2c1,1,L0561.sdf,L0561.pdbqt
L0562,CHEMBL405665,Nc1nccc(-c2c[nH]c3ncccc23)n1,5.0,c1cnc2[nH]cc(-c3ccncn3)c2c1,1,L0562.sdf,L0562.pdbqt
L0563,CHEMBL183941,Nc1nc2ccc(C(=O)c3c(F)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.48,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0563.sdf,L0563.pdbqt
L0564,CHEMBL188392,NC(=O)c1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1,7.34,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0564.sdf,L0564.pdbqt
L0565,CHEMBL189350,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cccc1F,7.28,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0565.sdf,L0565.pdbqt
L0566,CHEMBL363069,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(O)cc1F,7.28,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0566.sdf,L0566.pdbqt
L0567,CHEMBL184115,COc1ccccc1C(=O)c1c(N)nc2ccc(C(=O)c3c(F)cccc3F)cn12,7.17,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0567.sdf,L0567.pdbqt
L0568,CHEMBL360596,COc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(F)cccc4F)cn23)c(F)c1,7.04,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0568.sdf,L0568.pdbqt
L0569,CHEMBL364631,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(C(=O)O)cc1F,7.02,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0569.sdf,L0569.pdbqt
L0570,CHEMBL185854,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1Cl,6.99,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0570.sdf,L0570.pdbqt
L0571,CHEMBL186800,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(Cl)cccc1Cl,6.92,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0571.sdf,L0571.pdbqt
L0572,CHEMBL189136,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1F,6.91,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0572.sdf,L0572.pdbqt
L0573,CHEMBL189607,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccccc1,6.49,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0573.sdf,L0573.pdbqt
L0574,CHEMBL365209,Nc1nc2ccc(C(=O)c3ccccc3Cl)cn2c1C(=O)c1c(F)cccc1F,6.37,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0574.sdf,L0574.pdbqt
L0575,CHEMBL188673,COc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,6.22,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0575.sdf,L0575.pdbqt
L0576,CHEMBL187969,CN(C)CCOc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(Cl)cccc4Cl)cn23)c(F)c1,6.01,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0576.sdf,L0576.pdbqt
L0577,CHEMBL186401,Nc1nc2ccc(C(=O)c3ccccc3C(F)(F)F)cn2c1C(=O)c1c(F)cccc1F,5.97,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0577.sdf,L0577.pdbqt
L0578,CHEMBL186204,Cc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,5.89,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0578.sdf,L0578.pdbqt
L0579,CHEMBL183362,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccc(Cl)cc1,5.77,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0579.sdf,L0579.pdbqt
L0580,CHEMBL362774,Nc1nc2ccc(C(=O)c3ccccc3)cn2c1C(=O)c1c(F)cccc1F,5.71,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0580.sdf,L0580.pdbqt
L0581,CHEMBL189512,Nc1nc2ccc(C(=O)c3ccccc3OC(F)(F)F)cn2c1C(=O)c1c(F)cccc1F,5.66,O=C(c1ccccc1)c1ccc2ncc(C(=O)c3ccccc3)n2c1,1,L0581.sdf,L0581.pdbqt
L0582,CHEMBL3110144,Cc1nn(-c2ccc(Cl)cc2Cl)c2c1c1c(c3cccn32)C(=O)NC1=O,5.55,O=C1NC(=O)c2c1c1cnn(-c3ccccc3)c1n1cccc21,1,L0582.sdf,L0582.pdbqt
L0583,CHEMBL5404588,Cc1ccc(S(=O)(=O)Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,5.585,O=C1c2ccccc2C(=O)c2c(NS(=O)(=O)c3ccccc3)cccc21,2,L0583.sdf,L0583.pdbqt
L0584,CHEMBL509406,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C,9.0,O=C(NC1CCNCC1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0584.sdf,L0584.pdbqt
L0585,CHEMBL453895,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)n2)n1C(C)C,7.96,O=C(NC1CCNCC1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0585.sdf,L0585.pdbqt
L0586,CHEMBL507722,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C,7.44,O=C(NC1CCNCC1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0586.sdf,L0586.pdbqt
L0587,CHEMBL455468,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)n2)n1C(C)C,7.43,O=C(NC1CCNCC1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0587.sdf,L0587.pdbqt
L0588,CHEMBL311464,NCCSc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.52,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0588.sdf,L0588.pdbqt
L0589,CHEMBL415471,N#CCCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.3,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0589.sdf,L0589.pdbqt
L0590,CHEMBL312726,NCCCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,8.15,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0590.sdf,L0590.pdbqt
L0591,CHEMBL82767,NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.92,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0591.sdf,L0591.pdbqt
L0592,CHEMBL311992,NCCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.92,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0592.sdf,L0592.pdbqt
L0593,CHEMBL83369,O=C1Nc2ccc(F)c3c(SCCO)cc(-c4ccc[nH]4)c1c23,7.85,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0593.sdf,L0593.pdbqt
L0594,CHEMBL310529,O=C1Nc2ccc(F)c3c(S(=O)(=O)CCO)cc(-c4ccc[nH]4)c1c23,7.82,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0594.sdf,L0594.pdbqt
L0595,CHEMBL83775,COc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.75,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0595.sdf,L0595.pdbqt
L0596,CHEMBL79364,O=C1Nc2ccc(F)c3c(OCCCO)cc(-c4ccc[nH]4)c1c23,7.75,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0596.sdf,L0596.pdbqt
L0597,CHEMBL309767,NCCS(=O)(=O)c1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.64,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0597.sdf,L0597.pdbqt
L0598,CHEMBL79356,NCC[S+]([O-])c1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.55,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0598.sdf,L0598.pdbqt
L0599,CHEMBL81196,NCCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.32,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0599.sdf,L0599.pdbqt
L0600,CHEMBL83499,O=C1Nc2ccc(F)c3c(NCCO)cc(-c4ccc[nH]4)c1c23,7.27,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0600.sdf,L0600.pdbqt
L0601,CHEMBL79848,O=C1Nc2ccc(F)c3c(OCCO)cc(-c4ccc[nH]4)c1c23,7.21,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0601.sdf,L0601.pdbqt
L0602,CHEMBL82768,CC(C)(N)CNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.19,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0602.sdf,L0602.pdbqt
L0603,CHEMBL82251,CCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.14,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0603.sdf,L0603.pdbqt
L0604,CHEMBL310755,CCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,7.11,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0604.sdf,L0604.pdbqt
L0605,CHEMBL83443,CC(C)Cc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,6.91,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0605.sdf,L0605.pdbqt
L0606,CHEMBL312273,CC(=O)NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,6.9,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0606.sdf,L0606.pdbqt
L0607,CHEMBL312018,O=C1Nc2ccc(F)c3ccc(-c4ccc[nH]4)c1c23,6.69,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0607.sdf,L0607.pdbqt
L0608,CHEMBL84347,CCN(CC)CCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,6.53,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0608.sdf,L0608.pdbqt
L0609,CHEMBL82603,Cc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,6.42,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0609.sdf,L0609.pdbqt
L0610,CHEMBL84284,CC(C)(C)OC(=O)NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,5.26,O=C1Nc2cccc3ccc(-c4ccc[nH]4)c1c23,1,L0610.sdf,L0610.pdbqt
L0611,CHEMBL5419652,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,6.66,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccccc2)n1,1,L0611.sdf,L0611.pdbqt
L0612,CHEMBL5402829,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,6.33,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Nc2ccccc2)n1,1,L0612.sdf,L0612.pdbqt
L0613,CHEMBL1957228,COc1ccc(-c2ocnc2C(=O)NCc2ccnnc2)cc1Cl,6.3,O=C(NCc1ccnnc1)c1ncoc1-c1ccccc1,1,L0613.sdf,L0613.pdbqt
L0614,CHEMBL2062563,CC(=O)Nc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,4.58,c1ccc2c(c1)ccn2-c1cc(NC2CC2)n2nccc2n1,1,L0614.sdf,L0614.pdbqt
L0615,CHEMBL4872952,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4cccc(F)c4)n3)cc12,7.46,c1ccc(CNc2cncc(-c3ccc4[nH]ncc4c3)n2)cc1,1,L0615.sdf,L0615.pdbqt
L0616,CHEMBL4860265,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccc(F)cc4)n3)cc12,7.25,c1ccc(CNc2cncc(-c3ccc4[nH]ncc4c3)n2)cc1,1,L0616.sdf,L0616.pdbqt
L0617,CHEMBL4856767,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)n3)cc12,7.17,c1ccc(CNc2cncc(-c3ccc4[nH]ncc4c3)n2)cc1,1,L0617.sdf,L0617.pdbqt
L0618,CHEMBL4855785,Cc1n[nH]c2ccc(-c3cncc(NC(CO)c4ccccc4)n3)cc12,6.83,c1ccc(CNc2cncc(-c3ccc4[nH]ncc4c3)n2)cc1,1,L0618.sdf,L0618.pdbqt
L0619,CHEMBL4206957,CN1CCN(CCCCOc2c(OCc3ccc(C#N)cc3)cc(O)c3c(=O)cc(-c4ccccc4)oc23)CC1,5.17,O=c1cc(-c2ccccc2)oc2c(OCCCCN3CCNCC3)c(OCc3ccccc3)ccc12,1,L0619.sdf,L0619.pdbqt
L0620,CHEMBL563028,Cn1nc(C(=O)NC2CCCC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,5.41,O=C(NC1CCCC1)c1n[nH]c2c1CCc1cnc(Nc3ccccc3)nc1-2,1,L0620.sdf,L0620.pdbqt
L0621,CHEMBL1630116,Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,5.85,O=C(CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)cc1)Nc1ccccc1,1,L0621.sdf,L0621.pdbqt
L0622,CHEMBL2348181,N#Cc1ccc2ccn(-c3cccc(N)n3)c2c1,4.35,c1ccc(-n2ccc3ccccc32)nc1,1,L0622.sdf,L0622.pdbqt
L0623,CHEMBL6064669,CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,6.93,c1cc(-c2ccc3nc4n(c3c2)CCC4)nc(Nc2ccc(C3CCNCC3)cn2)n1,2,L0623.sdf,L0623.pdbqt
L0624,CHEMBL333382,O=C(Nc1cc(C2CCCCC2)[nH]n1)c1ccc(Br)cc1,5.5,O=C(Nc1cc(C2CCCCC2)[nH]n1)c1ccccc1,2,L0624.sdf,L0624.pdbqt
L0625,CHEMBL1933345,Oc1ccc(-c2nc(Nc3cccc(Cl)c3)nc3[nH]cnc23)cc1,5.16,c1ccc(Nc2nc(-c3ccccc3)c3nc[nH]c3n2)cc1,1,L0625.sdf,L0625.pdbqt
L0626,CHEMBL46181,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(N4CCN(C)CC4)cc2)C3=O)CC1,5.53,O=C1/C(=C/c2ccc(N3CCNCC3)cc2)Oc2c1cccc2C1CCNCC1,1,L0626.sdf,L0626.pdbqt
L0627,CHEMBL6147673,CN1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,7.1,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0627.sdf,L0627.pdbqt
L0628,CHEMBL6152017,Clc1cnc2[nH]c(C3CCNCC3)cc2c1-c1cnn(CC2CC2)c1,6.95,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0628.sdf,L0628.pdbqt
L0629,CHEMBL6141840,COCCN1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,6.63,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0629.sdf,L0629.pdbqt
L0630,CHEMBL6161225,CC(C)N1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,6.48,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0630.sdf,L0630.pdbqt
L0631,CHEMBL6146765,COCC(C)N1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,6.41,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0631.sdf,L0631.pdbqt
L0632,CHEMBL6148270,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,6.03,c1cc(-c2cnn(CC3CC3)c2)c2cc(C3CCNCC3)[nH]c2n1,1,L0632.sdf,L0632.pdbqt
L0633,CHEMBL3099752,COC[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,7.0,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0633.sdf,L0633.pdbqt
L0634,CHEMBL3099755,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(Cl)c3)ccc2n1,6.85,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0634.sdf,L0634.pdbqt
L0635,CHEMBL3099758,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cc(Cl)cc(Cl)c3)ccc2n1,6.7,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0635.sdf,L0635.pdbqt
L0636,CHEMBL3099749,CCC[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,6.52,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0636.sdf,L0636.pdbqt
L0637,CHEMBL3099756,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccccc3Cl)ccc2n1,6.16,O=C(NCCc1ccccc1)c1ccc2cc(-c3ccccc3)ccc2n1,1,L0637.sdf,L0637.pdbqt
