AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.05167,N,0.26,"Host-virus interaction, Kinase, mRNA processing, mRNA splicing, Serine/threonine-protein kinase, Transferase",CDK12,Q9NYV4,Cyclin-dependent kinase 12,0.67,N,Nucleus,N,Not confident,none,False,False,0.05167
0.05167,N,0.291,"Methyltransferase, Transferase",METTL18,O95568,Histidine protein methyltransferase 1 homolog,0.39,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05167
0.05167,N,0.074,"G-protein coupled receptor, Receptor, Transducer",MC1R,Q01726,Melanocyte-stimulating hormone receptor,0.308,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05167
0.05167,N,0.243,"Adaptive immunity, DNA damage, DNA repair, Hydrolase, Immunity, Protease, Thiol protease, Ubl conjugation pathway",OTUB1,Q96FW1,Ubiquitin thioesterase OTUB1,0.305,N,Cytoplasm,N,Not confident,none,False,False,0.05167
0.05157,N,0.288,NA,ANKRD7,Q92527,Ankyrin repeat domain-containing protein 7,0.3193,N,NA,N,Not confident,none,False,False,0.05157
0.05148,N,0.19,Chaperone,DNAJC7,Q99615,DnaJ homolog subfamily C member 7,0.3562,N,"Cytoplasm, Cytoskeleton, Nucleus",N,Not confident,none,False,False,0.05148
0.05148,N,0.226,"DNA damage, DNA repair, Exonuclease, Hydrolase, Nuclease",DCLRE1B,Q9H816,5' exonuclease Apollo,0.3445,N,"Chromosome, Cytoplasm, Cytoskeleton, Nucleus, Telomere",N,Not confident,none,False,False,0.05148
0.05142,N,0.15,Oxidoreductase,LDHAL6A,Q6ZMR3,L-lactate dehydrogenase A-like 6A,0.494,N,Cytoplasm,N,Not confident,none,False,False,0.05142
0.05136,N,0.261,"Monooxygenase, Oxidoreductase, Ubiquinone biosynthesis",COQ6,Q9Y2Z9,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",0.711,N,"Cell projection, Golgi apparatus, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.05136
0.0512,N,0.245,"Kinase, Serine/threonine-protein kinase, Transferase",SIK1B,A0A0B4J2F2,Putative serine/threonine-protein kinase SIK1B,0.7705,N,NA,N,Not confident,none,False,False,0.0512
0.0512,N,0.138,"Angiogenesis, Guanine-nucleotide releasing factor",VAV2,P52735,Guanine nucleotide exchange factor VAV2,0.4084,N,NA,N,Not confident,none,False,False,0.0512
0.0512,N,0.225,NA,GMPPA,Q96IJ6,Mannose-1-phosphate guanyltransferase alpha,0.317,N,Cytoplasm,N,Not confident,none,False,False,0.0512
0.0512,N,0.157,"Differentiation, Repressor, Transcription, Transcription regulation",CPNE1,Q99829,Copine-1,0.3105,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0512
0.0511,N,0.292,"Methyltransferase, Transferase",PCMT1,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.369,N,Cytoplasm,N,Not confident,none,False,False,0.0511
0.05103,N,0.237,Unfolded protein response,EDEM1,Q92611,ER degradation-enhancing alpha-mannosidase-like protein 1,0.4963,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.05103
0.05087,N,0.189,Ubl conjugation pathway,UBXN6,Q9BZV1,UBX domain-containing protein 6,0.4485,N,"Cytoplasm, Cytoskeleton, Endosome, Lysosome, Membrane, Nucleus",N,Not confident,none,True,False,0.05087
0.05084,N,0.169,"Cell cycle, Cell division, Kinase, Mitosis, Serine/threonine-protein kinase, Transferase, Wnt signaling pathway",CSNK1A1,P48729,Casein kinase I isoform alpha,0.4312,N,"Cell projection, Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Nucleus",N,Not confident,none,False,False,0.05084
0.0508,N,0.153,NA,SYT11,Q9BT88,Synaptotagmin-11,0.3586,N,"Cell projection, Cytoplasmic vesicle, Endosome, Golgi apparatus, Lysosome, Membrane, Synapse",N,Not confident,none,True,False,0.0508
0.05075,N,0.191,"Transferase, Ubl conjugation pathway",UBE3D,Q7Z6J8,E3 ubiquitin-protein ligase E3D,0.4116,N,Cytoplasm,N,Not confident,none,False,False,0.05075
0.05066,N,0.126,Cell adhesion,PCDH11Y,Q9BZA8,Protocadherin-11 Y-linked,0.4124,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.05066
0.05057,N,0.242,"Hydrolase, Protease, Thiol protease, Ubl conjugation pathway",MINDY1,Q8N5J2,Ubiquitin carboxyl-terminal hydrolase MINDY-1,0.3813,N,NA,N,Not confident,none,False,False,0.05057
0.05057,N,0.203,"Kinase, Transferase",PI4KAP2,A4QPH2,Putative phosphatidylinositol 4-kinase alpha-like protein P2,0.301,N,NA,N,Not confident,none,False,False,0.05057
0.05054,N,0.185,Cell cycle,STRADA,Q7RTN6,STE20-related kinase adapter protein alpha,0.3242,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05054
0.05054,N,0.17,"Hydrolase, Nuclease",HARBI1,Q96MB7,Putative nuclease HARBI1,0.309,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.05054
0.0505,N,0.189,"Carboxypeptidase, Hydrolase, Metalloprotease, Protease",CPQ,Q9Y646,Carboxypeptidase Q,0.336,N,"Endoplasmic reticulum, Golgi apparatus, Lysosome, Secreted",N,Not confident,none,False,False,0.0505
0.05045,N,0.234,Ubl conjugation pathway,FBXL16,Q8N461,F-box/LRR-repeat protein 16,0.381,N,NA,N,Not confident,none,False,False,0.05045
0.05023,N,0.152,Oxidoreductase,LDHAL6B,Q9BYZ2,L-lactate dehydrogenase A-like 6B,0.3584,N,NA,N,Not confident,none,False,False,0.05023
0.05023,N,0.168,Guanine-nucleotide releasing factor,FARP2,O94887,"FERM, ARHGEF and pleckstrin domain-containing protein 2",0.3254,N,NA,N,Not confident,none,False,False,0.05023
0.0501,N,0.123,NA,LYRM9,A8MSI8,LYR motif-containing protein 9,0.4119,N,NA,N,Not confident,none,False,False,0.0501
0.05008,N,0.149,Apoptosis,BIRC8,Q96P09,Baculoviral IAP repeat-containing protein 8,0.4177,N,Cytoplasm,N,Not confident,none,False,False,0.05008
0.04993,N,0.137,Guanine-nucleotide releasing factor,ECT2L,Q008S8,Epithelial cell-transforming sequence 2 oncogene-like,0.4246,N,NA,N,Not confident,none,False,False,0.04993
0.0498,N,0.192,"Cell cycle, GTPase activation, Signal transduction inhibitor, Translation regulation",RGS2,P41220,Regulator of G-protein signaling 2,0.3054,N,"Cell membrane, Cytoplasm, Membrane, Mitochondrion, Nucleus",N,Not confident,none,True,True,0.0498
0.0495,N,0.253,"Lipid metabolism, Oxidoreductase",ALDH3A1,P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",0.326,N,Cytoplasm,N,Not confident,none,False,False,0.0495
0.04947,N,0.179,NA,RABL3,Q5HYI8,Rab-like protein 3,0.3499,N,NA,N,Not confident,none,False,False,0.04947
0.04944,N,0.255,"Activator, Transcription, Transcription regulation",BCL3,P20749,B-cell lymphoma 3 protein,0.539,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04944
0.04944,N,0.306,Hydrolase,DPH7,Q9BTV6,Diphthine methyltransferase,0.4014,N,NA,N,Not confident,none,False,False,0.04944
0.04938,N,0.251,Oxidoreductase,CRYZL1,O95825,Quinone oxidoreductase-like protein 1,0.4458,N,NA,N,Not confident,none,False,False,0.04938
0.04932,N,0.207,"Cell cycle, Kinase, Serine/threonine-protein kinase, Transferase",GAK,O14976,Cyclin-G-associated kinase,0.721,N,"Cell junction, Cytoplasm, Cytoplasmic vesicle, Golgi apparatus",N,Not confident,none,False,False,0.04932
0.0492,N,0.211,Oxidoreductase,AKR7A3,O95154,Aflatoxin B1 aldehyde reductase member 3,0.3542,N,Cytoplasm,N,Not confident,none,False,False,0.0492
0.04916,N,0.262,NA,EPN3,Q9H201,Epsin-3,0.4167,N,"Cytoplasm, Cytoplasmic vesicle, Nucleus",N,Not confident,none,False,False,0.04916
0.04916,N,0.202,"Cell cycle, Cell division, Mitosis",CKAP5,Q14008,Cytoskeleton-associated protein 5,0.3225,N,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore",N,Not confident,none,False,False,0.04916
0.04913,N,0.135,NA,NOXA1,Q86UR1,NADPH oxidase activator 1,0.3462,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.04913
0.04895,N,0.12,Actin-binding,IPP,Q9Y573,Actin-binding protein IPP,0.3704,N,"Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.04895
0.04877,N,0.289,"Hydrolase, Metalloprotease, Protease",ATP23,Q9Y6H3,Mitochondrial inner membrane protease ATP23 homolog,0.3171,N,NA,N,Not confident,none,False,False,0.04877
0.04868,N,0.194,"Blood coagulation, Hemostasis",ANXA5,P08758,Annexin A5,0.273,N,NA,N,Not confident,none,False,False,0.04868
0.04865,N,0.213,NA,WDR59,Q6PJI9,GATOR2 complex protein WDR59,0.6216,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.04865
0.04855,N,0.266,NA,LRRC1,Q9BTT6,Leucine-rich repeat-containing protein 1,0.306,N,"Cytoplasm, Membrane",N,Not confident,none,True,False,0.04855
0.04852,N,0.24,"Cilium biogenesis/degradation, Kinase, Serine/threonine-protein kinase, Transferase",CDK10,Q15131,Cyclin-dependent kinase 10,0.3293,N,"Cell projection, Cytoplasm, Cytoskeleton",N,Not confident,none,False,False,0.04852
0.04852,N,0.186,Hydrolase,ACP4,Q9BZG2,Testicular acid phosphatase,0.3142,N,Membrane,N,Not confident,none,True,False,0.04852
0.04846,N,0.277,Ubl conjugation pathway,FBXL14,Q8N1E6,F-box/LRR-repeat protein 14,0.4072,N,Cytoplasm,N,Not confident,none,False,False,0.04846
0.04846,N,0.244,NA,UQCC1,Q9NVA1,Ubiquinol-cytochrome c reductase complex assembly factor 1,0.3428,N,"Cytoplasmic vesicle, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.04846
0.04843,N,0.257,"Dioxygenase, Oxidoreductase, Phenylalanine catabolism, Tyrosine catabolism",HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,0.4211,N,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04843
0.04837,N,0.126,"Differentiation, IgE-binding protein, Immunity, Innate immunity, mRNA processing, mRNA splicing",LGALS3,P17931,Galectin-3,0.3123,N,"Cytoplasm, Nucleus, Secreted, Spliceosome",N,Not confident,none,False,False,0.04837
0.04822,N,0.179,NA,WBP2,Q969T9,WW domain-binding protein 2,0.3643,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04822
0.0482,N,0.111,"G-protein coupled receptor, Receptor, Transducer",GRM3,Q14832,Metabotropic glutamate receptor 3,0.2761,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.0482
0.04807,N,0.236,"Kinase, Lipid biosynthesis, Lipid metabolism, Phospholipid biosynthesis, Phospholipid metabolism, Transferase, Tyrosine-protein kinase",CHKA,P35790,Choline kinase alpha,0.2827,N,"Cytoplasm, Lipid droplet",N,Not confident,none,False,False,0.04807
0.04803,N,0.153,Oxidoreductase,LDHA,P00338,L-lactate dehydrogenase A chain,0.509,N,Cytoplasm,N,Not confident,none,False,False,0.04803
0.04785,N,0.258,"Acyltransferase, Transferase",ZDHHC6,Q9H6R6,Palmitoyltransferase ZDHHC6,0.319,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.04785
0.04776,N,0.193,Transferase,TMTC1,Q8IUR5,Protein O-mannosyl-transferase TMTC1,0.3704,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.04776
0.0477,N,0.273,NA,ANKRD39,Q53RE8,Ankyrin repeat domain-containing protein 39,0.3025,N,NA,N,Not confident,none,False,False,0.0477
0.04764,N,0.241,"DNA damage, Kinase, Serine/threonine-protein kinase, Transferase",MAPKAPK2,P49137,MAP kinase-activated protein kinase 2,0.447,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04764
0.04764,N,0.049,"Blood group antigen, Cell adhesion, Receptor",CD44,P16070,CD44 antigen,0.2102,Y,"Cell membrane, Cell projection, Membrane, Secreted",N,Not confident,none,True,True,0.04764
0.0476,N,0.274,Transferase,MPST,P25325,3-mercaptopyruvate sulfurtransferase,0.455,N,"Cytoplasm, Mitochondrion, Synapse, Synaptosome",N,Not confident,none,False,False,0.0476
0.04752,N,0.135,Meiosis,OSGIN2,Q9Y236,Oxidative stress-induced growth inhibitor 2,0.367,N,NA,N,Not confident,none,False,False,0.04752
0.04752,N,0.134,"Blood coagulation, Fibrinolysis, Hemostasis, Hydrolase, Plasminogen activation, Protease, Serine protease",PLAU,P00749,Urokinase-type plasminogen activator,0.2817,N,Secreted,N,Not confident,none,False,False,0.04752
0.04742,N,0.269,NA,COA5,Q86WW8,Cytochrome c oxidase assembly factor 5,0.3103,N,NA,N,Not confident,none,False,False,0.04742
0.0474,N,0.13,"Kinase, Lipid metabolism, Transferase",DGKZ,Q13574,Diacylglycerol kinase zeta,0.606,N,"Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0474
0.04727,N,0.186,"Protein transport, Transport",GGA2,Q9UJY4,ADP-ribosylation factor-binding protein GGA2,0.3,N,"Endosome, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04727
0.0472,N,0.259,"Acyltransferase, Host-virus interaction, Transferase",ZDHHC20,Q5W0Z9,Palmitoyltransferase ZDHHC20,0.4104,N,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.0472
0.04715,N,0.031,NA,PSCA,O43653,Prostate stem cell antigen,0.106,Y,"Cell membrane, Membrane",N,Not confident,none,True,True,0.04715
0.04688,N,0.086,Chaperone,PSMG1,O95456,Proteasome assembly chaperone 1,0.464,Y,"Cytoplasm, Endoplasmic reticulum",N,Not confident,none,False,False,0.04688
0.04684,N,0.146,GTPase activation,ARHGAP20,Q9P2F6,Rho GTPase-activating protein 20,0.3545,N,NA,N,Not confident,none,False,False,0.04684
0.0468,N,0.06,"Growth factor, Mitogen",FGF5,P12034,Fibroblast growth factor 5,0.2717,N,Secreted,N,Not confident,none,False,False,0.0468
0.04678,N,0.227,Differentiation,SYT3,Q9BQG1,Synaptotagmin-3,0.4446,N,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.04678
0.04675,N,0.221,Transport,GET4,Q7L5D6,Golgi to ER traffic protein 4 homolog,0.4346,N,Cytoplasm,N,Not confident,none,False,False,0.04675
0.0467,N,0.294,"Hydrolase, Protease",RCE1,Q9Y256,CAAX prenyl protease 2,0.353,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0467
0.04657,N,0.188,"Actin-binding, Protein transport, Transport",CORO7,P57737,Coronin-7,0.3406,N,"Cytoplasm, Cytoplasmic vesicle, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04657
0.04645,N,0.2,NA,MON1B,Q7L1V2,Vacuolar fusion protein MON1 homolog B,0.3079,N,NA,N,Not confident,none,False,False,0.04645
0.0464,N,0.143,NA,CPNE2,Q96FN4,Copine-2,0.378,N,"Cell membrane, Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,True,0.0464
0.0463,N,0.265,NA,COX11,Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial",0.3381,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0463
0.04626,N,0.116,"Receptor, Transport",FOLR2,P14207,Folate receptor beta,0.1375,Y,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.04626
0.0462,N,0.133,"Ion channel, Ion transport, Transport",TMEM120A,Q9BXJ8,Ion channel TACAN,0.3113,N,"Cell membrane, Membrane, Nucleus",N,Not confident,none,True,True,0.0462
0.04617,N,0.122,"Apoptosis, Hydrolase, Protease, Thiol protease",CASP6,P55212,Caspase-6,0.3115,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04617
0.04614,N,0.191,"Apoptosis, Differentiation, Growth regulation, Kinase, Receptor, Serine/threonine-protein kinase, Transferase",TGFBR2,P37173,TGF-beta receptor type-2,0.3313,N,"Cell membrane, Membrane, Secreted",N,Not confident,none,True,True,0.04614
0.046,N,0.213,"Hydrolase, Protease, Thiol protease",BLMH,Q13867,Bleomycin hydrolase,0.2769,N,Cytoplasm,N,Not confident,none,False,False,0.046
0.04596,N,0.255,NA,MTPN,P58546,Myotrophin,0.4438,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04596
0.04593,N,0.193,"Actin capping, Actin-binding",CAPG,P40121,Macrophage-capping protein,0.3672,N,"Cell projection, Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04593
0.04584,N,0.194,"Kinase, Transferase",UCK1,Q9HA47,Uridine-cytidine kinase 1,0.3125,N,NA,N,Not confident,none,False,False,0.04584
0.04578,N,0.147,NA,PLEKHA3,Q9HB20,Pleckstrin homology domain-containing family A member 3,0.3855,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.04578
0.04578,N,0.212,"Methyltransferase, Transferase",EEF1AKMT4,P0DPD7,EEF1A lysine methyltransferase 4,0.316,N,NA,N,Not confident,none,False,False,0.04578
0.04572,N,0.305,"Hydrolase, Protein phosphatase",ACP1,P24666,Low molecular weight phosphotyrosine protein phosphatase,0.3435,N,Cytoplasm,N,Not confident,none,False,False,0.04572
0.04565,N,0.284,"Actin-binding, Differentiation, Neurogenesis, Repressor, Stress response, Translation regulation",IMPACT,Q9P2X3,Protein IMPACT,0.4343,N,Cytoplasm,N,Not confident,none,False,False,0.04565
0.04562,N,0.208,"Hydrolase, Lipid metabolism",MTMR1,Q13613,Myotubularin-related protein 1,0.35,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.04562
0.04553,N,0.248,"Dioxygenase, Oxidoreductase",CDO1,Q16878,Cysteine dioxygenase type 1,0.4973,N,NA,N,Not confident,none,False,False,0.04553
0.0455,N,0.183,Transport,SEC14L4,Q9UDX3,SEC14-like protein 4,0.3958,N,NA,N,Not confident,none,False,False,0.0455
0.0455,N,0.217,"Cell cycle, Cell division, Cyclin, DNA damage, Repressor, Transcription, Transcription regulation",CCND1,P24385,G1/S-specific cyclin-D1,0.385,N,"Cytoplasm, Membrane, Nucleus",N,Not confident,none,True,False,0.0455
0.0455,N,0.214,"Lipid transport, Receptor, Transport",SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,0.3274,N,"Cell junction, Cell membrane, Cell projection, Cytoplasmic vesicle, Endoplasmic reticulum, Lipid droplet, Membrane, Nucleus, Postsynaptic cell membrane, Synapse",N,Not confident,none,True,True,0.0455
0.0455,N,0.25,"Fatty acid biosynthesis, Fatty acid metabolism, Isomerase, Lipid biosynthesis, Lipid metabolism, Oxidoreductase",DEGS1,O15121,Sphingolipid delta(4)-desaturase DES1,0.3027,N,"Endoplasmic reticulum, Membrane, Mitochondrion",N,Not confident,none,True,False,0.0455
0.04547,N,0.257,"Methyltransferase, Transferase, tRNA processing",FTSJ1,Q9UET6,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,0.3188,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.04547
0.04538,N,0.258,Transferase,GSTT1,P30711,Glutathione S-transferase theta-1,0.5312,N,Cytoplasm,N,Not confident,none,False,False,0.04538
0.04523,N,0.224,"Cell cycle, Cell division, Kinase, Mitosis, Serine/threonine-protein kinase, Transferase",PLK1,P53350,Serine/threonine-protein kinase PLK1,0.3242,N,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Nucleus",N,Not confident,none,False,False,0.04523
0.0452,N,0.129,Chaperone,PSMG3,Q9BT73,Proteasome assembly chaperone 3,0.3396,N,NA,N,Not confident,none,False,False,0.0452
0.04517,N,0.275,"Chaperone, Host-virus interaction, mRNA processing, mRNA splicing, mRNA transport, RNA-binding, Transport",ALYREF,Q86V81,THO complex subunit 4,0.3245,N,"Cytoplasm, Nucleus, Spliceosome",N,Not confident,none,False,False,0.04517
0.04498,N,0.272,NA,SURF1,Q15526,Surfeit locus protein 1,0.304,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.04498
0.04495,N,0.239,"Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism",PRKAB1,Q9Y478,5'-AMP-activated protein kinase subunit beta-1,0.361,N,NA,N,Not confident,none,False,False,0.04495
0.04495,N,0.22,Hydrolase,ACP2,P11117,Lysosomal acid phosphatase,0.3115,N,"Lysosome, Membrane",N,Not confident,none,True,False,0.04495
0.04492,N,0.217,NA,PSMA2,P25787,Proteasome subunit alpha type-2,0.347,N,"Cytoplasm, Nucleus, Proteasome",N,Not confident,none,False,False,0.04492
0.04477,N,0.164,NA,SEC14L6,B5MCN3,Putative SEC14-like protein 6,0.3884,N,NA,N,Not confident,none,False,False,0.04477
0.0447,N,0.257,NA,ANKRD34B,A5PLL1,Ankyrin repeat domain-containing protein 34B,0.32,N,"Cytoplasm, Nucleus",N,Not confident,none,False,False,0.0447
0.0447,N,0.154,Guanine-nucleotide releasing factor,MCF2L,O15068,Guanine nucleotide exchange factor DBS,0.3103,N,"Cell membrane, Cytoplasm, Membrane",N,Not confident,none,True,True,0.0447
0.04453,N,0.228,NA,YWHAH,Q04917,14-3-3 protein eta,0.3044,N,NA,N,Not confident,none,False,False,0.04453
0.0445,N,0.218,NA,MICOS10,Q5TGZ0,MICOS complex subunit MIC10,0.4473,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0445
0.04446,N,0.158,"Cell adhesion, Kinase, Neurogenesis, Receptor, Transferase, Tyrosine-protein kinase",EPHB1,P54762,Ephrin type-B receptor 1,0.3474,N,"Cell membrane, Cell projection, Endosome, Membrane",N,Not confident,none,True,True,0.04446
0.0443,N,0.269,Ligase,DPH6,Q7L8W6,Diphthine--ammonia ligase,0.4192,N,NA,N,Not confident,none,False,False,0.0443
0.0443,N,0.249,"Heme biosynthesis, Oxidoreductase",COX15,Q7KZN9,Heme A synthase COX15,0.3403,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0443
