AF_Score,BG,DCA_Score,Function,Gene Name,Interacting Partner,Protein Name,RF_Score,SP,Subcellular Locality,UP,confident,pdb,is_membrane,is_cell_surface,AF
0.00718,Y,0.257,"Sugar transport, Transport",SLC2A8,Q9NY64,"Solute carrier family 2, facilitated glucose transporter member 8",0.241,Y,"Cell membrane, Cytoplasmic vesicle, Membrane",N,Not confident,none,True,True,0.00718
0.00717,N,0.138,"Kinase, Lipid metabolism, Sphingolipid metabolism, Transferase",SGMS2,Q8NHU3,Phosphatidylcholine:ceramide cholinephosphotransferase 2,0.3877,N,"Cell membrane, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.00717
0.007168,N,0.19,"Ion transport, Transport",SLC22A23,A1A5C7,Solute carrier family 22 member 23,0.314,N,Membrane,N,Not confident,none,True,False,0.007168
0.007126,N,0.248,"Lipid biosynthesis, Lipid metabolism, Sphingolipid metabolism, Transferase",CERS5,Q8N5B7,Ceramide synthase 5,0.4011,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.007126
0.006996,N,0.148,Hydrolase,ARSH,Q5FYA8,Arylsulfatase H,0.3684,N,Membrane,N,Not confident,none,True,False,0.006996
0.006813,N,0.203,NA,MFSD11,O43934,UNC93-like protein MFSD11,0.3567,N,Membrane,N,Not confident,none,True,False,0.006813
0.006725,N,0.185,Transport,MFSD9,Q8NBP5,Major facilitator superfamily domain-containing protein 9,0.3381,N,Membrane,N,Not confident,none,True,False,0.006725
0.00648,N,0.245,GPI-anchor biosynthesis,PIGU,Q9H490,Phosphatidylinositol glycan anchor biosynthesis class U protein,0.4038,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00648
0.006416,N,0.309,Transport,SLC25A32,Q9H2D1,Solute carrier family 25 member 32,0.379,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.006416
0.00636,N,0.173,"Ammonia transport, Transport",RHAG,Q02094,Ammonium transporter Rh type A,0.334,N,Membrane,N,Not confident,none,True,False,0.00636
0.00624,N,0.258,Receptor,PAQR3,Q6TCH7,Progestin and adipoQ receptor family member 3,0.386,N,"Golgi apparatus, Membrane",N,Not confident,none,True,False,0.00624
0.00603,N,0.24,"Ion transport, Transport",SLC22A2,O15244,Solute carrier family 22 member 2,0.2715,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00603
0.005966,N,0.273,"Decarboxylase, Lipid biosynthesis, Lipid metabolism, Lyase, Phospholipid biosynthesis, Phospholipid metabolism",PISD,Q9UG56,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",0.4058,N,"Cytoplasm, Lipid droplet, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.005966
0.005623,N,0.164,"Antiport, Chloride channel, Ion channel, Ion transport, Neurotransmitter transport, Phosphate transport, Sodium transport, Symport, Transport",SLC17A7,Q9P2U7,Vesicular glutamate transporter 1,0.3997,N,"Cell membrane, Cytoplasmic vesicle, Membrane, Synapse, Synaptosome",N,Not confident,none,True,True,0.005623
0.005493,N,0.194,"Lipid degradation, Lipid metabolism",BSCL2,Q96G97,Seipin,0.3958,N,"Endoplasmic reticulum, Lipid droplet, Membrane",N,Not confident,none,True,False,0.005493
0.005447,N,0.161,"Cholesterol metabolism, Hydrolase, Lipid metabolism, Metalloprotease, Protease, Steroid metabolism, Sterol metabolism",MBTPS2,O43462,Membrane-bound transcription factor site-2 protease,0.3364,N,"Cytoplasm, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.005447
0.005245,N,0.261,"Antiport, Ion transport, Transport, Zinc transport",SLC30A2,Q9BRI3,Proton-coupled zinc antiporter SLC30A2,0.3289,N,"Cell membrane, Cytoplasmic vesicle, Endosome, Lysosome, Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,True,0.005245
0.00503,N,0.275,"Glycosyltransferase, GPI-anchor biosynthesis, Transferase",PIGV,Q9NUD9,GPI mannosyltransferase 2,0.3008,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.00503
0.00497,N,0.162,"Ion transport, Transport, Zinc transport",SLC39A10,Q9ULF5,Zinc transporter ZIP10,0.1913,N,"Cell membrane, Membrane",N,Not confident,none,True,True,0.00497
0.00488,N,0.269,"Hydrolase, Lipid metabolism, Sphingolipid metabolism",ACER3,Q9NUN7,Alkaline ceramidase 3,0.459,N,"Endoplasmic reticulum, Golgi apparatus, Membrane",N,Not confident,none,True,False,0.00488
0.004856,N,0.286,"Host-virus interaction, Protein transport, Transport, Unfolded protein response",DERL1,Q9BUN8,Derlin-1,0.3396,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.004856
0.004013,N,0.216,NA,DERL3,Q96Q80,Derlin-3,0.303,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.004013
0.004,N,0.2,GPI-anchor biosynthesis,PIGQ,Q9BRB3,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,0.4473,N,Membrane,N,Not confident,none,True,False,0.004
0.003624,N,0.147,NA,TMEM258,P61165,Transmembrane protein 258,0.798,N,"Cytoplasm, Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.003624
0.002369,N,0.202,"Host-virus interaction, Transferase, Ubl conjugation pathway",RNF170,Q96K19,E3 ubiquitin-protein ligase RNF170,0.3665,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.002369
0.00235,N,0.106,Host-virus interaction,CAV1,Q03135,Caveolin-1,0.2231,Y,"Cell membrane, Golgi apparatus, Membrane",N,Not confident,none,True,True,0.00235
0.001937,N,0.256,"Hydrogen ion transport, Ion transport, Transport",ATP6V0B,Q99437,V-type proton ATPase 21 kDa proteolipid subunit c'',0.4453,N,"Cytoplasmic vesicle, Membrane",N,Not confident,none,True,False,0.001937
0.001804,N,0.211,"Transferase, Ubl conjugation pathway",RNF167,Q9H6Y7,E3 ubiquitin-protein ligase RNF167,0.33,N,"Cell membrane, Cytoplasm, Endosome, Lysosome, Membrane",N,Not confident,none,True,True,0.001804
0.0,N,0.152,"Electron transport, Respiratory chain, Transport",NDUFB3,O43676,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,0.4812,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0
0.0,N,0.138,NA,COX20,Q5RI15,"Cytochrome c oxidase assembly protein COX20, mitochondrial",0.427,N,"Membrane, Mitochondrion, Mitochondrion inner membrane",N,Not confident,none,True,False,0.0
0.0,N,0.137,Chaperone,WDR83OS,Q9Y284,PAT complex subunit Asterix,0.324,N,"Endoplasmic reticulum, Membrane",N,Not confident,none,True,False,0.0
