record_id,use_or_organism,product_name,manufacturer,submission_no,pathway,status_note,fda_link
NAT496,Respiratory panel,QIAstat-Dx Respiratory Panel; QIAstat-Dx Analyzer,QIAGEN GmbH,K183597,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K183597
NAT497,Respiratory Panel,QIAstat-Dx Respiratory Panel Mini,Qiagen GmbH,K242353,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K242353
NAT498,Respiratory Panel,QIAstat-Dx Respiratory Panel Plus,Qiagen GmbH,K233100,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K233100
NAT499,Respiratory panel control material,Cepheid Xpert Respiratory Control Panel,"Microbiologics, Inc.",K190086,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190086
NAT500,Respiratory panel control material,BioFire RP2.1/RP2.1plus Control Panel M441,"Main Molecular Quality Controls, Inc.",K202196,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K202196
NAT501,Rickettsia,Rickettsia Real-time PCR Assay,Centers for Disease Control and Prevention,K170940,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170940
NAT502,SARS-CoV-2 respiratory infection and other microbial agents,Alinity mSARS-CoV-2,"Abbott Molecular, Inc.",K241580,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K241580
NAT503,SARS-CoV-2 respiratory infection and other microbial agents,BioFire COVID-19 Test 2,"BioFire Defense, LLC",K211079; K221460,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K211079
NAT504,SARS-CoV-2 respiratory infection and other microbial agents,Simplexa COVID-19 Direct,DiaSorin Molecular LLC,K212147,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K212147
NAT505,SARS-CoV-2 respiratory infection and other microbial agents,cobas SARS-Cov-2 Qualitative For Use On The Cobas 6800/8800 Systems,"Roche Molecular Systems, Inc.",K213804; K231306,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K213804
NAT506,SARS-CoV-2 respiratory infection and other microbial agents,cobas SARS-CoV-2 & Influenza A/B for use on the cobas Liat System,"Roche Molecular Systems, Inc.",K223591,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K223591
NAT507,SARS-CoV-2 respiratory infection and other microbial agents,cobas SARS-CoV-2 Nucleic acid test for use on the cobas Liat System,"Roche Molecular Systems, Inc.",K223783,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K223783
NAT508,SARS-CoV-2 respiratory infection and other microbial agents,Panther Fusion SARS-CoV-2/Flu A/B/RSV Assay,"Hologic, Inc.",K222736; K241240; K242465,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K222736
NAT509,SARS-CoV-2 respiratory infection and other microbial agents,BD Respiratory Viral Panel for BD MAX System; BD Respiratory Viral Panel-SCV2 for BD MAX System,BD Integrated Diagnostic Solutions,K230956,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K230956
NAT510,SARS-CoV-2 respiratory infection and other microbial agents,Xpert Xpress CoV-2/Flu/RSV plus,Cepheid,K231481; K242071,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K231481
NAT511,SARS-CoV-2 respiratory infection and other microbial agents,Xpert Xpress CoV-2 plus,Cepheid,K230440; K242109,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K230440
NAT512,SARS-CoV2-respiratory infection and other microbial agents,Applied Biosystems TaqPath COVID-19 Diagnostic PCR Kit,Life Technologies Corporation,K233453,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K233453
NAT513,SARS-CoV-2 respiratory infection and other microbial agents,DASH SARS-CoV-2 & Flu A/B Test,"Nuclein, LLC",K241652,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K241652
NAT514,SARS-CoV-2 respiratory infection and other microbial agents,"Applied Biosystems TaqPath COVID-19, Flu A, Flu B, RSV Select Panel",Life Technologies Corporation,K241806,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K241806
NAT515,Over-The-Counter Molecular Test To Detect Sars-Cov-2,Cue COVID-19 Molecular Test,Cue Health Inc.,DEN220028; K232643,510(k); De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN220028
NAT516,Simple point-of-care device to detect sar-cov-2 nucleic acid targets,ID NOW COVID-19 2.0,"Abbott Diagnostics Scarborough, Inc.",K221925,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K221925
NAT517,Sepsis,SeptiCyte LAB,"Immunexpress, Inc.",K163260,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K163260
NAT518,Staphylococcus,BD Max MRSA Assay,"BD Diagnostics (GeneOhm Sciences Canada, Inc.)",K120138,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K120138
NAT519,Sepsis,Staphylococcus QuickFISH BC,"AdvanDx, Inc.",K113371,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113371
NAT520,Sepsis,TriVerity,"Inflammatix, Inc.",K241676,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K241676
NAT521,Staphylococcus Staphylococcus / MRSA Control Material,MRSA/SA ELITe MGB,EliTechGroup Epoch Biosciences.,K112937; K132468,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112937
NAT522,Staphylococcus Staphylococcus / MRSA Control Material,Verigene Staphylococcus Blood Culture (BC-S) Nucleic Acid Test,"Nanosphere, Inc.",K112424,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112424
NAT523,Staphylococcus Staphylococcus / MRSA Control Material,NucliSENS EasyQ MRSA Assay,"bioMerieux, Inc.",K102740,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102740
NAT524,Staphylococcus Staphylococcus / MRSA Control Material,Xpert MRSA/SA Blood Culture Assay,Cepheid,K082140; K101879,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K082140
NAT525,Staphylococcus Staphylococcus / MRSA Control Material,Xpert MRSA/SA Nasal Complete Assay,Cepheid,K100822,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K100822
NAT526,Staphylococcus Staphylococcus / MRSA Control Material,LightCycler MRSA Advanced Test,"Roche Molecular Systems, Inc",K091409,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K091409
NAT527,Staphylococcus Staphylococcus / MRSA Control Material,BD GeneOhm MRSA ACP Assay,"BD Diagnostics (GeneOhm Sciences Canada, Inc.)",K093346,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K093346
NAT528,Staphylococcus Staphylococcus / MRSA Control Material,S. aureus and/or other Staphylococcus species PNA FISH Culture,"AdvanDx, Inc.",K092166,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K092166
NAT529,Staphylococcus Staphylococcus / MRSA Control Material,Xpert MRSA/SA SSTI,Cepheid,K080837; K243625,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K080837
NAT530,Staphylococcus Staphylococcus / MRSA Control Material,BD GeneOhM StaphSR Assay,"BD Diagnostics (GeneOhm Sciences Canada, Inc.)",K071026,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K071026
NAT531,Staphylococcus Staphylococcus / MRSA Control Material,S. aureus PNA FISH,"AdvanDx, Inc.",K060099; K091827,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060099
NAT532,Staphylococcus Staphylococcus / MRSA Control Material,Xpert MRSA,Cepheid,K070462,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K070462
NAT533,Staphylococcus Staphylococcus / MRSA Control Material,IDI-MRSA Assay,"Infectio Diagnostic, Inc.",K033415; K042357,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K033415
NAT534,Staphylococcus Staphylococcus / MRSA Control Material,MECA XPRESSFISH,ADVANDX INC.,K140619,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K140619
NAT535,Staphylococcus Staphylococcus / MRSA Control Material,COBAS MRSA/SA TEST,ROCHE MOLECULAR SYSTEMS INC.,K142721,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K142721
NAT536,Staphylococcus Staphylococcus / MRSA Control Material,Xpert MRSA NxG,Cepheid,K162444,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162444
NAT537,Staphylococcus Staphylococcus / MRSA Control Material,"Xpert MRSA/SA Blood Culture, GeneXpert Dx System, GeneXpert Infinity-48s System, GeneXpert Infinity-80 System",Cepheid,K190771,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K190771
NAT538,Staphylococcus Staphylococcus / MRSA Control Material,Cepheid Xpert MRSA NxG Control Panel,"Microbiologics, Inc.",K191172,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191172
NAT539,Staphylococcus Staphylococcus / MRSA Control Material,Cepheid Xpert SA Nasal Complete Control Panel,"Microbiologics, Inc.",K191168,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K191168
NAT540,Streptococci,ARIES GBS Assay,Luminex Corporation,K162772,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162772
NAT541,Streptococci,Xpert GBS LB Assay,Cepheid,K121539,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121539
NAT542,Streptococci,"Xpert GBS LB XC, GeneXpert Dx System, GeneXpert Infinity System",Cepheid,K203429,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K203429
NAT543,Streptococci,"Xpert Xpress GBS, GeneXpert Dx System, GeneXpert Infinity Systems",Cepheid,K222638,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K222638
NAT544,Streptococci,illumigene Group A Streptococcus (GBS) DNA Amplification Assay,"Meridian Bioscience, Inc.",K122019,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K122019
NAT545,Streptococci,illumigene Group B Streptococcus (GBS) DNA Amplification Assay,"Meridian Bioscience, Inc.",K121044,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K121044
NAT546,Streptococci,BD Max GBS Assay,"Becton, Dickinson, & Co.",K111860,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K111860
NAT547,Streptococci,Cepheid Smart GBS Assay,Cepheid,K062948,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K062948
NAT548,Streptococci,Xpert GBS,Cepheid,K060540,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060540
NAT549,Streptococci,IDI-Strep B Assay,"Infectio Diagnostic, Inc.",K022504,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022504
NAT550,Streptococci,Gen-Probe Accuprobe Group B Streptococcus culture identification kit,"Chugai Pharmaceuticals Co, Ltd.",K974572,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K974572
NAT551,Streptococci,Accuprobe Streptococcus pneumoniae culture confirmation,"Gen-Probe, Inc.",K902908,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K902908
NAT552,Streptococci,ILLUMIGENE GROUP B STREPTOCOCCUS (GBS) DNA AMPLIFICATION ASSAY,"MERIDIAN BIOSCIENCE, INC.",K112125,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K112125
NAT553,Streptococci,AMPLIVUE GBS ASSAY,QUIDEL CORPORATION,K133503,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K133503
NAT554,Streptococci,LYRA DIRECT STREP ASSAY,QUIDEL CORPORATION,DEN140005; K133883,De Novo; 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN140005
NAT555,Streptococci,AMPLIVUE GAS ASSAY,QUIDEL CORPORATION,K141173,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141173
NAT556,Streptococci,LIAT STREP A ASSAY,IQUUM INC,K141338,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K141338
NAT557,Streptococci,revogene,GenePOC Inc.,K170558,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170558
NAT558,Streptococci,GenePOC GBS LB,GenePOC Inc.,K170557,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K170557
NAT559,Streptococci,Solana Strep Complete Assay,Quidel Corporation,K162274,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K162274
NAT560,Streptococci,"ARIES Group A Strep Assay, ARIES Group A Strep Assay Protocol File Kit",Luminex Corporation,K172402,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172402
NAT561,Streptococci,Xpert Xpress Strep A,Cepheid,K172126; K173398,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K172126
NAT562,Streptococci,GenePOC Strep A,GenePOC Inc.,K183366,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K183366
NAT563,Streptococci / GBS Control Material,Cepheid Xpert GBS LB Control Panel,"Microbiologics, Inc.",K182472,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K182472
NAT564,Shiga Toxin,Great Basin Shiga Toxin Direct Test,"Great Basin Scientific, Inc.",K152955; K152955/S001; K152955/S002,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K152955
NAT565,Trichomonas vaginalis,Affirm VP Microbial Identification Test for Gardnerella vaginalis and Trichomonas vaginalis,Microprobe Corp.,K923133,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K923133
NAT566,Trichomonas vaginalis,Amplivue Trichomonas Assay,Quidel Corporation,K143329,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K143329
NAT567,Trichomonas vaginalis,APTIMA Trichomonas vaginalis (ATV) Assay,"Gen-Probe, Inc.",K102911,历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102911
NAT568,Trichomonas vaginalis,APTIMA Trichomonas vaginalis Assay (PANTHER System),"Gen-Probe, Inc.",K122062; K231316,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K122062
NAT569,Trichomonas vaginalis,BD ProbeTec Trichomonas vaginalis (TV) QX Amplified DNA Assay,"Becton, Dickinson & Co.",K130268,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K130268
NAT570,Trichomonas vaginalis,Solana Trichomonas Assay,Quidel Corporation,K161182; K161182/S001,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K161182
NAT571,Trichomonas vaginalis,Xpert TV,Cepheid,K151565; K151565/S001; K161619,510(k); 历史K号：路径待核对,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K151565
NAT572,Trichomonas vaginalis,"Aptima Combo 2 Assay (Panther) - 250 test kit, Aptima Combo 2 Assay (Tigris) - 250 test kit, Aptima Trichomonas Vaginalis (Panther) - 250 test kit, Aptima Trichomonas Vaginalis (Tigris) - 250 test kit","Hologic, Inc.",K200436,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K200436
NAT573,Transport Media,PRIMESTORE MTM,Longhorn Vaccines and Diagnostics LLC,DEN170029,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN170029
NAT574,Vaginal Panel (Bacterial vaginosis vaginitis),BD Vaginal Panel,"Becton, Dickinson And Company",K223653; K243725,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K223653
NAT575,Vaginal Panel (Bacterial vaginosis vaginitis),BD MAX Vaginal Panel,"GeneOhm Sciences Canada, Inc. (BD Diagnostics)",DEN160001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160001
NAT576,Vaginal Panel (Bacterial vaginosis vaginitis),"BD MAX Vaginal Panel, BD MAX System, BD Molecular Swab Collection Kit","GeneOhm Sciences Canada, Inc. (BD Life Sciences)",K201017,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K201017
NAT577,Vaginal Panel (Bacterial vaginosis vaginitis),"Xpert Xpress MVP, GeneXpert Dx System, GeneXpert Infinity System",Cepheid,K212213; K221160; K231381,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K212213
NAT578,Varicella-zoster viruses,"Simplexa VZV Direct, Simplexa VZV Positive Control Pack",DiaSorin,K192376,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K192376
NAT579,Variola,Variola Virus Real-Time PCR Assay,Centers for Disease Control and Prevention,DEN160016; DEN160016/S001,De Novo,用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN160016
NAT580,Yersinia pestis,JBAIDS Plague Detection Kit,"Idaho Technology, Inc.",K072631,510(k),用途或微生物名称；不是已拆解基因表,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K072631
