marker_id,category_cn,label,tier,n_510k,n_denovo,n_pma,link_status,ex_510k,ex_denovo,ex_pma,clia_analyte_id,n_clia,clia_doc_examples,notes,official_link,source
M0307,血液学与凝血,"Coagulation index, modified/recalcified PRP/PPP",组合／谱／比值：成员待展开,1,0,0,已关联历史获准记录（目录／数据库级）,K954437,,,654,1,K954437,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K954437,catalog_v1
M0308,血液学与凝血,"Coagulation index, native whole blood",组合／谱／比值：成员待展开,3,0,0,已关联历史获准记录（目录／数据库级）,K083842; K954437; K993678,,,406,3,K083842; K954437; K993678,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K083842,catalog_v1
M0309,毒理与治疗药物监测,Cocaine metabolites,分析物／抗原／病原体标签,272,0,0,已关联历史获准记录（目录／数据库级）,K000131; K000350; K000467,,,86,1969,CDC000016; CDC000050; CDC000075; CDC000090; CDC000100,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000131,catalog_v1
M0310,免疫与自身免疫,Coccidioides antibodies,抗体／免疫反应性,0,0,0,仅CLIA记录：三路径待核实,,,,793,5,CDC000138; CDC000186,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0311,真菌,Coccidioides immitis,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,767,2,CDC000116; CDC000138,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0312,真菌,Coccidioides spp.,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,1093,1,CR170407,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0313,免疫与自身免疫,Cold agglutinins,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,838,1,CDC000413,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0314,内分泌与生殖,"Collagen type I crosslink, deoxypyridinoline (DPD)",分析物／抗原／病原体标签,6,0,0,已关联历史获准记录（目录／数据库级）,K022603; K952320; K970227,,,385,7,K022603; K952320; K970227; K971312; K972580,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K022603,catalog_v1
M0315,内分泌与生殖,"Collagen type I crosslink, N-telopeptides (NTX)",分析物／抗原／病原体标签,7,0,0,已关联历史获准记录（目录／数据库级）,K011052; K081543; K083173,,,346,8,CR190014; K011052; K081543; K083173; K945946,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K011052,catalog_v1
M0316,内分泌与生殖,"Collagen type I crosslink, pyridinium (Pyd, Dpd)",分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K952026; K952506,,,643,2,K952026; K952506,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K952026,catalog_v1
M0317,内分泌与生殖,"Collagen type I, C-telopeptides",分析物／抗原／病原体标签,6,0,0,已关联历史获准记录（目录／数据库级）,K060373; K960171; K961481,,,278,15,CR260395; CR260396; K060373; K960171; K961481,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K060373,catalog_v1
M0318,免疫与自身免疫,Complement C1,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,807,1,CDC000157,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0319,免疫与自身免疫,Complement C1 inhibitor,分析物／抗原／病原体标签,7,0,0,已关联历史获准记录（目录／数据库级）,K001647; K003747; K011780,,,223,12,CDC000157; CDC000221; CDC000260; K001647; K003747,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K001647,catalog_v1
M0320,免疫与自身免疫,Complement C1Q,分析物／抗原／病原体标签,3,0,0,已关联历史获准记录（目录／数据库级）,K012576; K031563; K951968,,,377,6,CDC000260; CR150517; CR240619; K012576; K031563,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K012576,catalog_v1
M0321,免疫与自身免疫,Complement C3,分析物／抗原／病原体标签,44,0,0,已关联历史获准记录（目录／数据库级）,K000469; K001647; K010061,,,109,240,CDC000033; CDC000035; CDC000044; CDC000075; CDC000104,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000469,catalog_v1
M0322,免疫与自身免疫,Complement C4,分析物／抗原／病原体标签,44,0,0,已关联历史获准记录（目录／数据库级）,K000468; K001647; K010061,,,111,240,CDC000033; CDC000035; CDC000044; CDC000071; CDC000075,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000468,catalog_v1
M0323,免疫与自身免疫,Complement C5,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K942326,,,622,2,CDC000157; K942326,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K942326,catalog_v1
M0324,免疫与自身免疫,"Complement, total",分析物／抗原／病原体标签,5,0,0,已关联历史获准记录（目录／数据库级）,K113349; K951639; K954145,,,641,23,CDC000155; CDC000246; CR150086; CR210369; K113349,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K113349,catalog_v1
M0325,血液学与凝血,Concizumab,分析物／抗原／病原体标签,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN240035,,1281,1,CR240366,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN240035,catalog_v1
M0326,临床生化,Copper,分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,853,2,X050009,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0327,细胞遗传,Copy number variations in genomic DNA,遗传／核酸／分型,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN130018,,1014,2,CR160674; K130313,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN130018,catalog_v1
M0328,内分泌与生殖,Cortisol,分析物／抗原／病原体标签,40,0,0,已关联历史获准记录（目录／数据库级）,K000270; K010790; K011323,,,235,146,CDC000015; CDC000030; CDC000032; CDC000035; CDC000037,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000270,catalog_v1
M0329,内分泌与生殖,"Cortisol, salivary",分析物／抗原／病原体标签,4,0,0,已关联历史获准记录（目录／数据库级）,K031348; K043175; K051733,,,368,7,CR150111; K031348; K043175; K051733; K062626,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K031348,catalog_v1
M0330,内分泌与生殖,"Cortisol, urine (direct procedure)",分析物／抗原／病原体标签,9,0,0,已关联历史获准记录（目录／数据库级）,K023764; K033731; K042291,,,480,22,CDC000091; CDC000287; CDC000414; CR240502; K023764,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K023764,catalog_v1
M0331,内分泌与生殖,"Cortisol, urine (extraction procedure)",分析物／抗原／病原体标签,14,0,0,已关联历史获准记录（目录／数据库级）,K023764; K042291; K042689,,,322,29,CDC000091; CDC000287; CR190014; K023764; K042291,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K023764,catalog_v1
M0332,毒理与治疗药物监测,Cotinine,分析物／抗原／病原体标签,6,0,0,已关联历史获准记录（目录／数据库级）,K030649; K033601; K062565,,,455,44,CDC000414; CR140125; CR150032; CR180122; CR190528,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K030649,catalog_v1
M0333,细菌与耐药,Coxiella burnetii (Q fever),分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K103207,,,969,2,CR140215; K103207,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K103207,catalog_v1
M0334,免疫与自身免疫,Coxiella burnetti (Q Fever) antibodies,抗体／免疫反应性,2,0,0,已关联历史获准记录（目录／数据库级）,K913906; K922374,,,540,6,CR170008; K913906; K922374,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K913906,catalog_v1
M0335,病毒,Coxsackie A24 Virus,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K936089,,,606,1,K936089,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936089,catalog_v1
M0336,病毒,Coxsackie A9 Virus,分析物／抗原／病原体标签,1,0,0,已关联历史获准记录（目录／数据库级）,K936073,,,605,1,K936073,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936073,catalog_v1
M0337,病毒,Coxsackie B1 Virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K936145; K940471,,,608,2,K936145; K940471,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936145,catalog_v1
M0338,病毒,Coxsackie B2 Virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K936252; K940471,,,610,2,K936252; K940471,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936252,catalog_v1
M0339,病毒,Coxsackie B3 Virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K936251; K940471,,,609,2,K936251; K940471,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936251,catalog_v1
M0340,病毒,Coxsackie B4 Virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K936253; K940471,,,611,2,K936253; K940471,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936253,catalog_v1
M0341,病毒,Coxsackie B5 virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K940471; K940472,,,619,2,K940471; K940472,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K940471,catalog_v1
M0342,病毒,Coxsackie B6 Virus,分析物／抗原／病原体标签,2,0,0,已关联历史获准记录（目录／数据库级）,K936254; K940471,,,612,2,K936254; K940471,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K936254,catalog_v1
M0343,临床生化,Creatine kinase (CK),分析物／抗原／病原体标签,97,0,0,已关联历史获准记录（目录／数据库级）,K003721; K010061; K010562,,,160,415,CDC000016; CDC000023; CDC000030; CDC000035; CDC000055,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K003721,catalog_v1
M0344,临床生化,Creatine kinase BB fraction (CKBB),分析物／抗原／病原体标签,0,0,0,仅CLIA记录：三路径待核实,,,,744,3,CDC000047; CDC000091; CDC000145,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
M0345,临床生化,Creatine kinase isoenzymes (CK isoenzymes),分析物／抗原／病原体标签,8,0,0,已关联历史获准记录（目录／数据库级）,K013912; K022757; K051087,,,390,28,CDC000123; CDC000425; CR140544; CR150470; K013912,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K013912,catalog_v1
M0346,临床生化,Creatine kinase MB fraction (CKMB),分析物／抗原／病原体标签,102,0,0,已关联历史获准记录（目录／数据库级）,K000716; K003158; K004002,,,162,374,CDC000030; CDC000035; CDC000055; CDC000071; CDC000091,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000716,catalog_v1
M0347,临床生化,Creatine kinase MM fraction (CKMM),分析物／抗原／病原体标签,0,1,0,已关联历史获准记录（目录／数据库级）,,DEN180056,,730,4,CDC000145; CDC000425; CR180695,路线为空表示本次未建立直接关联，不表示没有获准产品。 De Novo依据见目录映射表；未回填panel内部成员。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/denovo.cfm?ID=DEN180056,catalog_v1
M0348,临床生化,Creatinine,分析物／抗原／病原体标签,145,0,0,已关联历史获准记录（目录／数据库级）,K000055; K001310; K001387,,,1026; 159,576,CDC000016; CDC000023; CDC000030; CDC000032; CDC000035,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K000055,catalog_v1
M0349,免疫与自身免疫,Cryptococcus antibodies,抗体／免疫反应性,2,0,0,已关联历史获准记录（目录／数据库级）,K102286; K112422,,,794,3,CDC000138; K102286; K112422,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K102286,catalog_v1
M0350,寄生虫,Cryptosporidium,分析物／抗原／病原体标签,13,0,0,已关联历史获准记录（目录／数据库级）,K031834; K031965; K051929,,,446,25,CDC000347; CDC000351; CDC000352; CDC000353; CR170062,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?ID=K031834,catalog_v1
M0351,病理与分子肿瘤,ctDNA molecular residue disease,遗传／核酸／分型,0,0,0,仅CLIA记录：三路径待核实,,,,1291,1,CR260051,路线为空表示本次未建立直接关联，不表示没有获准产品。,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfClia/Search.cfm,catalog_v1
