pma_no,product_name,generic_name,product_code,classification_def,decision_date,decision_code,n_records,status_note,approval_order_excerpt,fda_link
P880032,BIO-RAD CYCLOSPORINE BY HPLC TEST,HIGH PERFORMANCE LIQUID CHROMATOGRAPHY FOR CYCLOSPORINE,MGS,,1989-07-24,APRL,3,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880032
P880040,CELLFREE INTERLEUKIN-2RECEPTOR ASSAY KIT,"ASSAY, INTERLEUKIN",MAN,,1989-10-06,APWD,2,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880040
P880045,OSI TRANSPROBE-1,"DNA-probe, human chromosome",MAO,,1989-10-03,APWD,1,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P880045
P890014,HA-IGMK AND ETI-HA-IGMK,Hepatitis a test (antibody and igm antibody),LOL,,1990-07-24,APRL,8,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890014
P890019,AB -HAVK,Hepatitis a test (antibody and igm antibody),LOL,,1990-07-13,APRL,8,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890019
P890025,TD CYCLOSPORINE AND METABOLITES SERUM ASSAY,Fluorescence polarization immunoassay for cyclosporine,MGU,,1989-12-14,APRL,14,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890025
P890064,VIRATYPE HUMAN PAPILLOMAVIRUS DNA TYPING KIT,"KIT, DNA DETECTION, HUMAN PAPILLOMAVIRUS",MAQ,,1991-03-11,APPR,38,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890064
P890065,CYCLO-TRAC SP WHOLE BLOOD & SERUM/PLASMA ASSAYS,RADIOIMMUNOASSAY FOR CYCLOSPORINE,MGV,,1990-09-28,APRL,2,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P890065
P900013,ABBOTT PGR-EIA MONOCLONAL,"KIT, ASSAY, PROGESTERONE RECEPTOR",LPI,,1990-09-06,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P900013
P900025,FLUORO-CEP (R) PROGESTERONE,"KIT, ASSAY, PROGESTERONE RECEPTOR",LPI,,1990-09-26,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P900025
P900042,AWARE TEST SYSTEM,"TEST SYSTEM, FOR DRUGS OF ABUSE",MGX,,1994-01-18,APPR,1,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P900042
P910007,AXSYM TOTAL PSA & ARCHITECT TOTAL PSA,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,1991-09-25,APPR,68,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P910007
P910065,AIA-PACK PSA,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,1993-07-07,APPR,10,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P910065
P920006,IMMUNOCYTOCHEMICAL ASSAY TO DETECT PROGESTERONE,"KIT, ASSAY, PROGESTERONE RECEPTOR",LPI,,1995-09-26,APWD,1,存在原始PMA撤回记录,APPROVAL FOR THE ABBOTT PGR-ICA MONOCLONAL,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P920006
P920021,OPUS(R) CEA TEST SYSTEM,"SYSTEM, TEST, CARCINOEMBRYONIC ANTIGEN",DHX,,1996-02-23,APPR,1,历史记录；未核实当前销售状态,APPROVAL TO ADD THE CEA TEST SYSTEM TO THE OPUS PLUS AND OPUS MAGNUM ANALYZERS. THE SAME TEST SYSTEM IS USED ON ALL THREE INSTRUMENTS,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P920021
P920030,CIBA CORNING ACS PSA IMMUNOASSAY,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,LTJ,,1998-12-08,APWD,3,存在原始PMA撤回记录,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P920030
P920031,EMIT 2000 CYCLOSPORINE SPECIFIC ASSAY,CYCLOSPORINE,MKW,,1996-10-02,APRL,4,历史记录；未核实当前销售状态,"APPROVAL FOR THE EMIT(R) 2000 CYCLOSPORINE SPECIFIC ASSAY.  THE DEVICE IS INDICATED FOR IN VITRO DIAGNOSTIC USE ON THE ROCHE DIAGNOSTICS SYSTEMS COBAS MIRA, COBAS MIRA S, AND COBAS MIRA PLUS CHEMISTRY SYSTEMS FOR THE QUANTITATIVE ANALYSIS OF CYCLOSPORINE (CSA) IN HUMAN WHOLE BLOOD AS AN AID IN THE MANAGEMENT OF CYCLOSPORINE THERAPY IN KIDNEY, HEART, AND LIVER TRANSPLANT PATIENTS.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P920031
P920048,FETAL FIBRONECTIN ENZYME IMMUNOASSAY KIT (EIK),"ENZYME IMMUNOASSAY, FETAL FIBRONECTIN",LKV,,1995-09-21,APPR,27,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P920048
P930027,IMMULITE SYSTEMS PSA & THIRD GENERATION PSA REAGENTS,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",MTF,,1995-09-15,APPR,34,历史记录；未核实当前销售状态,APPROVAL FOR THE COAT-A-COUNT PSA IRMA,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P930027
P930036,ADVIA CENTAUR AFP REAGENTS AND CALIBRATORS,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1995-09-29,APPR,26,历史记录；未核实当前销售状态,APPROVAL FOR THE CIBA CORNING ACS AFP IMMUNOASSAY,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P930036
P940004,ONCOR(R) AMPLITECT(TM) HER/NEU(ERBB2)GENE AMPLIFI,"System, Test, Her-2/Neu, Nucleic Acid Or Serum",MVD,,1997-12-30,APWD,2,存在原始PMA撤回记录,"Approval for the Oncor(R) Inform(TM) HER-2/neu Gene Detection System.  The Oncor(R) INFORM(TM) HER-2/neu Gene Detection System is a fluorescence in situ hybridization (FISH) DNA probe assay that determines the qualitative presence of HER-2/neu gene amplification on formalin-fixed, paraffin-embedded human breast tissue as an aid to stratify breast cancer patients according to risk for recurrence or disease-related death.  It is indicated for use as an adjunct to existing clinical and pathologic information currently used as prognostic indicators in the risk stratification of breast cancer in patients who have had a priary, invasive, localized breast carcinoma and who are lymph node-negative.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940004
P940029,PAPNET (R) TESTING SYSTEM,"READER, CERVICAL CYTOLOGY SLIDE, AUTOMATED",MNM,,1995-11-08,APWD,4,存在原始PMA撤回记录,APPROVAL FOR THE PAPNET TESTING SYSTEM,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940029
P940034,GEN-PROBE(R) AMPLIFIED MYCOBACTERIUM TUBERCULOSIS DIRECT TEST (MTD TEST),"System, nucleic acid amplification, mycobacterium tuberculosis complex",MWA,intended to detect Mycobacterium tuberculosis complex nucleic acids extracted from human respiratory specimens. These devices are non-multiplexed and  intended to be used as an aid in the diagnosis of pulmonary tuberculosis when used in conjunction with clinical and other laboratory findings.,1995-12-15,APRL,19,历史记录；未核实当前销售状态,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940034
P940035,NMP22 BladderChek Test,"System, test, tumor marker, for detection of bladder cancer",NAH,,1996-07-02,APPR,18,历史记录；未核实当前销售状态,APPROVAL FOR THE MATRITECH NMP22 TEST KIT. THE MATRITECH NMP22 TEST KIT IS AN ENZYME IMMUNOASSAY (EIA) FOR THE IN VITRO QUANTITATIVE DETERMINATION OF NUCLEAR MATRIX PROTEIN NMP22 IN STABILIZED VOIDED URINE.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940035
P940036,BARTELS CHEMORESPONSE ASSAY,"Test, anti-tumor cell susceptibility",MHR,,1996-08-01,APPR,1,历史记录；未核实当前销售状态,APPROVAL FOR THE BARTELS CHEMORESPONSE ASSAY,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940036
P940040,AMPLICOR (TM) MYCOBACTERIUM TUBERCULOSIS TEST,"System, nucleic acid amplification, mycobacterium tuberculosis complex",MWA,intended to detect Mycobacterium tuberculosis complex nucleic acids extracted from human respiratory specimens. These devices are non-multiplexed and  intended to be used as an aid in the diagnosis of pulmonary tuberculosis when used in conjunction with clinical and other laboratory findings.,1996-11-26,APWD,10,存在原始PMA撤回记录,"APPROVAL FOR THE AMPLICOR(R) MYCOBACTERIUM TUBERCULOSIS(MTB) TEST. THE DEVICE IS A TARGET AMPLIFIED IN VITRO DIAGNOSTIC TEST FOR THE QUALITATIVE DETECTION OF M.TUBERCULOSIS COMPLEX DNA IN CONCENTRATED SEDIMENTS PREPARED FROM SPUTUM (INDUCED OR EXPECTORATED), BRONCHIAL SPECIMENS INCLUDING BRONCHOALVEOLAR LAVAGES OR ASPIRATES, OR TRACHEAL ASPIRATES.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P940040
P950009,AUTOPAP(R) 300 QC AUTOMATIC PAP SCREENER/QC SYSTEM,"READER, CERVICAL CYTOLOGY SLIDE, AUTOMATED",MNM,,1995-09-29,APPR,25,历史记录；未核实当前销售状态,APPROVAL FOR THE AUTOPAP 300 QC SYSTEM,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P950009
P950011,TRUQUANT(R) BR(TM) RIA,"ANTIGEN, CANCER 549",MJB,,1996-03-29,APPR,1,历史记录；未核实当前销售状态,APPROVAL FOR AN IN VITRO DIAGNOSITC DEVICE (BIOMIRA TRUQUANT BR RIA),https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P950011
P950021,ADVIA CENTAUR & ADVIA CENTAUR CP PSA IMMUNOASSAY,"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",MTG,,1995-12-22,APPR,30,历史记录；未核实当前销售状态,APPROVAL FOR THE TECHNICON IMMUNO 1 PSA ASSAY - THIS DEVICE IS AN IN VITRO DIAGNOSTIC DEVICE,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P950021
P950039,"THINPREP(R) PROCESSOR, MODEL TP 2000","Processor, cervical cytology slide, automated",MKQ,It is a system that is used to collect and prepare cervical cytology specimens for Pap stain-based screening for cervical cancer.  The specimens are collected and rinsed into a liquid preservative fluid from which they are then automatically filtered and deposited in a thin-layer on a glass microscope slide.  They are stained and screened by a cytotechnologist and cytopathologist.,1996-05-20,APPR,37,历史记录；未核实当前销售状态,APPROVAL FOR THE THINPREP 2000 SYSTEM,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P950039
P950040,DR. BROWN'S HOME DRUG TESTING KIT,"Enzyme immunoassay, cannabinoids",LDJ,,1997-01-21,APPR,4,历史记录；未核实当前销售状态,"APPROVAL FOR DR. BROWN'S HOME DRUG TESTING SYSTEM. DR. BROWN'S HOME DRUG TESTING SYSTEM IS AN OVER-THE-COUNTER COLLECTION AND TRANSPORT SYSTEM INTENDED FOR USE BY INDIVIDUALS WISHING TO ANONYMOUSLY TEST URINE SAMPLES FOR DRUGS OF ABUSE (MARIJUANA, COCAINE, AMPHETAMINE, METHAMPHETAMINE, PHYENCYCLIDINE (PCP), CODEINE, AND MORPHINE).",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P950040
P960031,PERIOGARD PERIODONTAL TISSUE MONITOR,,,,1997-06-23,APWD,2,存在原始PMA撤回记录,"APPROVAL FOR THE PERIOGARD PERIODONTAL TISSUE MONITOR (PTM).  THIS DEVICE IS INDICATED FOR USE AS A RAPID, CHAIR-SIDE, VISUAL TEST FOR THE QUALITATIVE DETERMINATION OF ASPARTATE AMINOTRANSFERASE (AST) IN GINGIVAL CREVICULAR FLUID.  THE PTM KIT DETECTS ELEVATED LEVELS OF AST ASSOCAITED WITH TISSUE NECROSIS.  IT IS INTENDED TO BE USED AS AN OBJECTIVE, BIOCHEMICAL ADJUNCT TO TRADITIONAL METHODS OF MONITORING PATIENTS TO ASSIST IN THE DECISION TO APPLY TREATMENT AND IN THE EVALUATION OF TREATMENT EFFECTIVENESS.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P960031
P970007,IMX TACROLIMUS II ASSAY,"ENZYME IMMUNOASSAY, TRACROLIMUS",MLM,,1997-08-26,APRL,5,历史记录；未核实当前销售状态,Approval for the IMx(R) Tacrolimus II Assay.  This device is indicated for use as an in-vitro reagent sytemf or the quantitative determination of tacrolimus and some metabolites in human whole blood as an aid in the management of liver allograft patients receiving tacrolimus therapy.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970007
P970018,BD PREPSTAIN SYSTEM,"Processor, cervical cytology slide, automated",MKQ,It is a system that is used to collect and prepare cervical cytology specimens for Pap stain-based screening for cervical cancer.  The specimens are collected and rinsed into a liquid preservative fluid from which they are then automatically filtered and deposited in a thin-layer on a glass microscope slide.  They are stained and screened by a cytotechnologist and cytopathologist.,1999-06-17,APPR,37,历史记录；未核实当前销售状态,"This device is indicated as a liquid-based, thin-layer cell preparation process.  The system produces slides that are intended as replacements for conventional gynecologic Pap smears.  AutoCyte PREP slides are intended for use in the screening and detection of cervical cancer, precancerous lesions, atypical cells and all other cytologic categories as defined by The Bethesda System for Reporting Cervical/Vaginal Cytologic Diagnoses.",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970018
P970025,PRO-TRAC II TACROLIMUS ELISA KIT,"ENZYME IMMUNOASSAY, TRACROLIMUS",MLM,,1999-04-27,APRL,1,历史记录；未核实当前销售状态,Approval for PRO-Trac(TM) II Tacrolimus ELISA Kit.  This device is indicated for the quantitative determination of tacrolimus ELISA Kit.  This device indicated for the quantitative determination of tacrolimus (Prograf(R) FK506) and some metabolites in EDTA or heparinized human whole blood as an aid in the management of liver transplant patients receiving tacrolimus therapy.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970025
P970027,ABBOTT AXSYM ANTIBODY TO HCV,"Assay, enzyme linked immunosorbent, hepatitis c virus",MZO,,2004-02-05,APWD,19,存在原始PMA撤回记录,"APPROVAL FOR THE ABBOTT AXSYM ANTIBODY TO HCV.  THE DEVICE IS INDICATED FOR THE QUALITATIVE DETECTION OF ANTI-HCV RECOMBINANT PROTEINS IN HUMAN SERUM OR PLASMA (POTASSIUM EDTA, SODIUM EDTA, SODIUM HEPARIN, LITHIUM HEPARIN, SODIUM CITRATE, AND POTASSIUM OXALATE).",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970027
P970032,SALEST TM SYSTEM,salivary estriol test,PEJ,To detect and measure salivary estriol in pregnant women.,1998-04-29,APWD,2,存在原始PMA撤回记录,Approval for the SalEst(TM).  This device is intended to detect and measure by enzyme-linked immunoabsorbant assay (ELISA) technology the level of salivary estriol in pregnant women.  The device is indicated for use as an aid in identifying risk of spontaneous preterm labor and delivery in singleton pregnancies.  The device can be used every 1 to 2 weeks from gestational ages 22 to 36 weeks.  The test should be used as a component of the clinician's assessment of risk for preterm labor and delivery.,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970032
P970037,AUTODELFIA HAFP TEST KIT,"KIT, TEST, ALPHA-FETOPROTEIN FOR NEURAL TUBE DEFECTS",LOK,,1998-03-31,APPR,13,历史记录；未核实当前销售状态,"The device is intended for the quantitative determination of human alpha-fetoprotein (AFP) in maternal serum and amniotic fluid obtained between the 15th and 21st weeks of gestation.  The assay is to be peformed on the 1235 AutoDELFIA(TM) automatic immunoassay system, and is intended for use only in conjunction with other diagnostic tools such as ultrasound and amniography as an aid in the detection of Open Neural Tube Defects (ONTDs).",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970037
P970038,TANDEM-R FREE PSA IMMUNORADIOMETRIC ASSAY/TANDEM-MP FREE PSA IMMUNOENZYMETRIC ASSAY,"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",MTG,,1998-03-10,APPR,43,历史记录；未核实当前销售状态,"Approval for the Tandem(R)-R free PSA assay and Tandem(R)-MP free PSA assay.  The Tandem(R)-R free PSA Immunoradiometric Assay is an In Vitro device for the quantitative measurement of free prostate specific antigen (free PSA) in human serum.  The Tandem(R)-MP free PSA Immunoenzymetric Assay is an In Vitro device for the quantitative measurement of free prostate specific antigen (free PSA) in human serum.  Hybritech's Tandem free PSA assays are intened to beused with Tandem (total) PSa to calculate the ration of fee PSA to total PSA expressed as a percentage (percent free PSA).  Percent free PSA as measured by Hybritech's Tandem assays is indicated for use as an aid in distinguishing prostate cancer from benign prostatic condtions, when used in conjuction with Tandem (total) PSA for prostate cancer detection in men aged 50 years and older with total PSA between 4 and 10 ng/ml and digital rectal examination finding that are not suspicious for cancer.  Prostatic biopsy is required for di〔节选〕",https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpma/pma.cfm?id=P970038
