gene,uniprot,protein_name,ensembl_gene,surface_evidence,cspa_confirmed,topology,topology_class,n_tm,ecd_length,max_ecd_segment,cyto_length,has_signal_peptide,accessible_sites,almen_class,uniprot_subcellular,ml_score
CD69,Q07108,Early activation antigen CD69,ENSG00000110848,machine_learning,False,CY:1-38;TM:39-63;NC:64-199,type II,1,136,136,38,False,8.0,Receptors,Membrane (Single-pass type II membrane protein),0.7804
CD7,P09564,T-cell antigen CD7,ENSG00000173762,machine_learning,True,SP:1-25;NC:26-178;TM:179-201;CY:202-240,type I,1,153,153,39,True,5.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8922
CD70,P32970,CD70 antigen,ENSG00000125726,machine_learning,False,CY:1-20;TM:21-42;NC:43-193,type II,1,151,151,20,False,7.0,Unclassified,Membrane (Single-pass type II membrane protein),0.6028
CD74,P04233,HLA class II histocompatibility antigen gamma chain,ENSG00000019582,machine_learning,True,CY:1-48;TM:49-72;NC:73-296,type II,1,224,224,48,False,10.0,Unclassified,"Cell membrane (Single-pass type II membrane protein);Endoplasmic reticulum membrane;Endosome;Golgi apparatus, trans-Golgi network;Lysosome",0.6108
CD79A,P11912,B-cell antigen receptor complex-associated protein alpha chain,ENSG00000105369,experimental,True,SP:1-32;NC:33-143;TM:144-165;CY:166-226,type I,1,111,111,61,True,9.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9082
CD79B,P40259,B-cell antigen receptor complex-associated protein beta chain,ENSG00000007312,experimental,True,SP:1-28;NC:29-160;TM:161-181;CY:182-229,type I,1,132,132,48,True,8.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.8086
CD80,P33681,T-lymphocyte activation antigen CD80,ENSG00000121594,machine_learning,True,SP:1-34;NC:35-245;TM:246-268;CY:269-288,type I,1,211,211,20,True,8.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8204
CD82,P27701,CD82 antigen,ENSG00000085117,machine_learning,False,CY:1-11;TM:12-36;NC:37-55;TM:56-75;CY:76-84;TM:85-108;NC:109-228;TM:229-253;CY:254-267,multi-pass (4 TM),4,139,120,34,False,11.0,Miscellaneous,Membrane (Multi-pass membrane protein),0.8862
CD83,Q01151,CD83 antigen,ENSG00000112149,machine_learning,True,SP:1-19;NC:20-144;TM:145-164;CY:165-205,type I,1,125,125,41,True,7.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8084
CD84,Q9UIB8,SLAM family member 5,ENSG00000066294,experimental,True,SP:1-21;NC:22-225;TM:226-248;CY:249-345,type I,1,204,204,97,True,7.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9172
CD86,P42081,T-lymphocyte activation antigen CD86,ENSG00000114013,experimental,True,SP:1-25;NC:26-245;TM:246-268;CY:269-329,type I,1,220,220,61,True,6.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9326
CD8A,P01732,T-cell surface glycoprotein CD8 alpha chain,ENSG00000153563,experimental,False,SP:1-21;NC:22-182;TM:183-206;CY:207-235,type I,1,161,161,29,True,3.0,Unclassified,Cell membrane (Single-pass type I membrane protein);Secreted,0.615
CD8B,P10966,T-cell surface glycoprotein CD8 beta chain,ENSG00000172116,machine_learning,False,SP:1-23;NC:24-170;TM:171-195;CY:196-210,type I,1,147,147,15,True,1.0,Unclassified,Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Secreted,0.8004
CD8BP,A6NJW9,Putative T-cell surface glycoprotein CD8 beta-2 chain,,machine_learning,False,SP:1-23;NC:24-173;TM:174-196;CY:197-211,type I,1,150,150,15,True,3.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.6467
CD9,P21926,CD9 antigen,ENSG00000010278,experimental,False,CY:1-11;TM:12-35;NC:36-54;TM:55-78;CY:79-88;TM:89-111;NC:112-194;TM:195-220;CY:221-228,multi-pass (4 TM),4,102,83,29,False,2.0,Miscellaneous,Cell membrane (Multi-pass membrane protein);Membrane (Multi-pass membrane protein),0.7385
CD93,Q9NPY3,Complement component C1q receptor,ENSG00000125810,machine_learning,False,SP:1-23;NC:24-581;TM:582-606;CY:607-652,type I,1,558,558,46,True,11.0,Unclassified,Membrane (Single-pass type I membrane protein),0.7305
CD96,P40200,T-cell surface protein tactile,ENSG00000153283,machine_learning,True,SP:1-21;NC:22-519;TM:520-540;CY:541-585,type I,1,498,498,45,True,30.0,Unclassified,Membrane (Single-pass type I membrane protein),0.8303
CD97,P48960,CD97 antigen,ENSG00000123146,experimental,True,SP:1-20;NC:21-549;TM:550-572;CY:573-582;TM:583-601;NC:602-617;TM:618-642;CY:643-653;TM:654-674;NC:675-693;TM:694-716;CY:717-736;TM:737-760;NC:761-765;TM:766-789;CY:790-835,multi-pass (7 TM),7,569,529,87,True,17.0,Receptors,"Cell membrane (Multi-pass membrane protein);Secreted, extracellular space",0.9947
CDCP1,Q9H5V8,CUB domain-containing protein 1,ENSG00000163814,experimental,True,SP:1-29;NC:30-666;TM:667-691;CY:692-836,type I,1,637,637,145,True,25.0,Unclassified,Cell membrane (Single-pass membrane protein);Secreted,0.9845
CDH1,P12830,Cadherin-1,ENSG00000039068,experimental,True,SP:1-19;NC:20-707;TM:708-731;CY:732-882,type I,1,688,688,151,True,14.0,Miscellaneous,"Cell junction;Cell membrane (Single-pass type I membrane protein);Endosome;Golgi apparatus, trans-Golgi network",0.9433
CDH10,Q9Y6N8,Cadherin-10,ENSG00000040731,experimental,True,SP:1-22;NC:23-611;TM:612-634;CY:635-788,type I,1,589,589,154,True,16.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9681
CDH11,P55287,Cadherin-11,ENSG00000140937,experimental,True,SP:1-22;NC:23-617;TM:618-639;CY:640-796,type I,1,595,595,157,True,17.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9149
CDH12,P55289,Cadherin-12,ENSG00000154162,machine_learning,False,SP:1-25;NC:26-614;TM:615-637;CY:638-794,type I,1,589,589,157,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9661
CDH13,P55290,Cadherin-13,ENSG00000140945,experimental,True,SP:1-22;NC:23-713,no TM (GPI/peripheral),0,691,691,0,True,16.0,Miscellaneous,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7325
CDH15,P55291,Cadherin-15,ENSG00000129910,experimental,True,SP:1-19;NC:20-603;TM:604-626;CY:627-814,type I,1,584,584,188,True,14.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9255
CDH16,O75309,Cadherin-16,ENSG00000166589,machine_learning,False,SP:1-18;NC:19-784;TM:785-806;CY:807-829,type I,1,766,766,23,True,22.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.7784
CDH17,Q12864,Cadherin-17,ENSG00000079112,experimental,True,SP:1-22;NC:23-784;TM:785-808;CY:809-832,type I,1,762,762,24,True,28.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9144
CDH18,Q13634,Cadherin-18,ENSG00000145526,experimental,False,SP:1-24;NC:25-613;TM:614-636;CY:637-790,type I,1,589,589,154,True,20.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9321
CDH19,Q9H159,Cadherin-19,ENSG00000071991,experimental,True,SP:1-21;NC:22-596;TM:597-618;CY:619-772,type I,1,575,575,154,True,17.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9251
CDH2,P19022,Cadherin-2,ENSG00000170558,experimental,True,SP:1-25;NC:26-722;TM:723-746;CY:747-906,type I,1,697,697,160,True,16.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9898
CDH20,Q9HBT6,Cadherin-20,ENSG00000101542,experimental,False,SP:1-34;NC:35-619;TM:620-640;CY:641-801,type I,1,585,585,161,True,17.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8632
CDH22,Q9UJ99,Cadherin-22,ENSG00000149654,machine_learning,False,SP:1-38;NC:39-625;TM:626-647;CY:648-828,type I,1,587,587,181,True,13.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8962
CDH23,Q9H251,Cadherin-23,ENSG00000107736,machine_learning,False,SP:1-23;NC:24-3064;TM:3065-3090;CY:3091-3354,type I,1,3041,3041,264,True,77.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8922
CDH24,Q86UP0,Cadherin-24,ENSG00000139880,machine_learning,False,SP:1-22;NC:23-639;TM:640-662;CY:663-819,type I,1,617,617,157,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8842
CDH26,Q8IXH8,Cadherin-like protein 26,ENSG00000124215,machine_learning,False,SP:1-29;NC:30-615;TM:616-636;CY:637-852,type I,1,586,586,216,True,11.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8862
CDH3,P22223,Cadherin-3,ENSG00000062038,experimental,True,SP:1-24;NC:25-654;TM:655-677;CY:678-829,type I,1,630,630,152,True,17.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9641
CDH4,P55283,Cadherin-4,ENSG00000179242,experimental,True,SP:1-19;NC:20-733;TM:734-756;CY:757-916,type I,1,714,714,160,True,19.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.986
CDH5,P33151,Cadherin-5,ENSG00000179776,experimental,True,SP:1-26;NC:27-597;TM:598-620;CY:621-784,type I,1,571,571,164,True,20.0,Miscellaneous,Cell junction;Cell membrane (Single-pass type I membrane protein),0.9471
CDH6,P55285,Cadherin-6,ENSG00000113361,experimental,True,SP:1-21;NC:22-614;TM:615-636;CY:637-790,type I,1,593,593,154,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.96
CDH7,Q9ULB5,Cadherin-7,ENSG00000081138,experimental,False,SP:1-27;NC:28-607;TM:608-628;CY:629-785,type I,1,580,580,157,True,17.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8603
CDH8,P55286,Cadherin-8,ENSG00000150394,experimental,True,SP:1-29;NC:30-620;TM:621-644;CY:645-799,type I,1,591,591,155,True,16.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9665
CDH9,Q9ULB4,Cadherin-9,ENSG00000113100,experimental,True,SP:1-21;NC:22-614;TM:615-636;CY:637-789,type I,1,593,593,153,True,18.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.8982
CDHR1,Q96JP9,Cadherin-related family member 1,ENSG00000148600,machine_learning,False,SP:1-19;NC:20-701;TM:702-725;CY:726-859,type I,1,682,682,134,True,20.0,Miscellaneous,Cell membrane (Single-pass membrane protein),0.8543
CDHR2,Q9BYE9,Cadherin-related family member 2,ENSG00000074276,machine_learning,False,SP:1-19;NC:20-1151;TM:1152-1177;CY:1178-1310,type I,1,1132,1132,133,True,39.0,Miscellaneous,Apical cell membrane (Single-pass type I membrane protein);Cell junction,0.9661
CDHR3,Q6ZTQ4,Cadherin-related family member 3,ENSG00000128536,machine_learning,False,SP:1-19;NC:20-709;TM:710-735;CY:736-885,type I,1,690,690,150,True,23.0,Unclassified,Cell membrane (Single-pass type I membrane protein),0.9062
CDHR4,A6H8M9,Cadherin-related family member 4,ENSG00000187492,machine_learning,False,SP:1-16;NC:17-686;TM:687-707;CY:708-788,type I,1,670,670,81,True,14.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.7844
CDHR5,Q9HBB8,Cadherin-related family member 5,,machine_learning,False,SP:1-27;NC:28-667;TM:668-690;CY:691-845,type I,1,640,640,155,True,14.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein),0.9621
CDON,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,ENSG00000064309,experimental,True,SP:1-25;NC:26-963;TM:964-989;CY:990-1287,type I,1,938,938,298,True,37.0,Receptors,Cell membrane (Single-pass membrane protein),0.8807
CEACAM1,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,ENSG00000079385,experimental,True,SP:1-34;NC:35-428;TM:429-454;CY:455-526,type I,1,394,394,72,True,13.0,Miscellaneous,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Secreted;Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein),0.9804
CEACAM19,Q7Z692,Carcinoembryonic antigen-related cell adhesion molecule 19,ENSG00000186567,machine_learning,False,SP:1-32;NC:33-156;TM:157-182;CY:183-300,type I,1,124,124,118,True,7.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.8164
CEACAM20,Q6UY09,Carcinoembryonic antigen-related cell adhesion molecule 20,,machine_learning,False,SP:1-30;NC:31-446;TM:447-470;CY:471-585,type I,1,416,416,115,True,21.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.8862
CEACAM21,Q3KPI0,Carcinoembryonic antigen-related cell adhesion molecule 21,ENSG00000007129;ENSG00000278565,machine_learning,False,SP:1-36;NC:37-238;TM:239-261;CY:262-293,type I,1,202,202,32,True,10.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.9301
CEACAM3,P40198,Carcinoembryonic antigen-related cell adhesion molecule 3,ENSG00000170956,machine_learning,False,SP:1-34;NC:35-151;TM:152-176;CY:177-252,type I,1,117,117,76,True,3.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.8443
CEACAM4,O75871,Carcinoembryonic antigen-related cell adhesion molecule 4,ENSG00000105352;ENSG00000274131,machine_learning,False,SP:1-36;NC:37-151;TM:152-176;CY:177-244,type I,1,115,115,68,True,6.0,Miscellaneous,Membrane (Single-pass type I membrane protein),0.9261
CEACAM5,P06731,Carcinoembryonic antigen-related cell adhesion molecule 5,ENSG00000105388,experimental,False,SP:1-34;NC:35-702,no TM (GPI/peripheral),0,668,668,0,True,26.0,Miscellaneous,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7745
CEACAM6,P40199,Carcinoembryonic antigen-related cell adhesion molecule 6,ENSG00000086548,experimental,True,SP:1-34;NC:35-344,no TM (GPI/peripheral),0,310,310,0,True,10.0,Miscellaneous,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7665
CEACAM7,Q14002,Carcinoembryonic antigen-related cell adhesion molecule 7,ENSG00000007306,experimental,False,SP:1-36;NC:37-265,no TM (GPI/peripheral),0,229,229,0,True,15.0,Miscellaneous,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7565
CEACAM8,P31997,Carcinoembryonic antigen-related cell adhesion molecule 8,ENSG00000124469,experimental,False,SP:1-34;NC:35-349,no TM (GPI/peripheral),0,315,315,0,True,13.0,Miscellaneous,"Cell membrane (Lipid-anchor, GPI-anchor)",0.7764
CELSR1,Q9NYQ6,Cadherin EGF LAG seven-pass G-type receptor 1,ENSG00000075275,experimental,True,SP:1-25;NC:26-2469;TM:2470-2493;CY:2494-2504;TM:2505-2523;NC:2524-2528;TM:2529-2551;CY:2552-2571;TM:2572-2592;NC:2593-2611;TM:2612-2632;CY:2633-2652;TM:2653-2675;NC:2676-2681;TM:2682-2704;CY:2705-3014,multi-pass (7 TM),7,2474,2444,361,True,66.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9583
CELSR2,Q9HCU4,Cadherin EGF LAG seven-pass G-type receptor 2,ENSG00000143126,experimental,True,SP:1-31;NC:32-2379;TM:2380-2403;CY:2404-2414;TM:2415-2433;NC:2434-2440;TM:2441-2460;CY:2461-2480;TM:2481-2500;NC:2501-2519;TM:2520-2541;CY:2542-2561;TM:2562-2583;NC:2584-2588;TM:2589-2612;CY:2613-2923,multi-pass (7 TM),7,2379,2348,362,True,65.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9561
CELSR3,Q9NYQ7,Cadherin EGF LAG seven-pass G-type receptor 3,ENSG00000008300,experimental,True,SP:1-31;NC:32-2538;TM:2539-2562;CY:2563-2573;TM:2574-2593;NC:2594-2599;TM:2600-2622;CY:2623-2642;TM:2643-2663;NC:2664-2682;TM:2683-2705;CY:2706-2725;TM:2726-2745;NC:2746-2750;TM:2751-2774;CY:2775-3312,multi-pass (7 TM),7,2537,2507,589,True,61.0,Receptors,Cell membrane (Multi-pass membrane protein),0.9365
CFC1,P0CG37,Cryptic protein,ENSG00000136698,experimental,False,SP:1-25;NC:26-223,no TM (GPI/peripheral),0,198,198,0,True,3.0,Unclassified,"Cell membrane (Lipid-anchor, GPI-anchor);Secreted",0.6387
CHL1,O00533,Neural cell adhesion molecule L1-like protein,ENSG00000134121,experimental,True,SP:1-24;NC:25-1081;TM:1082-1103;CY:1104-1208,type I,1,1057,1057,105,True,40.0,Miscellaneous,"Cell membrane (Single-pass type I membrane protein);Secreted, extracellular space, extracellular matrix",0.9647
CHODL,Q9H9P2,Chondrolectin,ENSG00000154645,machine_learning,False,SP:1-21;NC:22-216;TM:217-242;CY:243-273,type I,1,195,195,31,True,10.0,Unclassified,Cytoplasm;Membrane (Single-pass type I membrane protein),0.7844
CHPT1,Q8WUD6,Cholinephosphotransferase 1,ENSG00000111666,machine_learning,False,CY:1-60;TM:61-82;NC:83-93;TM:94-111;CY:112-158;TM:159-179;NC:180-193;TM:194-215;CY:216-225;TM:226-246;NC:247-259;TM:260-282;CY:283-293;TM:294-314;NC:315-348;TM:349-371;CY:372-406,multi-pass (8 TM),8,72,34,163,False,1.0,Enzymes,Golgi apparatus membrane (Multi-pass membrane protein),0.7824
CHRM1,P11229,Muscarinic acetylcholine receptor M1,ENSG00000168539,experimental,False,NC:1-24;TM:25-50;CY:51-61;TM:62-83;NC:84-99;TM:100-121;CY:122-141;TM:142-167;NC:168-186;TM:187-210;CY:211-366;TM:367-390;NC:391-401;TM:402-421;CY:422-460,multi-pass (7 TM),7,70,24,226,False,4.0,Receptors,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.849
CHRM2,P08172,Muscarinic acetylcholine receptor M2,ENSG00000181072,experimental,False,NC:1-22;TM:23-48;CY:49-59;TM:60-83;NC:84-97;TM:98-119;CY:120-139;TM:140-165;NC:166-184;TM:185-209;CY:210-387;TM:388-409;NC:410-423;TM:424-443;CY:444-466,multi-pass (7 TM),7,69,22,232,False,2.0,Receptors,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9144
CHRM3,P20309,Muscarinic acetylcholine receptor M3,ENSG00000133019,experimental,False,NC:1-66;TM:67-93;CY:94-104;TM:105-131;NC:132-142;TM:143-164;CY:165-184;TM:185-210;NC:211-230;TM:231-253;CY:254-488;TM:489-509;NC:510-527;TM:528-547;CY:548-590,multi-pass (7 TM),7,115,66,309,False,2.0,Receptors,"Basolateral cell membrane (Multi-pass membrane protein);Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9222
CHRM4,P08173,Muscarinic acetylcholine receptor M4,ENSG00000180720,experimental,False,NC:1-31;TM:32-57;CY:58-68;TM:69-93;NC:94-106;TM:107-128;CY:129-148;TM:149-174;NC:175-193;TM:194-218;CY:219-397;TM:398-417;NC:418-436;TM:437-456;CY:457-479,multi-pass (7 TM),7,82,31,233,False,4.0,Receptors,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9681
CHRM5,P08912,Muscarinic acetylcholine receptor M5,ENSG00000184984,machine_learning,False,NC:1-29;TM:30-55;CY:56-66;TM:67-91;NC:92-104;TM:105-126;CY:127-146;TM:147-172;NC:173-191;TM:192-214;CY:215-443;TM:444-466;NC:467-478;TM:479-498;CY:499-532,multi-pass (7 TM),7,73,29,294,False,5.0,Receptors,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9102
CHRNA1,P02708,Acetylcholine receptor subunit alpha,ENSG00000138435,experimental,False,SP:1-20;NC:21-256;TM:257-280;CY:281-289;TM:290-310;NC:311-321;TM:322-342;CY:343-453;TM:454-476;NC:477-482,multi-pass (4 TM),4,253,236,120,True,14.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9337
CHRNA10,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,ENSG00000129749,machine_learning,False,SP:1-24;NC:25-235;TM:236-258;CY:259-267;TM:268-286;NC:287-300;TM:301-322;CY:323-428;TM:429-448;NC:449-450,multi-pass (4 TM),4,227,211,115,True,14.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.8283
CHRNA2,Q15822,Neuronal acetylcholine receptor subunit alpha-2,ENSG00000120903,machine_learning,False,SP:1-26;NC:27-265;TM:266-289;CY:290-296;TM:297-319;NC:320-330;TM:331-352;CY:353-502;TM:503-522;NC:523-529,multi-pass (4 TM),4,257,239,157,True,15.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.9421
CHRNA3,P32297,Neuronal acetylcholine receptor subunit alpha-3,ENSG00000080644,experimental,True,SP:1-31;NC:32-241;TM:242-265;CY:266-272;TM:273-295;NC:296-306;TM:307-328;CY:329-477;TM:478-498;NC:499-505,multi-pass (4 TM),4,228,210,156,True,18.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)",0.8361
CHRNA4,P43681,Neuronal acetylcholine receptor subunit alpha-4,ENSG00000101204,experimental,False,SP:1-28;NC:29-243;TM:244-267;CY:268-274;TM:275-297;NC:298-308;TM:309-330;CY:331-600;TM:601-620;NC:621-627,multi-pass (4 TM),4,233,215,277,True,18.0,Transporters,"Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Lipid-anchor);Cell membrane (Multi-pass membrane protein)",0.9781
