ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000105737,GRIK5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Presynaptic cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,4,SELURAMPANEL; TEZAMPANEL ANHYDROUS; TEZAMPANEL; TOPIRAMATE,PHASE_2
ENSG00000105767,CADM4,UniProt SigP or TMHMM,0.45,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Golgi apparatus membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol; HPA_additional:Nucleoplasm,False,0,,
ENSG00000105855,ITGB8,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,1,ABITUZUMAB,PHASE_2
ENSG00000106018,VIPR2,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Focal adhesion sites,False,0,,
ENSG00000106113,CRHR2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000106128,GHRHR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,3,TESAMORELIN ACETATE; TESAMORELIN; SERMORELIN ACETATE,APPROVAL
ENSG00000106278,PTPRZ1,UniProt loc high conf,0.7,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted; HPA_main:Cytosol; HPA_additional:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000106304,SPAM1,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000106404,CLDN15,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein",False,0,,
ENSG00000106537,TSPAN13,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000106688,SLC1A1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Synapse, synaptosome; uniprot:Early endosome membrane; uniprot:Late endosome membrane; uniprot:Recycling endosome membrane",False,0,,
ENSG00000106714,CNTNAP3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single- pass type I membrane protein; uniprot:Secreted,False,0,,
ENSG00000106771,TMEM245,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,0,,
ENSG00000106780,MEGF9,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_additional:Cytosol,False,0,,
ENSG00000106799,TGFBR1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, tight junction; uniprot:Cell surface; uniprot:Membrane raft; HPA_main:Plasma membrane; HPA_main:Primary cilium",False,2,GALUNISERTIB; VACTOSERTIB,PHASE_2_3
ENSG00000106868,SUSD1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000106952,TNFSF8,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type II membrane protein,False,0,,
ENSG00000106991,ENG,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,1,CAROTUXIMAB,PHASE_3
ENSG00000107518,ATRNL1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Mitochondria; HPA_main:Nucleoplasm,False,0,,
ENSG00000107593,PKD2L1,UniProt loc high conf,0.7,True,"uniprot:Cell projection, cilium membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle; HPA_main:Plasma membrane; HPA_additional:Actin filaments; HPA_additional:Cytosol",False,0,,
ENSG00000107731,UNC5B,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Membrane raft,False,0,,
ENSG00000107736,CDH23,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000107738,VSIR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000107779,BMPR1A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell surface; HPA_main:Cytosol,False,2,EPTOTERMIN ALFA; DIBOTERMIN ALFA,APPROVAL
ENSG00000108018,SORCS1,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_main:Plasma membrane,False,0,,
ENSG00000108219,TSPAN14,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000108375,RNF43,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane; Single-pass type I membrane protein; uniprot:Nucleus envelope,False,0,,
ENSG00000108405,P2RX1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Endoplasmic reticulum,False,0,,
ENSG00000108556,CHRNE,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane; Multi-pass membrane protein,False,21,PIPECURONIUM; ATRACURIUM BESYLATE; MIVACURIUM CHLORIDE; PANCURONIUM; SUXAMETHONIUM; TUBOCURARINE,UNKNOWN
ENSG00000108576,SLC6A4,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endomembrane system ; Multi-pass membrane protein; uniprot:Endosome membrane ; Multi- pass membrane protein; uniprot:Synapse; uniprot:Cell junction, focal adhesion; uniprot:Cell projection, neuron projection",False,67,VILAZODONE; DESVENLAFAXINE FUMARATE; METHAMPHETAMINE; NEFAZODONE; DESVENLAFAXINE SUCCINATE; FLUVOXAMINE MALEATE,PHASE_3
ENSG00000108582,CPD,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_additional:Nucleoli,False,0,,
ENSG00000108622,ICAM2,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell projection, microvillus; HPA_main:Plasma membrane; HPA_additional:Cytosol",False,0,,
ENSG00000108797,CNTNAP1,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Single-pass type I membrane protein; uniprot:Cell junction, paranodal septate junction; HPA_main:Nucleoplasm",False,0,,
ENSG00000108823,SGCA,GO CC high conf,0.65,True,"uniprot:Cell membrane, sarcolemma ; Single- pass type I membrane protein; uniprot:Cytoplasm, cytoskeleton",False,0,,
ENSG00000108846,ABCC3,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Basal body,False,0,,
ENSG00000108878,CACNG1,UniProt loc med conf,0.55,True,"uniprot:Cell membrane, sarcolemma ; Multi-pass membrane protein",False,10,GABAPENTIN ENACARBIL; PREGABALIN; PHLOROGLUCINOL; SULOCTIDIL; TERODILINE HYDROCHLORIDE; ATAGABALIN,PHASE_3
ENSG00000108947,EFNB3,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000109066,SLC38A12,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm; HPA_additional:Golgi apparatus,,0,,
ENSG00000109158,GABRA4,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane; Multi-pass membrane protein,False,73,METHAQUALONE HYDROCHLORIDE; ADIPIPLON; ZOPICLONE; DESFLURANE; BUTALBITAL; BREXANOLONE,PHASE_3
ENSG00000109163,GNRHR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,32,LINZAGOLIX CHOLINE; GONADORELIN; RELUGOLIX; HISTRELIN; ACYLINE; TRIPTORELIN PAMOATE,PHASE_3
ENSG00000109321,AREG,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass membrane protein; HPA_main:Mitochondria,False,0,,
ENSG00000109667,SLC2A9,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000109738,GLRB,UniProt loc high conf,0.7,True,"uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Synapse; uniprot:Cell projection, dendrite; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm",False,6,ENFLURANE; ISOFLURANE; METHOXYFLURANE; HALOTHANE; SEVOFLURANE; DESFLURANE,APPROVAL
ENSG00000109743,BST1,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000109927,TECTA,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor ; Extracellular side; uniprot:Secreted, extracellular space, extracellular matrix",False,0,,
ENSG00000109943,CRTAM,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000109991,P2RX3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,3,GEFAPIXANT CITRATE; CAMLIPIXANT; GEFAPIXANT,PHASE_3
ENSG00000110076,NRXN2,GO CC high conf,0.65,True,uniprot:Presynaptic cell membrane ; Single-pass type I membrane protein; uniprot:Presynaptic cell membrane ; Single- pass type I membrane protein,False,0,,
ENSG00000110077,MS4A6A,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000110148,CCKBR,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Vesicles; HPA_additional:Plasma membrane,False,4,NETAZEPIDE; CI-988; ITRIGLUMIDE; PROGLUMIDE,PHASE_2
ENSG00000110195,FOLR1,Advanced Clinical,0.9,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Apical cell membrane ; Lipid-anchor, GPI- anchor; uniprot:Basolateral cell membrane ; Lipid-anchor, GPI-like-anchor; uniprot:Secreted; uniprot:Cytoplasmic vesicle; uniprot:Cytoplasmic vesicle, clathrin-coated vesicle",False,4,VINTAFOLIDE; MIRVETUXIMAB; MIRVETUXIMAB SORAVTANSINE; FARLETUZUMAB,PHASE_3
ENSG00000110218,PANX1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000110324,IL10RA,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cytoplasm; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Primary cilium,False,1,PEGILODECAKIN,PHASE_3
ENSG00000110375,UPK2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000110400,NECTIN1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, adherens junction; uniprot:Presynaptic cell membrane ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted",False,0,,
ENSG00000110427,KIAA1549L,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass membrane protein; HPA_main:Nucleoplasm; HPA_additional:Vesicles,False,0,,
ENSG00000110436,SLC1A2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000110448,CD5,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,1,ZOLIMOMAB ARITOX,PHASE_2
ENSG00000110719,TCIRG1,GO CC high conf,0.65,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Mitochondria,False,0,,
ENSG00000110848,CD69,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein,False,0,,
ENSG00000110876,SELPLG,Advanced Clinical,0.9,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Vesicles,False,1,NEIHULIZUMAB,PHASE_2
ENSG00000110881,ASIC1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Postsynaptic cell membrane; uniprot:Cell projection, dendrite; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_main:Plasma membrane",False,0,,
ENSG00000110900,TSPAN11,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000111181,SLC6A12,GO CC high conf,0.65,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000111261,MANSC1,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Vesicles; HPA_additional:Golgi apparatus,False,0,,
ENSG00000111319,SCNN1A,UniProt loc high conf,0.7,True,"uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, cilium; uniprot:Cytoplasmic granule; uniprot:Cytoplasm; uniprot:Cytoplasmic vesicle, secretory vesicle, acrosome; uniprot:Cell projection, cilium, flagellum",False,5,TRIAMTERENE; COFIRASERSEN; AMILORIDE HYDROCHLORIDE; IDREVLORIDE; AMILORIDE,PHASE_2
ENSG00000111321,LTBR,Phase 1 Clinical,0.8,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Golgi apparatus,False,1,HCBE-11,PHASE_1
ENSG00000111339,ART4,GO CC high conf,0.65,True,"uniprot:Cell membrane; Lipid-anchor, GPI-anchor; HPA_main:Rods & Rings; HPA_extracellular_location:Predicted to be secreted",False,0,,
ENSG00000111371,SLC38A1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000111432,FZD10,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000111452,ADGRD1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nuclear speckles; HPA_additional:Nucleoplasm,False,0,,
ENSG00000111700,SLCO1B3,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000111796,KLRB1,GO CC high conf,0.65,False,uniprot:Membrane ; Single-pass type II membrane protein; HPA_main:Nucleoplasm; HPA_additional:Cytosol,False,0,,
ENSG00000111801,BTN3A3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane; HPA_additional:Cytosol; HPA_additional:Nuclear bodies; HPA_additional:Vesicles,False,0,,
ENSG00000111886,GABRR2,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000111981,ULBP1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; uniprot:Endoplasmic reticulum; HPA_main:Cytosol; HPA_main:Plasma membrane",False,0,,
ENSG00000112038,OPRM1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell projection, axon; uniprot:Perikaryon; uniprot:Cell projection, dendrite; uniprot:Endosome; uniprot:Cytoplasm",False,88,MEPERIDINE HYDROCHLORIDE; HYDROCODONE; NALOXONE HYDROCHLORIDE DIHYDRATE; NALOXEGOL; NALOXEGOL OXALATE; METHYLNALTREXONE,PHASE_3
ENSG00000112053,SLC26A8,GO CC high conf,0.65,False,uniprot:Membrane ; Multi- pass membrane protein; HPA_main:Annulus; HPA_additional:Acrosome,False,0,,
ENSG00000112139,MDGA1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Plasma membrane; HPA_additional:Golgi apparatus",False,0,,
ENSG00000112149,CD83,GO CC high conf,0.65,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Nucleoplasm; HPA_main:Plasma membrane; HPA_additional:Golgi apparatus; HPA_additional:Nucleoli,False,0,,
ENSG00000112164,GLP1R,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Nuclear bodies; HPA_main:Plasma membrane; HPA_additional:Centrosome; HPA_additional:Golgi apparatus,False,17,DANUGLIPRON; EXENATIDE; COTADUTIDE; LIRAGLUTIDE; PEGSEBRENATIDE; SEMAGLUTIDE,PHASE_3
ENSG00000112195,TREML2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000112218,GPR63,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,0,,
ENSG00000112276,POPDC1,UniProt loc high conf,0.7,True,"uniprot:Lateral cell membrane; uniprot:Cell junction, tight junction; uniprot:Membrane ; Multi-pass membrane protein; uniprot:Cell membrane, sarcolemma; uniprot:Membrane, caveola; HPA_main:Cell Junctions",False,0,,
ENSG00000112299,VNN1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI-anchor; HPA_main:Vesicles",False,0,,
ENSG00000112303,VNN2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000112414,ADGRG6,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000112494,UNC93A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000112499,SLC22A2,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000112619,PRPH2,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Multi- pass membrane protein; uniprot:Cell projection, cilium, photoreceptor outer segment; uniprot:Photoreceptor inner segment",False,0,,
ENSG00000112655,PTK7,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction; HPA_main:Cytosol; HPA_main:Plasma membrane; HPA_additional:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,0,,
ENSG00000112697,CDC50A,GO CC high conf,0.65,True,"uniprot:Membrane ; Multi-pass membrane protein; uniprot:Cell membrane; uniprot:Golgi apparatus; uniprot:Cytoplasmic vesicle, secretory vesicle membrane; uniprot:Apical cell membrane",,0,,
ENSG00000112759,SLC29A1,UniProt loc high conf,0.7,True,uniprot:Basolateral cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein,False,1,DIPYRIDAMOLE,APPROVAL
ENSG00000112763,BTN2A1,GO CC high conf,0.65,True,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000112818,MEP1A,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000112852,PCDHB2,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoplasm,False,0,,
ENSG00000112902,SEMA5A,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000112964,GHR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Cytoplasmic bodies; HPA_main:Cytosol; HPA_main:Plasma membrane,False,6,SOMATREM; PEGVISOMANT; SOMAPACITAN; LONAPEGSOMATROPIN; SOMATROGON; SOMATROPIN,APPROVAL
ENSG00000113070,HBEGF,Phase 1 Clinical,0.8,True,"uniprot:Secreted, extracellular space; uniprot:Cell membrane; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Vesicles; HPA_extracellular_location:Predicted to be secreted",False,1,KHK-2866,PHASE_1
ENSG00000113100,CDH9,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus,False,0,,
ENSG00000113205,PCDHB3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Vesicles,False,0,,
