ensembl_id,symbol,baseline_K562,baseline_RPE1,baseline_HepG2,baseline_Jurkat,response_sd_K562,response_sd_RPE1,response_sd_HepG2,response_sd_Jurkat,shared_response_fraction
ENSG00000116731,PRDM2,0.3885,0.1570,0.2334,0.3926,0.0557,0.0501,0.0690,0.0750,0.3414
ENSG00000116747,RO60,0.7344,0.5486,0.3913,0.5590,0.0672,0.0797,0.0724,0.0822,0.3407
ENSG00000116750,UCHL5,1.0782,0.5077,0.4689,0.7304,0.0962,0.1055,0.0857,0.0900,0.3174
ENSG00000116752,BCAS2,0.6216,0.5109,0.3729,0.7573,0.0676,0.0869,0.0701,0.0908,0.3533
ENSG00000116754,SRSF11,1.3349,1.0462,1.0106,1.4851,0.0645,0.0984,0.0993,0.0876,0.3754
ENSG00000116786,PLEKHM2,0.2285,0.3545,0.3555,0.2768,0.0476,0.0807,0.0740,0.0625,0.3392
ENSG00000116791,CRYZ,0.2419,0.1787,0.4579,0.2781,0.0442,0.0578,0.0817,0.0607,0.3136
ENSG00000116809,ZBTB17,0.0950,0.0803,0.1538,0.2196,0.0315,0.0382,0.0563,0.0573,0.3231
ENSG00000116815,CD58,0.1125,0.2123,0.0741,0.1419,0.0313,0.0655,0.0367,0.0470,0.2790
ENSG00000116830,TTF2,0.4994,0.2564,0.3145,0.6848,0.0628,0.0801,0.0819,0.0894,0.3511
ENSG00000116857,TMEM9,0.3280,0.3356,0.3971,0.1861,0.0535,0.0712,0.0692,0.0503,0.2939
ENSG00000116863,ADPRHL2,0.3535,0.3830,0.2632,0.2914,0.0563,0.0705,0.0629,0.0631,0.3170
ENSG00000116871,MAP7D1,0.5212,0.7275,0.1081,0.4107,0.0761,0.0877,0.0534,0.0723,0.3050
ENSG00000116874,WARS2,0.1331,0.0965,0.1504,0.1301,0.0337,0.0386,0.0466,0.0470,0.2855
ENSG00000116898,MRPS15,1.8113,0.8830,0.9876,1.0530,0.0868,0.0905,0.0857,0.0850,0.4275
ENSG00000116906,GNPAT,0.3616,0.2297,0.2906,0.3995,0.0481,0.0550,0.0607,0.0638,0.2896
ENSG00000116918,TSNAX,0.6483,0.4064,0.3716,0.5433,0.0791,0.0768,0.0707,0.0940,0.4011
ENSG00000116922,C1orf109,0.4712,0.1462,0.1292,0.2439,0.0757,0.0499,0.0462,0.0645,0.3366
ENSG00000116954,RRAGC,0.2101,0.2509,0.1199,0.2299,0.0531,0.0991,0.0581,0.0700,0.4208
ENSG00000116977,LGALS8,0.0821,0.2118,0.2779,0.1856,0.0343,0.0691,0.0707,0.0608,0.3421
ENSG00000116984,MTR,0.5413,0.3185,0.3183,0.5369,0.0685,0.0784,0.0689,0.0762,0.3497
ENSG00000117000,RLF,0.5189,0.2021,0.2112,0.2610,0.0724,0.0682,0.0618,0.0765,0.4289
ENSG00000117054,ACADM,0.7536,0.3336,0.4650,1.0533,0.0642,0.0711,0.0706,0.0997,0.2956
ENSG00000117118,SDHB,0.5483,0.6220,0.7239,0.8098,0.0747,0.0755,0.0799,0.0907,0.3925
ENSG00000117133,RPF1,0.4891,0.3086,0.2256,0.5686,0.0641,0.0645,0.0609,0.0844,0.3558
ENSG00000117139,KDM5B,0.7013,0.5332,0.3233,0.5294,0.0893,0.1308,0.0978,0.1225,0.4450
ENSG00000117143,UAP1,0.4107,0.8310,0.3587,0.3747,0.0561,0.1453,0.0676,0.0687,0.3108
ENSG00000117151,CTBS,0.1245,0.1939,0.1101,0.1560,0.0374,0.0776,0.0542,0.0563,0.3657
ENSG00000117155,SSX2IP,0.4744,0.3883,0.1512,0.2400,0.0643,0.0949,0.0482,0.0607,0.2385
ENSG00000117174,ZNHIT6,0.3579,0.2144,0.1955,0.4626,0.0596,0.0553,0.0565,0.0802,0.3255
ENSG00000117222,RBBP5,0.3281,0.1455,0.1508,0.2571,0.0520,0.0461,0.0477,0.0645,0.3484
ENSG00000117280,RAB29,0.2736,0.1766,0.1148,0.3264,0.0578,0.0570,0.0516,0.0654,0.3543
ENSG00000117305,HMGCL,0.0921,0.1453,0.3435,0.0903,0.0383,0.0617,0.0967,0.0430,0.3970
ENSG00000117308,GALE,0.2092,0.4777,0.9063,0.2479,0.0421,0.0978,0.1138,0.0589,0.3090
ENSG00000117335,CD46,0.6212,0.4693,0.8425,0.5537,0.0692,0.1027,0.1065,0.0794,0.3608
ENSG00000117360,PRPF3,0.2908,0.2135,0.1596,0.3403,0.0729,0.0811,0.0734,0.1119,0.5666
ENSG00000117362,APH1A,0.4766,0.4730,0.4612,0.5261,0.0651,0.0721,0.0686,0.0769,0.2760
ENSG00000117385,P3H1,0.2065,0.2600,0.1858,0.1718,0.0429,0.0773,0.0510,0.0552,0.2796
ENSG00000117394,SLC2A1,0.4181,1.0319,0.9776,0.1680,0.0652,0.1142,0.2536,0.0485,0.2440
ENSG00000117395,EBNA1BP2,1.3055,1.0052,0.8189,1.2501,0.1108,0.1376,0.0986,0.1196,0.4077
ENSG00000117399,CDC20,0.6185,0.7874,0.6397,0.8661,0.0861,0.2601,0.1905,0.1362,0.2681
ENSG00000117410,ATP6V0B,1.7857,1.2432,1.0865,1.3499,0.0946,0.1405,0.1265,0.0927,0.5155
ENSG00000117411,B4GALT2,0.2419,0.3479,0.3085,0.0962,0.0474,0.0668,0.0613,0.0392,0.3108
ENSG00000117419,ERI3,0.5435,0.5687,0.4232,0.6127,0.0617,0.0729,0.0683,0.0796,0.3598
ENSG00000117448,AKR1A1,0.7074,0.5031,0.8420,0.6803,0.0722,0.0902,0.1004,0.1014,0.3926
ENSG00000117450,PRDX1,2.9877,2.2739,2.6600,2.7802,0.1069,0.1513,0.1158,0.1598,0.5730
ENSG00000117475,BLZF1,0.1892,0.2259,0.0871,0.2074,0.0415,0.0792,0.0434,0.0580,0.3218
ENSG00000117481,NSUN4,0.2732,0.0816,0.1236,0.1667,0.0430,0.0357,0.0420,0.0504,0.2889
ENSG00000117500,TMED5,0.4946,0.5184,0.8320,0.3448,0.0544,0.0915,0.0828,0.0712,0.2936
ENSG00000117505,DR1,0.5307,0.4936,0.3420,0.5941,0.0592,0.0756,0.0778,0.0973,0.3670
ENSG00000117523,PRRC2C,1.8116,1.5223,1.3184,1.7696,0.0613,0.1175,0.0816,0.0740,0.3287
ENSG00000117528,ABCD3,0.2447,0.3184,0.5977,0.4654,0.0425,0.0648,0.0857,0.0740,0.2965
ENSG00000117543,DPH5,0.3334,0.2559,0.2533,0.3602,0.0487,0.0632,0.0625,0.0737,0.3496
ENSG00000117569,PTBP2,0.1623,0.1145,0.0758,0.2128,0.0400,0.0512,0.0405,0.0682,0.3941
ENSG00000117592,PRDX6,1.8655,1.5052,1.7976,1.0889,0.0655,0.1322,0.0900,0.0828,0.2997
ENSG00000117593,DARS2,0.2365,0.1622,0.1466,0.1737,0.0455,0.0539,0.0493,0.0509,0.3147
ENSG00000117597,UTP25,0.2541,0.1750,0.0873,0.1674,0.0426,0.0517,0.0360,0.0496,0.2671
ENSG00000117614,SYF2,0.4113,0.4737,0.6886,0.6140,0.0712,0.1402,0.1323,0.1109,0.5518
ENSG00000117616,RSRP1,0.5151,0.2817,0.4263,0.4918,0.0886,0.1040,0.1104,0.1180,0.5397
ENSG00000117620,SLC35A3,0.2900,0.2089,0.1882,0.2916,0.0474,0.0550,0.0507,0.0665,0.2865
ENSG00000117625,RCOR3,0.3020,0.1976,0.1333,0.2843,0.0541,0.0575,0.0494,0.0682,0.3164
ENSG00000117632,STMN1,2.0087,2.1916,2.0491,2.8422,0.1217,0.4277,0.3640,0.1034,0.3050
ENSG00000117640,MTFR1L,0.2262,0.2244,0.3063,0.1563,0.0482,0.0670,0.0703,0.0492,0.3753
ENSG00000117650,NEK2,0.2408,0.3697,0.2360,0.3462,0.0500,0.1336,0.0865,0.0865,0.1940
ENSG00000117682,DHDDS,0.1543,0.1745,0.2305,0.2010,0.0333,0.0598,0.0584,0.0534,0.2981
ENSG00000117691,NENF,0.7226,0.7823,0.5306,0.8677,0.0910,0.0909,0.0765,0.0835,0.3494
ENSG00000117697,NSL1,0.7231,0.3938,0.5010,0.6895,0.0808,0.0759,0.0812,0.0833,0.2516
ENSG00000117713,ARID1A,0.7363,0.4298,0.4263,0.9140,0.0585,0.0713,0.0713,0.0907,0.3071
ENSG00000117724,CENPF,1.4615,1.9276,1.4134,1.8923,0.1166,0.5219,0.3508,0.1956,0.3015
ENSG00000117748,RPA2,0.6847,0.3687,0.2889,0.5591,0.0664,0.0955,0.0725,0.0807,0.2306
ENSG00000117751,PPP1R8,0.3534,0.2213,0.2322,0.2907,0.0475,0.0555,0.0518,0.0618,0.2784
ENSG00000117758,STX12,0.1985,0.2209,0.1304,0.1818,0.0435,0.0659,0.0554,0.0536,0.3363
ENSG00000117859,OSBPL9,0.5688,0.3833,0.4874,0.3544,0.0620,0.0703,0.0735,0.0666,0.3297
ENSG00000117862,TXNDC12,0.6875,0.5500,0.8601,0.4768,0.0723,0.0829,0.0845,0.0703,0.2902
ENSG00000117868,ESYT2,0.2150,0.2831,0.2020,0.5117,0.0415,0.0676,0.0695,0.0848,0.3146
ENSG00000117877,CD3EAP,0.5859,0.3385,0.2927,0.3832,0.0775,0.0842,0.0776,0.0746,0.4065
ENSG00000117899,MESD,0.6023,0.8017,0.9480,0.7345,0.0607,0.1126,0.0951,0.0819,0.2932
ENSG00000117906,RCN2,0.6144,0.8791,1.0449,0.8928,0.0660,0.0968,0.1143,0.0840,0.3152
ENSG00000117984,CTSD,0.2738,1.6894,0.9698,0.4031,0.0614,0.1749,0.2068,0.0818,0.3668
ENSG00000118007,STAG1,0.2416,0.4222,0.1976,0.4894,0.0473,0.0892,0.0532,0.0926,0.2727
ENSG00000118046,STK11,0.3566,0.2731,0.2470,0.3027,0.0544,0.0613,0.0623,0.0606,0.3054
ENSG00000118058,KMT2A,0.9478,0.6852,0.4979,1.1010,0.0654,0.0980,0.0783,0.0960,0.3173
ENSG00000118181,RPS25,2.8930,2.8106,2.5192,2.8025,0.0936,0.1222,0.1058,0.1528,0.6715
ENSG00000118193,KIF14,0.6387,0.4730,0.2442,0.5963,0.0823,0.1676,0.0950,0.1143,0.2852
ENSG00000118197,DDX59,0.1099,0.1001,0.0936,0.1818,0.0322,0.0388,0.0359,0.0578,0.2965
ENSG00000118217,ATF6,0.3729,0.3660,0.2572,0.4323,0.0549,0.0679,0.0697,0.0769,0.3580
ENSG00000118246,FASTKD2,0.2765,0.3346,0.3105,0.3923,0.0433,0.0707,0.0641,0.0686,0.2975
ENSG00000118260,CREB1,0.2529,0.2802,0.3056,0.3844,0.0462,0.0595,0.0618,0.0738,0.2600
ENSG00000118363,SPCS2,1.2355,0.9853,1.1411,1.2706,0.0867,0.1080,0.1061,0.1007,0.3620
ENSG00000118412,CASP8AP2,0.4349,0.3397,0.2337,0.6910,0.0619,0.0858,0.0699,0.0947,0.2418
ENSG00000118418,HMGN3,1.0762,0.6029,1.1612,0.6474,0.0818,0.1165,0.1540,0.0845,0.3316
ENSG00000118454,ANKRD13C,0.1453,0.1831,0.1063,0.1480,0.0357,0.0544,0.0427,0.0497,0.3029
ENSG00000118482,PHF3,0.6529,0.6990,0.8235,0.9429,0.0600,0.0942,0.0857,0.0780,0.3061
ENSG00000118496,FBXO30,0.1319,0.1201,0.0979,0.0993,0.0334,0.0501,0.0401,0.0406,0.3007
ENSG00000118518,RNF146,0.1192,0.1366,0.1264,0.1076,0.0342,0.0577,0.0499,0.0451,0.3460
ENSG00000118564,FBXL5,0.0954,0.2503,0.0618,0.1301,0.0288,0.0616,0.0320,0.0471,0.2788
ENSG00000118579,MED28,0.7060,0.3268,0.5746,1.1597,0.0590,0.0749,0.0883,0.0990,0.4673
ENSG00000118600,RXYLT1,0.3108,0.2915,0.2571,0.3032,0.0484,0.0659,0.0640,0.0669,0.3229
ENSG00000118620,ZNF430,0.1513,0.1074,0.1008,0.3353,0.0405,0.0421,0.0433,0.0750,0.3012
ENSG00000118680,MYL12B,1.2918,2.0312,1.6319,1.5406,0.0597,0.1174,0.1451,0.0818,0.3618
ENSG00000118689,FOXO3,0.2805,0.2222,0.1560,0.1438,0.0541,0.0665,0.0596,0.0521,0.3429
ENSG00000118705,RPN2,1.2130,0.9540,1.7907,1.1038,0.0713,0.1160,0.0981,0.0856,0.4206
ENSG00000118707,TGIF2,0.2422,0.1101,0.3267,0.1137,0.0450,0.0392,0.0672,0.0446,0.2901
ENSG00000118816,CCNI,1.6436,1.5851,1.2000,1.5758,0.0857,0.1234,0.1027,0.0879,0.4714
ENSG00000118855,MFSD1,0.2528,0.1695,0.1195,0.1306,0.0451,0.0647,0.0465,0.0461,0.3065
ENSG00000118873,RAB3GAP2,0.3896,0.2651,0.2186,0.2543,0.0492,0.0669,0.0559,0.0579,0.2930
ENSG00000118894,EEF2KMT,0.1516,0.1798,0.1898,0.3517,0.0377,0.0513,0.0540,0.0790,0.3680
ENSG00000118900,UBN1,0.5140,0.4345,0.3555,0.6297,0.0564,0.0737,0.0658,0.0738,0.2845
ENSG00000118939,UCHL3,0.8374,0.5733,0.6109,0.7109,0.0738,0.0893,0.0980,0.0945,0.3360
ENSG00000118961,LDAH,0.2578,0.1041,0.2653,0.2754,0.0454,0.0376,0.0587,0.0597,0.3123
ENSG00000119004,CYP20A1,0.2823,0.3228,0.2734,0.2570,0.0493,0.0729,0.0607,0.0618,0.3534
ENSG00000119013,NDUFB3,1.1682,1.0306,0.9160,1.0973,0.0823,0.0968,0.1156,0.0991,0.4977
ENSG00000119041,GTF3C3,0.3643,0.1991,0.2269,0.4231,0.0522,0.0557,0.0628,0.0717,0.3210
ENSG00000119048,UBE2B,0.7750,0.6874,0.7883,0.6905,0.0607,0.1141,0.0973,0.0850,0.3814
ENSG00000119139,TJP2,0.2008,0.2432,0.7508,0.1105,0.0661,0.0717,0.1122,0.0449,0.2317
ENSG00000119185,ITGB1BP1,0.4955,1.0193,0.6766,0.6856,0.0611,0.1142,0.0940,0.0902,0.3980
ENSG00000119203,CPSF3,0.4336,0.2894,0.3486,0.5627,0.0573,0.0648,0.0680,0.0819,0.2942
ENSG00000119231,SENP5,0.3338,0.2215,0.1890,0.4074,0.0513,0.0615,0.0521,0.0707,0.3251
ENSG00000119242,CCDC92,0.1228,0.3090,0.2369,0.2383,0.0456,0.0797,0.0678,0.0705,0.3855
ENSG00000119285,HEATR1,0.7411,0.3209,0.3273,0.5695,0.0741,0.0709,0.0675,0.0833,0.3777
ENSG00000119314,PTBP3,0.8880,0.3956,0.7197,0.6630,0.0781,0.0730,0.0906,0.0862,0.3260
ENSG00000119318,RAD23B,0.8757,0.9150,0.8051,0.6855,0.0659,0.0864,0.0900,0.0830,0.3096
ENSG00000119321,FKBP15,0.1995,0.2427,0.1062,0.2070,0.0399,0.0593,0.0400,0.0581,0.2721
ENSG00000119326,CTNNAL1,0.4432,1.0516,0.9223,0.5065,0.0694,0.1566,0.1163,0.0930,0.3061
ENSG00000119333,WDR34,0.6773,0.5970,0.4228,0.8291,0.0814,0.1469,0.0925,0.1099,0.4003
ENSG00000119335,SET,2.8749,2.0815,1.9182,2.5054,0.0874,0.1840,0.1275,0.1043,0.3700
ENSG00000119383,PTPA,0.2667,0.3498,0.2667,0.2351,0.0435,0.0638,0.0569,0.0552,0.2710
ENSG00000119392,GLE1,0.1820,0.1307,0.1267,0.2427,0.0411,0.0411,0.0410,0.0601,0.2646
ENSG00000119396,RAB14,0.5152,0.5786,0.5755,0.5661,0.0610,0.0808,0.0852,0.0871,0.3940
ENSG00000119397,CNTRL,0.2929,0.2188,0.1819,0.6293,0.0585,0.0761,0.0549,0.1065,0.2259
ENSG00000119402,FBXW2,0.2686,0.2677,0.2907,0.3015,0.0430,0.0590,0.0655,0.0649,0.3088
ENSG00000119403,PHF19,1.3320,0.8005,0.3360,0.6855,0.1003,0.1982,0.0951,0.1000,0.2526
ENSG00000119414,PPP6C,0.4317,0.2632,0.2837,0.4757,0.0497,0.0628,0.0639,0.0702,0.3379
ENSG00000119421,NDUFA8,1.1121,0.7715,0.6075,1.0668,0.0756,0.0841,0.0901,0.0785,0.4002
ENSG00000119446,RBM18,0.3583,0.2123,0.1496,0.3297,0.0560,0.0653,0.0648,0.0766,0.4489
ENSG00000119471,HSDL2,0.3702,0.3953,0.5285,0.3566,0.0526,0.0764,0.0857,0.0694,0.3028
ENSG00000119487,MAPKAP1,0.4624,0.7443,0.4106,0.5761,0.0536,0.0899,0.0716,0.0723,0.3112
ENSG00000119522,DENND1A,0.0906,0.0801,0.1383,0.1489,0.0275,0.0338,0.0445,0.0459,0.2814
ENSG00000119523,ALG2,0.1886,0.2148,0.2552,0.1774,0.0391,0.0637,0.0601,0.0546,0.3091
ENSG00000119537,KDSR,0.0961,0.3862,0.2359,0.2504,0.0279,0.0800,0.0588,0.0618,0.2882
ENSG00000119541,VPS4B,0.1067,0.3879,0.2833,0.4767,0.0300,0.0787,0.0677,0.0758,0.3717
ENSG00000119559,C19orf25,0.6914,0.3882,0.3282,0.5031,0.0635,0.0840,0.0738,0.0842,0.3712
ENSG00000119596,YLPM1,0.3506,0.4737,0.4054,0.6651,0.0458,0.0809,0.0704,0.0765,0.2894
ENSG00000119616,FCF1,0.1020,0.1525,0.1470,0.1653,0.0300,0.0449,0.0450,0.0490,0.2588
ENSG00000119638,NEK9,0.0797,0.1106,0.0909,0.1340,0.0271,0.0443,0.0387,0.0481,0.3034
ENSG00000119640,ACYP1,0.2241,0.3029,0.1452,0.4124,0.0459,0.0789,0.0481,0.0852,0.2753
ENSG00000119655,NPC2,0.1878,1.4939,1.1733,0.4542,0.0572,0.1372,0.1186,0.0830,0.3560
ENSG00000119682,AREL1,0.0713,0.0961,0.0759,0.0975,0.0254,0.0390,0.0364,0.0406,0.2976
ENSG00000119688,ABCD4,0.1162,0.0964,0.2195,0.1672,0.0331,0.0474,0.0582,0.0549,0.3163
ENSG00000119689,DLST,0.1627,0.2179,0.2499,0.0933,0.0362,0.0559,0.0576,0.0401,0.2718
ENSG00000119705,SLIRP,1.2972,1.2420,1.0118,1.2706,0.0873,0.1047,0.1018,0.1089,0.4026
ENSG00000119707,RBM25,1.0335,1.0329,1.0168,1.2949,0.0586,0.1038,0.0878,0.0829,0.3311
ENSG00000119718,EIF2B2,0.1791,0.2855,0.2802,0.3660,0.0365,0.0671,0.0664,0.0674,0.3344
ENSG00000119720,NRDE2,0.1368,0.1046,0.1214,0.2704,0.0336,0.0391,0.0437,0.0620,0.2856
ENSG00000119723,COQ6,0.0689,0.1333,0.1725,0.2148,0.0266,0.0468,0.0515,0.0613,0.3031
ENSG00000119725,ZNF410,0.1234,0.1602,0.1666,0.2107,0.0362,0.0507,0.0641,0.0596,0.3627
ENSG00000119729,RHOQ,0.2110,0.3851,0.2598,0.1048,0.0457,0.0931,0.0762,0.0405,0.3302
ENSG00000119760,SUPT7L,0.2334,0.1370,0.1989,0.2097,0.0466,0.0513,0.0640,0.0603,0.3598
ENSG00000119777,TMEM214,0.1606,0.2560,0.3107,0.1208,0.0354,0.0665,0.0716,0.0417,0.3188
ENSG00000119787,ATL2,0.2968,0.1385,0.2527,0.1836,0.0456,0.0498,0.0580,0.0522,0.2704
ENSG00000119812,FAM98A,0.4689,0.5484,0.2997,0.2796,0.0577,0.1002,0.0621,0.0614,0.3321
ENSG00000119820,YIPF4,0.4486,0.3354,0.5639,0.2927,0.0678,0.0856,0.1154,0.0682,0.4202
ENSG00000119844,AFTPH,0.1963,0.1459,0.2820,0.2523,0.0471,0.0603,0.0652,0.0653,0.3579
ENSG00000119878,CRIPT,0.3736,0.3671,0.4256,0.2643,0.0547,0.0877,0.0784,0.0582,0.3617
ENSG00000119906,SLF2,0.2221,0.4376,0.3658,0.3296,0.0463,0.0947,0.0746,0.0736,0.2589
ENSG00000119912,IDE,0.3189,0.3094,0.3900,0.3075,0.0479,0.0699,0.0729,0.0622,0.3597
ENSG00000119927,GPAM,0.0881,0.1492,1.0322,0.1259,0.0291,0.0650,0.2221,0.0432,0.2187
ENSG00000119929,CUTC,0.2653,0.2135,0.3021,0.3750,0.0538,0.0572,0.0680,0.0718,0.3349
ENSG00000119950,MXI1,0.1777,0.2271,0.1682,0.1762,0.0407,0.1381,0.0580,0.0575,0.2373
ENSG00000119953,SMNDC1,0.3754,0.3921,0.3519,0.4868,0.0558,0.0878,0.0866,0.0881,0.4444
ENSG00000119969,HELLS,0.6158,0.8550,0.8226,0.9956,0.0754,0.2480,0.2005,0.1231,0.2809
ENSG00000119977,TCTN3,0.1435,0.3246,0.3078,0.2047,0.0353,0.0644,0.0611,0.0518,0.2889
ENSG00000119979,DENND10,0.1043,0.4520,0.5275,0.3046,0.0366,0.0890,0.0980,0.0698,0.3087
ENSG00000120008,WDR11,0.1910,0.3002,0.2681,0.1641,0.0390,0.0646,0.0603,0.0525,0.3169
ENSG00000120053,GOT1,0.2651,0.4209,0.8642,0.2395,0.0540,0.1094,0.1580,0.0615,0.2943
ENSG00000120063,GNA13,0.2058,0.1605,0.1540,0.2493,0.0430,0.0494,0.0551,0.0636,0.2816
ENSG00000120071,KANSL1,0.5305,0.3563,0.3791,0.7951,0.0609,0.0822,0.0754,0.0872,0.3998
ENSG00000120137,PANK3,0.3234,0.2307,0.3884,0.5144,0.0470,0.0583,0.0753,0.0762,0.2890
ENSG00000120158,RCL1,0.1399,0.1237,0.1538,0.2468,0.0340,0.0423,0.0589,0.0616,0.2906
ENSG00000120159,CAAP1,0.1508,0.1964,0.2438,0.2722,0.0335,0.0523,0.0537,0.0610,0.2822
ENSG00000120253,NUP43,0.2758,0.1178,0.1642,0.2677,0.0444,0.0404,0.0487,0.0605,0.2414
ENSG00000120254,MTHFD1L,0.4027,0.4169,0.4684,0.4194,0.0733,0.0845,0.0989,0.0856,0.4511
ENSG00000120265,PCMT1,1.2474,0.8453,0.9648,0.9330,0.0704,0.1175,0.0921,0.0788,0.3268
ENSG00000120306,CYSTM1,0.4723,0.5828,0.8053,0.4680,0.0615,0.1558,0.1373,0.0728,0.3676
ENSG00000120314,WDR55,0.2134,0.1599,0.2103,0.1661,0.0405,0.0509,0.0545,0.0488,0.2816
ENSG00000120333,MRPS14,0.6265,0.4126,0.3683,0.5757,0.0643,0.0735,0.0665,0.0768,0.3608
ENSG00000120334,CENPL,0.3949,0.1758,0.1122,0.2702,0.0512,0.0581,0.0431,0.0734,0.2105
ENSG00000120437,ACAT2,0.9747,0.4272,1.2440,1.2571,0.1026,0.1254,0.2303,0.1736,0.4930
ENSG00000120438,TCP1,1.6182,1.2456,1.4017,2.0489,0.0933,0.1467,0.1094,0.0984,0.4183
ENSG00000120458,MSANTD2,0.1015,0.1041,0.0799,0.0949,0.0316,0.0390,0.0349,0.0423,0.2815
ENSG00000120509,PDZD11,0.2455,0.5630,0.2681,0.4516,0.0461,0.0823,0.0633,0.0712,0.3385
ENSG00000120526,NUDCD1,0.4226,0.3515,0.2995,0.5298,0.0548,0.0817,0.0618,0.0753,0.2887
ENSG00000120533,ENY2,1.2450,1.1331,1.0177,1.2944,0.0596,0.1015,0.0870,0.0875,0.3595
ENSG00000120539,MASTL,0.1862,0.2250,0.1951,0.2131,0.0399,0.0766,0.0667,0.0618,0.2495
ENSG00000120616,EPC1,0.3919,0.3057,0.4855,0.4850,0.0605,0.0795,0.0877,0.0899,0.4086
ENSG00000120647,CCDC77,0.1337,0.1661,0.0861,0.1936,0.0322,0.0544,0.0378,0.0550,0.2240
ENSG00000120656,TAF12,0.3842,0.2965,0.2555,0.3850,0.0704,0.0711,0.0672,0.0811,0.4245
ENSG00000120685,PROSER1,0.2698,0.1006,0.1633,0.2296,0.0435,0.0364,0.0459,0.0592,0.2580
ENSG00000120686,UFM1,0.7189,0.5069,0.4441,0.5369,0.0685,0.1202,0.1054,0.0981,0.4562
ENSG00000120688,WBP4,0.3181,0.3420,0.2215,0.4364,0.0589,0.0728,0.0611,0.0794,0.3794
ENSG00000120690,ELF1,0.6928,0.1932,0.3720,0.8301,0.0754,0.0689,0.0911,0.1432,0.3870
ENSG00000120694,HSPH1,1.2621,0.8841,0.8396,1.1539,0.1018,0.1862,0.1336,0.1134,0.3988
ENSG00000120697,ALG5,0.6793,0.4081,0.3156,0.5112,0.0758,0.0830,0.0662,0.0933,0.4167
ENSG00000120699,EXOSC8,1.1760,0.6571,0.5819,0.8822,0.1229,0.1678,0.1130,0.1294,0.3313
ENSG00000120705,ETF1,1.1482,0.8581,0.8159,0.8799,0.0675,0.0965,0.1035,0.0868,0.2953
ENSG00000120709,FAM53C,0.2296,0.1150,0.1918,0.1276,0.0552,0.0532,0.0562,0.0506,0.3843
ENSG00000120725,SIL1,0.1801,0.2955,0.3361,0.1605,0.0415,0.0845,0.0708,0.0504,0.3046
ENSG00000120727,PAIP2,0.7205,0.5703,0.7071,0.9639,0.0662,0.0846,0.0804,0.0820,0.3600
ENSG00000120733,KDM3B,0.3555,0.1698,0.2317,0.3070,0.0482,0.0489,0.0552,0.0616,0.2834
ENSG00000120742,SERP1,1.3747,1.1062,1.1814,1.2425,0.0669,0.1478,0.1086,0.0882,0.4056
ENSG00000120798,NR2C1,0.1766,0.1208,0.1984,0.2575,0.0360,0.0418,0.0522,0.0613,0.2874
ENSG00000120800,UTP20,0.5875,0.3172,0.5091,0.5434,0.0754,0.0824,0.0907,0.0864,0.3906
ENSG00000120802,TMPO,1.2642,1.0623,0.9987,1.1494,0.0690,0.2975,0.2027,0.1063,0.2592
ENSG00000120805,ARL1,0.5116,0.5625,0.6504,0.4567,0.0540,0.0974,0.0795,0.0686,0.3425
ENSG00000120837,NFYB,0.2885,0.2734,0.2860,0.4672,0.0479,0.0614,0.0662,0.0735,0.2772
ENSG00000120860,WASHC3,0.1886,0.4919,0.3344,0.4558,0.0596,0.0896,0.0829,0.0964,0.4734
ENSG00000120868,APAF1,0.0963,0.2293,0.1567,0.1213,0.0301,0.0626,0.0529,0.0461,0.2489
ENSG00000120896,SORBS3,0.1489,0.5042,0.1891,0.2998,0.0390,0.0885,0.0547,0.0649,0.2522
ENSG00000120910,PPP3CC,0.1298,0.1351,0.0547,0.1396,0.0362,0.0494,0.0311,0.0475,0.2982
ENSG00000120913,PDLIM2,0.1962,0.8238,0.5272,0.3048,0.0525,0.1285,0.1118,0.0805,0.3644
ENSG00000120925,RNF170,0.1380,0.1648,0.1748,0.2070,0.0381,0.0527,0.0528,0.0575,0.3449
ENSG00000120942,UBIAD1,0.1822,0.1186,0.3477,0.2238,0.0392,0.0420,0.0752,0.0551,0.3069
ENSG00000120948,TARDBP,0.7087,0.5248,0.6415,0.6375,0.0581,0.0822,0.0816,0.0768,0.2916
ENSG00000120963,ZNF706,0.9659,0.9731,0.9899,0.9187,0.0738,0.1041,0.0885,0.0762,0.3092
ENSG00000120992,LYPLA1,1.2318,0.6653,0.7129,0.8352,0.0632,0.0793,0.0747,0.0810,0.3133
ENSG00000121022,COPS5,0.8610,0.5977,0.4560,0.9363,0.0950,0.0885,0.0849,0.0985,0.4924
ENSG00000121057,AKAP1,0.4593,0.1520,0.7958,0.3153,0.0546,0.0461,0.0902,0.0631,0.3204
ENSG00000121058,COIL,0.3622,0.2049,0.2739,0.2269,0.0537,0.0615,0.0624,0.0634,0.3721
ENSG00000121060,TRIM25,0.2029,0.2330,0.2861,0.3843,0.0415,0.0698,0.0635,0.0692,0.2910
ENSG00000121067,SPOP,0.4661,0.3410,0.4174,0.4902,0.0528,0.0642,0.0705,0.0703,0.3238
ENSG00000121073,SLC35B1,0.4236,0.4199,0.6284,0.5627,0.0604,0.0788,0.0829,0.0759,0.3861
ENSG00000121152,NCAPH,0.5066,0.3141,0.3018,0.5831,0.0618,0.1114,0.0981,0.0942,0.2917
