cell_line,knockdown,n_cells,effect_l2,relative_effect,n_de_genes,on_target_residual,mean_cross_line_r
RPE1,HNRNPC,51,11.6451,1.4678,361,0.0519,0.3765
RPE1,HNRNPH1,174,4.6294,0.5835,115,0.1531,0.3686
RPE1,HNRNPK,88,12.6399,1.5932,1388,0.2396,0.3647
RPE1,HNRNPL,56,4.9479,0.6237,1,0.6014,0.2973
RPE1,HNRNPM,54,3.3965,0.4281,0,0.5948,0.1413
RPE1,HNRNPR,53,7.8050,0.9838,90,0.0285,0.1423
RPE1,HNRNPU,82,6.3605,0.8017,92,0.1550,0.2765
RPE1,HOXC10,89,3.3790,0.4259,0,,-0.0051
RPE1,HS6ST1,142,2.6914,0.3392,1,,0.0211
RPE1,HSCB,237,7.8725,0.9923,1204,0.1595,0.1269
RPE1,HSD17B10,848,3.7739,0.4757,36,0.0584,0.3019
RPE1,HSD17B12,335,1.9320,0.2435,2,0.0472,0.0365
RPE1,HSF1,22,11.0265,1.3898,15,1.0000,0.1252
RPE1,HSP90B1,144,4.7570,0.5996,21,0.0669,0.2643
RPE1,HSPA14,105,5.3405,0.6731,19,0.0500,0.0730
RPE1,HSPA5,75,19.8120,2.4972,2078,0.1563,0.5276
RPE1,HSPA8,148,3.3022,0.4162,12,0.8155,0.1523
RPE1,HSPA9,113,12.7663,1.6091,1485,0.1113,0.5188
RPE1,HSPD1,42,7.1243,0.8980,14,0.3689,0.2356
RPE1,HSPE1,102,11.1619,1.4069,782,0.0657,0.4140
RPE1,HTATSF1,61,5.9671,0.7521,9,0.1068,0.1826
RPE1,HUS1,230,2.7808,0.3505,12,0.1626,0.0461
RPE1,HUWE1,77,7.2883,0.9187,80,0.1654,0.3364
RPE1,HYOU1,65,9.4609,1.1925,255,0.0283,0.2756
RPE1,HYPK,67,7.9337,1.0000,19,,0.2344
RPE1,IARS,36,13.7906,1.7382,257,0.1035,0.4337
RPE1,IARS2,86,6.8511,0.8636,40,0.0520,0.3761
RPE1,ICE1,65,12.2196,1.5402,903,0.2120,0.5296
RPE1,IFITM2,43,4.9716,0.6266,0,0.0000,0.0243
RPE1,IFITM3,55,4.3212,0.5447,0,,-0.0139
RPE1,IGBP1,75,15.6865,1.9772,1709,0.0872,0.3870
RPE1,IK,232,4.5641,0.5753,134,0.7177,0.2033
RPE1,ILF2,69,8.9741,1.1311,23,0.1391,0.2570
RPE1,ILF3,33,9.7576,1.2299,10,0.0589,0.1634
RPE1,IMP3,5,19.2555,2.4271,0,0.0000,0.1823
RPE1,IMP4,18,13.7029,1.7272,1,0.0606,0.3622
RPE1,IMPDH2,156,3.1477,0.3968,2,0.0291,0.2006
RPE1,ING3,134,4.2079,0.5304,13,0.0410,0.1625
RPE1,INO80,42,11.6214,1.4648,106,0.1633,0.2639
RPE1,INO80B,80,6.1207,0.7715,35,,0.3039
RPE1,INTS1,53,6.9060,0.8705,13,0.0358,0.1935
RPE1,INTS2,70,12.6551,1.5951,935,,0.4261
RPE1,INTS3,70,11.5659,1.4578,853,0.3937,0.4576
RPE1,INTS4,50,12.2072,1.5387,257,,0.4646
RPE1,INTS5,56,13.3718,1.6855,706,0.0000,0.4151
RPE1,INTS6,31,7.2590,0.9150,5,0.1353,0.2267
RPE1,INTS7,21,13.2877,1.6748,22,0.2860,0.2722
RPE1,INTS8,153,11.8354,1.4918,2040,0.1409,0.5757
RPE1,INTS9,27,14.7348,1.8573,295,,0.5206
RPE1,IPO11,77,9.0189,1.1368,220,0.0000,0.2695
RPE1,IPO13,75,16.6084,2.0934,2179,,0.3886
RPE1,IPO7,48,11.3849,1.4350,28,0.0436,0.1135
RPE1,IPO9,117,5.5521,0.6998,8,0.1261,0.1350
RPE1,ISCA2,146,3.9051,0.4922,20,0.0369,0.1434
RPE1,ISCU,32,10.5375,1.3282,54,0.4610,0.1042
RPE1,ISG20L2,25,14.1194,1.7797,2,0.0000,0.2498
RPE1,ISY1,49,7.3976,0.9324,43,0.4876,0.2528
RPE1,JAZF1,237,4.6174,0.5820,40,,0.1745
RPE1,JMJD6,185,3.0487,0.3843,10,0.0632,0.1529
RPE1,KANSL1,35,7.5707,0.9543,3,0.4490,0.3259
RPE1,KANSL2,23,14.5390,1.8326,28,,0.3208
RPE1,KANSL3,52,9.7367,1.2273,120,0.0000,0.3270
RPE1,KARS,28,10.7690,1.3574,48,0.2198,0.2294
RPE1,KAT5,34,6.9939,0.8815,4,0.2657,0.1165
RPE1,KAT8,28,8.3119,1.0477,0,0.3617,0.2759
RPE1,KATNB1,70,3.9946,0.5035,0,0.1608,-0.0058
RPE1,KCMF1,48,6.3424,0.7994,9,0.2760,0.0964
RPE1,KCNA10,72,3.9474,0.4975,0,,-0.0014
RPE1,KCTD10,100,5.2800,0.6655,16,0.0284,-0.0334
RPE1,KDM2A,74,4.0881,0.5153,2,0.2415,0.0102
RPE1,KDM8,81,4.0450,0.5099,0,,0.0413
RPE1,KIAA1143,141,2.9761,0.3751,1,0.1610,0.0151
RPE1,KIF11,15,10.5973,1.3357,7,0.2235,0.0390
RPE1,KIF14,130,3.0306,0.3820,0,0.0411,0.0457
RPE1,KIF18A,26,9.4746,1.1942,2,0.0000,0.0271
RPE1,KIF18B,34,9.1883,1.1581,11,,0.2035
RPE1,KIF20A,9,13.3778,1.6862,0,0.1980,0.1292
RPE1,KIF23,11,13.6435,1.7197,1,0.0000,0.1109
RPE1,KIF4A,80,4.2651,0.5376,14,0.0361,0.0269
RPE1,KIN,40,12.2453,1.5435,227,0.1355,0.3346
RPE1,KLC2,103,3.3829,0.4264,1,0.0432,0.0055
RPE1,KLF7,48,7.3268,0.9235,9,,-0.0039
RPE1,KLHL11,120,3.0174,0.3803,0,,-0.0054
RPE1,KPNA6,37,10.8518,1.3678,58,0.0000,0.1651
RPE1,KPNB1,210,10.8428,1.3667,2083,0.1296,0.3442
RPE1,KRI1,43,11.1151,1.4010,6,0.0000,0.2915
RPE1,KRR1,16,12.8666,1.6218,5,0.0546,0.3279
RPE1,KRT10,100,2.4476,0.3085,1,0.4857,0.0592
RPE1,KRT17,563,1.4874,0.1875,0,,0.0183
RPE1,KRT8,108,2.3094,0.2911,0,,-0.0158
RPE1,KRTAP4-2,96,3.8456,0.4847,0,,0.0080
RPE1,KRTAP4-7,125,2.8802,0.3630,0,,-0.0007
RPE1,KTI12,131,5.9401,0.7487,97,0.0454,0.1507
RPE1,KXD1,82,3.8724,0.4881,1,0.0396,0.0199
RPE1,LAMTOR2,25,9.0825,1.1448,5,0.0312,0.1184
RPE1,LAMTOR3,38,8.4990,1.0713,41,0.0000,0.1899
RPE1,LAMTOR4,131,3.9087,0.4927,18,0.0490,0.1123
RPE1,LARS,44,12.5768,1.5852,360,0.0491,0.4452
RPE1,LARS2,128,3.7605,0.4740,9,0.0523,0.0780
RPE1,LAS1L,42,13.0316,1.6426,34,0.0421,0.2083
RPE1,LCE1C,102,3.3122,0.4175,0,,-0.0046
RPE1,LCE1E,105,3.5879,0.4522,1,,-0.0071
RPE1,LCN10,93,3.7125,0.4679,0,,-0.0010
RPE1,LENG8,49,7.4403,0.9378,42,0.0747,0.1820
RPE1,LETM1,163,5.2922,0.6671,59,0.1697,0.2632
RPE1,LIMS1,182,2.6386,0.3326,1,0.1539,0.0124
RPE1,LIN52,31,8.8223,1.1120,1,,0.1368
RPE1,LIN54,82,5.1950,0.6548,0,0.7375,0.0316
RPE1,LONP1,82,7.1333,0.8991,81,0.1045,0.2934
RPE1,LPA,59,4.8055,0.6057,0,,-0.0075
RPE1,LRPPRC,89,8.8779,1.1190,18,0.0229,0.5075
RPE1,LRR1,51,8.5991,1.0839,15,0.0929,0.2208
RPE1,LRRC37A3,155,3.0403,0.3832,2,,0.0415
RPE1,LRRC37B,88,4.2365,0.5340,13,,0.0343
RPE1,LSG1,61,11.8133,1.4890,168,0.0295,0.3172
RPE1,LSM10,102,6.0122,0.7578,6,0.0942,0.3846
RPE1,LSM11,15,10.4936,1.3227,2,,0.2191
RPE1,LSM12,115,4.2552,0.5364,2,0.0527,0.2445
RPE1,LSM2,42,12.4536,1.5697,347,0.2253,0.3702
RPE1,LSM3,54,8.7707,1.1055,91,0.1058,0.3773
RPE1,LSM4,80,13.2393,1.6687,1512,0.0908,0.4869
RPE1,LSM5,42,13.5353,1.7061,319,0.1287,0.4262
RPE1,LSM6,47,12.8209,1.6160,509,0.0878,0.5542
RPE1,LSM7,67,9.8296,1.2390,359,0.3587,0.5068
RPE1,LST1,78,2.7616,0.3481,0,,0.0440
RPE1,LTB4R2,126,3.1728,0.3999,3,,0.0413
RPE1,LTBP3,234,2.4403,0.3076,2,,0.0036
RPE1,LTV1,26,12.0713,1.5215,17,0.0631,0.3913
RPE1,LUC7L3,14,11.6775,1.4719,10,0.1263,0.2366
RPE1,LURAP1,46,4.8110,0.6064,2,,0.0103
RPE1,LYRM4,20,8.4073,1.0597,0,0.1107,0.1082
RPE1,MAD2L1,108,8.1538,1.0277,56,0.1578,0.2424
RPE1,MAD2L2,234,3.3568,0.4231,8,0.0422,0.0438
RPE1,MAGOH,116,4.3843,0.5526,3,0.0357,0.2336
RPE1,MAK16,16,16.3393,2.0595,4,0.0000,0.2654
RPE1,MANF,178,2.7321,0.3444,2,0.0706,0.1008
RPE1,MARS,32,12.4113,1.5644,153,0.0640,0.4976
RPE1,MARS2,91,4.2163,0.5314,14,,0.0437
RPE1,MASTL,28,10.4146,1.3127,0,0.0000,0.0864
RPE1,MAT2A,160,3.5459,0.4469,1,0.0420,0.1575
RPE1,MAU2,29,12.2645,1.5459,76,0.2415,0.1525
RPE1,MAX,89,5.8058,0.7318,86,0.1718,0.3718
RPE1,MBTPS1,190,2.7241,0.3434,6,0.0519,0.1821
RPE1,MBTPS2,154,3.4551,0.4355,17,,0.2088
RPE1,MCL1,247,2.4139,0.3043,1,0.0816,0.0344
RPE1,MCM10,58,8.1333,1.0252,4,0.4427,0.2518
RPE1,MCM2,42,11.0254,1.3897,15,0.0484,0.4093
RPE1,MCM3,187,9.9131,1.2495,1714,0.0377,0.4240
RPE1,MCM3AP,72,9.1808,1.1572,227,0.0710,0.1756
RPE1,MCM4,40,10.0925,1.2721,5,0.0446,0.1464
RPE1,MCM5,60,10.4297,1.3146,73,0.0758,0.2818
RPE1,MCM6,125,10.1539,1.2798,962,0.0653,0.4144
RPE1,MCM7,47,7.1905,0.9063,0,0.1411,0.1571
RPE1,MCMBP,95,7.6236,0.9609,25,0.1116,0.2957
RPE1,MCRS1,13,10.7385,1.3535,2,0.3414,0.0882
RPE1,MDN1,29,9.8429,1.2406,19,0.4368,0.2316
RPE1,MED1,56,7.1259,0.8982,24,0.0000,0.3270
RPE1,MED10,17,10.9084,1.3750,0,0.3078,0.3771
RPE1,MED11,33,14.6645,1.8484,286,0.0971,0.4304
RPE1,MED12,60,9.0202,1.1370,296,,0.3025
RPE1,MED14,99,9.5306,1.2013,687,0.2435,0.4905
RPE1,MED17,7,16.2159,2.0439,13,0.4454,0.3404
RPE1,MED18,35,13.9713,1.7610,322,,0.2070
RPE1,MED19,201,9.6119,1.2115,2100,0.1041,0.5114
RPE1,MED20,29,12.9060,1.6267,78,,0.3166
RPE1,MED21,22,13.9557,1.7591,94,0.1643,0.4078
RPE1,MED22,29,17.4561,2.2003,600,,0.3760
RPE1,MED26,15,11.1990,1.4116,17,,0.1697
RPE1,MED27,11,16.7524,2.1116,111,0.0000,0.2866
RPE1,MED28,6,20.9796,2.6444,21,0.0000,0.2124
RPE1,MED29,30,14.0758,1.7742,251,0.1068,0.3423
RPE1,MED30,17,15.6641,1.9744,223,0.0000,0.4844
RPE1,MED31,9,17.3844,2.1912,11,0.0000,0.2576
RPE1,MED4,76,7.3835,0.9307,266,0.5328,0.5056
RPE1,MED6,26,10.2511,1.2921,56,0.5121,0.3798
RPE1,MED7,26,11.1339,1.4034,124,0.3815,0.4374
RPE1,MED8,40,11.2111,1.4131,112,0.3741,0.3775
RPE1,MED9,25,11.6698,1.4709,22,,0.4065
RPE1,MEPCE,59,4.4693,0.5633,1,0.3831,0.0226
RPE1,METAP1,56,5.8179,0.7333,3,0.0417,0.0957
RPE1,METAP2,14,12.6709,1.5971,9,0.0915,0.1815
RPE1,METTL1,105,3.7434,0.4718,7,0.0402,0.0970
RPE1,METTL14,76,6.1206,0.7715,133,0.3567,0.4509
RPE1,METTL16,42,7.1160,0.8969,11,0.3097,0.1722
RPE1,METTL17,118,4.0532,0.5109,11,0.0000,0.0651
RPE1,METTL23,90,3.5333,0.4454,0,0.1762,0.0470
RPE1,METTL3,216,7.0986,0.8947,1277,0.0798,0.5372
RPE1,MEX3A,46,8.2181,1.0359,18,,0.1425
RPE1,MFAP1,59,14.8834,1.8760,1384,0.0276,0.4070
RPE1,MFN2,112,3.1724,0.3999,1,0.1894,0.0682
RPE1,MICOS10,184,2.8875,0.3640,1,0.0404,0.1230
RPE1,MIOS,131,4.3418,0.5473,15,0.0396,0.2214
RPE1,MIPEP,82,3.9475,0.4976,5,0.0000,0.0091
RPE1,MIS12,26,9.6151,1.2119,2,0.1812,0.1352
RPE1,MIS18A,53,4.8068,0.6059,0,0.0000,0.0335
RPE1,MIS18BP1,38,12.5419,1.5808,11,0.2135,0.1218
RPE1,MKRN1,187,2.6504,0.3341,2,0.2855,0.0104
RPE1,MLST8,94,4.1727,0.5260,0,0.0290,0.1192
RPE1,MMGT1,107,3.3531,0.4226,2,0.0293,0.0056
RPE1,MMS19,89,6.3010,0.7942,12,0.0847,0.1514
RPE1,MMS22L,33,13.3509,1.6828,64,0.0000,0.2595
RPE1,MNAT1,82,10.5727,1.3326,432,0.1212,0.3529
RPE1,MOB4,68,10.5862,1.3343,290,0.0805,0.2288
RPE1,MOCS3,75,3.9270,0.4950,2,,0.0290
RPE1,MOG,60,4.0246,0.5073,0,,-0.0066
RPE1,MOK,87,3.5447,0.4468,0,,0.0075
RPE1,MPHOSPH10,29,13.4685,1.6976,19,0.0762,0.3518
RPE1,MRGBP,33,10.9431,1.3793,25,0.0578,0.2111
RPE1,MRPL1,146,2.7967,0.3525,3,0.0561,0.0279
RPE1,MRPL10,118,3.7917,0.4779,9,0.0236,0.2240
RPE1,MRPL13,13,10.9737,1.3832,4,0.0626,0.2028
RPE1,MRPL14,127,3.7984,0.4788,10,0.0956,0.1598
RPE1,MRPL15,142,3.7037,0.4668,11,0.0779,0.1203
RPE1,MRPL16,261,2.9997,0.3781,11,0.0401,0.1961
RPE1,MRPL17,96,4.1406,0.5219,10,0.0765,0.1814
RPE1,MRPL18,98,4.4242,0.5576,10,0.1119,0.2902
RPE1,MRPL19,110,4.8994,0.6175,27,0.0206,0.2460
RPE1,MRPL2,79,4.1628,0.5247,9,0.0000,0.2038
RPE1,MRPL20,109,4.3603,0.5496,25,0.0675,0.1598
RPE1,MRPL21,19,7.8798,0.9932,6,0.0400,0.0265
RPE1,MRPL22,65,4.5402,0.5723,9,0.0562,0.1219
RPE1,MRPL24,217,3.2142,0.4051,12,0.0547,0.2416
RPE1,MRPL27,191,3.3970,0.4282,9,0.0335,0.2304
RPE1,MRPL28,111,3.8922,0.4906,9,0.1181,0.1020
RPE1,MRPL3,168,3.4962,0.4407,9,0.0552,0.2556
RPE1,MRPL32,75,4.9042,0.6181,10,0.0522,0.1746
RPE1,MRPL33,166,4.0065,0.5050,11,0.0596,0.1153
RPE1,MRPL34,172,7.8288,0.9868,452,0.0858,0.2949
RPE1,MRPL35,1491,2.5004,0.3152,32,0.0495,0.3328
RPE1,MRPL36,1686,2.7189,0.3427,70,0.0590,0.3467
RPE1,MRPL37,90,3.9594,0.4991,10,0.0175,0.1982
RPE1,MRPL38,265,4.9604,0.6252,271,0.0539,0.2009
RPE1,MRPL39,286,3.0981,0.3905,10,0.0508,0.2518
RPE1,MRPL4,153,3.5479,0.4472,10,0.0417,0.2190
RPE1,MRPL41,218,3.6728,0.4629,12,0.0607,0.1827
RPE1,MRPL43,91,4.4054,0.5553,14,0.0534,0.1314
RPE1,MRPL44,93,3.8769,0.4887,10,0.0401,0.0829
RPE1,MRPL45,45,4.9318,0.6216,6,0.0489,0.0058
RPE1,MRPL49,32,9.9938,1.2597,15,0.2436,0.3344
RPE1,MRPL50,140,3.3147,0.4178,10,0.0935,0.1577
RPE1,MRPL51,99,3.9348,0.4960,8,0.1111,0.2038
RPE1,MRPL53,122,3.8228,0.4819,11,,0.1491
RPE1,MRPL54,165,3.3446,0.4216,9,0.0740,0.1558
RPE1,MRPL55,95,4.1056,0.5175,11,0.0819,0.1577
RPE1,MRPL9,84,4.3277,0.5455,10,0.1004,0.1264
RPE1,MRPS10,138,3.1257,0.3940,8,0.0581,0.0741
RPE1,MRPS11,128,3.6325,0.4579,7,0.0416,0.0669
RPE1,MRPS12,48,4.8987,0.6175,6,0.0417,0.1022
RPE1,MRPS14,32,10.3726,1.3074,135,0.0744,0.3513
RPE1,MRPS16,228,2.7882,0.3514,6,0.0491,0.1119
RPE1,MRPS18A,93,4.2553,0.5364,10,0.0739,0.1727
RPE1,MRPS18B,30,6.9119,0.8712,9,0.0719,0.0857
RPE1,MRPS2,78,4.0579,0.5115,7,0.0351,0.0397
RPE1,MRPS21,251,2.6585,0.3351,8,0.0698,0.2181
RPE1,MRPS22,72,4.2176,0.5316,6,0.0691,0.0905
RPE1,MRPS23,102,3.5343,0.4455,5,0.1172,0.1389
RPE1,MRPS24,81,4.0929,0.5159,8,0.0759,0.1356
RPE1,MRPS25,137,3.4475,0.4345,9,0.0442,0.1014
RPE1,MRPS26,128,3.2935,0.4151,6,0.0629,0.1347
RPE1,MRPS27,137,4.3029,0.5424,13,0.0476,0.2477
RPE1,MRPS28,103,3.8504,0.4853,16,0.0665,0.1866
RPE1,MRPS31,69,4.0312,0.5081,5,0.0401,0.0707
RPE1,MRPS34,70,10.2033,1.2861,720,0.0267,0.2265
RPE1,MRPS35,104,3.8076,0.4799,7,0.0313,0.1889
RPE1,MRPS5,168,2.9197,0.3680,6,0.1302,0.0793
RPE1,MRPS6,213,2.8690,0.3616,9,0.0598,0.1407
RPE1,MRPS7,118,3.4133,0.4302,9,0.0930,0.1174
RPE1,MRPS9,92,3.9184,0.4939,6,0.0918,0.1085
RPE1,MRTO4,26,8.2184,1.0359,3,0.4551,0.0975
RPE1,MSRB1,125,3.2579,0.4106,2,0.0457,0.0383
RPE1,MST1,78,3.8730,0.4882,0,,0.0119
RPE1,MSTO1,50,5.5180,0.6955,0,0.3417,0.0106
RPE1,MT2A,59,4.8741,0.6144,2,0.0605,0.0412
RPE1,MTBP,86,12.7375,1.6055,1169,,0.4176
RPE1,MTG2,215,2.9367,0.3702,10,0.1233,0.0274
RPE1,MTOR,102,10.1786,1.2830,932,0.2338,0.3729
RPE1,MTPAP,84,7.6561,0.9650,15,,0.4280
RPE1,MTRNR2L1,28,5.8334,0.7353,0,,-0.0100
RPE1,MVD,72,6.6965,0.8441,7,0.0880,0.2858
RPE1,MVK,422,3.1197,0.3932,79,,0.1088
RPE1,MYBBP1A,31,14.1829,1.7877,13,0.0000,0.3219
RPE1,MYBL2,894,1.7054,0.2150,13,0.0367,0.2757
RPE1,MYC,86,7.7797,0.9806,287,0.5390,0.2956
RPE1,MYCBP,23,9.1793,1.1570,2,0.3304,0.0448
RPE1,MYO1H,140,2.9921,0.3771,0,,-0.0034
RPE1,MZF1,121,2.9858,0.3764,0,,0.0114
RPE1,MZT1,47,5.9645,0.7518,6,0.0545,0.1671
RPE1,N6AMT1,75,4.2372,0.5341,0,,0.1070
RPE1,NAA10,61,11.6162,1.4642,271,0.0238,0.2661
RPE1,NAA15,57,8.3775,1.0559,3,0.0885,0.2010
RPE1,NAA20,98,4.9230,0.6205,7,0.0776,0.1642
RPE1,NAA25,146,5.6016,0.7061,43,0.1075,0.2343
RPE1,NAA35,316,3.5319,0.4452,71,0.0594,0.0814
RPE1,NAA38,90,13.3122,1.6779,1645,0.7861,0.4638
RPE1,NAA50,64,9.4991,1.1973,82,0.1008,0.1996
RPE1,NACA,31,12.0390,1.5175,69,0.2396,0.5021
RPE1,NAE1,53,7.5293,0.9490,58,0.0177,0.1571
RPE1,NAF1,60,11.5242,1.4526,46,0.0000,0.1154
RPE1,NAGLU,259,2.4283,0.3061,3,,0.0308
RPE1,NANOG,73,3.7244,0.4694,0,,-0.0134
RPE1,NAPA,19,9.7231,1.2255,12,0.4099,0.0879
RPE1,NAPG,226,3.7541,0.4732,55,0.0227,0.0746
RPE1,NARS,75,12.8498,1.6197,953,0.1459,0.5326
RPE1,NASP,103,3.8448,0.4846,2,0.0601,0.0962
RPE1,NAT10,3,25.3306,3.1928,11,1.0000,0.1845
RPE1,NBAS,70,10.3654,1.3065,516,0.0813,0.2630
RPE1,NBEAL1,170,2.5096,0.3163,1,0.3198,0.0028
RPE1,NBPF12,1159,1.5932,0.2008,29,,0.0142
RPE1,NBPF15,154,2.8674,0.3614,3,,0.0010
RPE1,NBPF3,83,3.9068,0.4924,0,,-0.0065
RPE1,NCAPD2,123,4.9732,0.6268,3,0.1089,0.0682
RPE1,NCAPD3,11,15.2300,1.9197,1,0.1471,0.0280
RPE1,NCAPG,33,8.8467,1.1151,0,0.2156,0.1260
RPE1,NCAPG2,43,10.0358,1.2650,5,0.1372,0.0464
RPE1,NCAPH,36,12.3514,1.5568,12,0.0000,0.1982
RPE1,NCAPH2,64,11.9037,1.5004,284,0.1591,0.1008
RPE1,NCBP1,29,10.9777,1.3837,234,0.1038,0.3246
RPE1,NCBP2,39,9.6611,1.2177,182,0.2182,0.4019
RPE1,NCKAP1,82,6.2607,0.7891,20,,0.0427
RPE1,NCL,47,4.5108,0.5686,0,0.6293,0.1337
RPE1,NCOA4,106,3.2328,0.4075,2,0.1754,0.0303
RPE1,NDC1,111,5.0936,0.6420,5,0.0637,0.0402
RPE1,NDC80,100,8.6309,1.0879,164,0.0617,0.1604
RPE1,NDOR1,64,5.9583,0.7510,2,,0.0254
RPE1,NDUFA11,120,3.2991,0.4158,2,0.0768,0.1242
RPE1,NDUFA2,35,12.2342,1.5421,210,0.1819,0.2734
RPE1,NDUFA4,115,3.4370,0.4332,1,0.0852,0.1364
RPE1,NDUFA6,110,3.1883,0.4019,1,0.0554,0.1691
RPE1,NDUFA8,45,5.1170,0.6450,1,0.0130,0.1606
RPE1,NDUFAB1,76,10.5826,1.3339,164,0.1221,0.3616
RPE1,NDUFAF3,105,3.3530,0.4226,2,0.0289,0.0899
RPE1,NDUFAF7,20,10.2931,1.2974,0,0.0000,0.1053
RPE1,NDUFB10,97,5.6704,0.7147,12,0.0378,0.2581
RPE1,NDUFB3,138,3.0532,0.3848,1,0.0458,0.0784
RPE1,NDUFB4,166,2.8174,0.3551,1,0.0382,0.1758
RPE1,NDUFB6,81,3.5914,0.4527,1,0.0507,0.1371
RPE1,NDUFB7,106,3.3379,0.4207,1,0.0388,0.0671
RPE1,NDUFB8,154,3.1593,0.3982,3,0.0636,0.2301
RPE1,NDUFS3,120,3.2869,0.4143,6,0.0681,0.1006
RPE1,NDUFS5,54,3.3735,0.4252,1,0.1133,0.0351
RPE1,NEDD1,151,3.2285,0.4069,4,0.1663,0.0451
RPE1,NEDD8,61,12.0101,1.5138,396,0.0765,0.2133
RPE1,NELFA,60,10.3781,1.3081,306,0.0000,0.3610
RPE1,NELFB,153,7.2793,0.9175,519,0.1066,0.3076
RPE1,NELFCD,113,7.3143,0.9219,316,0.0306,0.3692
RPE1,NELFE,98,10.6656,1.3444,882,0.0125,0.2902
RPE1,NEMF,79,3.9902,0.5029,1,0.0450,0.0351
RPE1,NEPRO,15,15.8998,2.0041,3,0.0000,0.2801
RPE1,NFATC2IP,150,2.7601,0.3479,1,0.0591,0.0080
RPE1,NFKBIE,62,6.5404,0.8244,6,,0.0840
RPE1,NFRKB,150,4.4368,0.5592,42,,0.2789
RPE1,NFS1,56,10.7173,1.3509,71,0.0000,0.2576
RPE1,NFYB,84,10.7233,1.3516,485,0.1351,0.1095
RPE1,NFYC,121,9.3622,1.1801,629,0.1828,0.2972
RPE1,NHLRC2,76,3.6859,0.4646,1,0.1073,0.0046
RPE1,NHP2,48,11.2098,1.4129,11,0.0616,0.1850
RPE1,NIFK,63,12.3716,1.5594,407,0.1751,0.3123
RPE1,NIP7,20,11.5847,1.4602,0,0.2321,0.2008
RPE1,NISCH,167,2.4645,0.3106,2,,0.0218
RPE1,NKAP,83,9.9417,1.2531,734,0.1897,0.5547
RPE1,NLE1,37,13.8818,1.7497,33,0.1143,0.3462
RPE1,NMD3,42,9.6929,1.2217,3,0.0548,0.2699
RPE1,NMT1,72,5.5119,0.6948,51,0.0471,0.0294
RPE1,NOB1,27,10.4925,1.3225,1,0.0000,0.2679
RPE1,NOC2L,11,14.2349,1.7942,1,0.0000,0.1264
RPE1,NOC3L,45,13.2368,1.6684,59,0.0879,0.2389
RPE1,NOC4L,25,12.5328,1.5797,1,0.0000,0.2649
RPE1,NOL10,14,14.3995,1.8150,0,0.0000,0.2348
RPE1,NOL11,30,16.0231,2.0196,262,0.0686,0.3091
RPE1,NOL12,29,10.4130,1.3125,0,0.0753,0.2108
RPE1,NOL6,17,15.1578,1.9106,2,,0.3328
RPE1,NOL7,60,7.6898,0.9693,1,0.1862,0.0894
RPE1,NOL8,38,14.7266,1.8562,112,0.0325,0.2721
RPE1,NOL9,19,13.8120,1.7409,2,0.0000,0.1176
RPE1,NOLC1,39,11.6147,1.4640,18,0.0892,0.2738
RPE1,NOM1,59,10.2332,1.2899,144,0.0823,0.2821
RPE1,NOMO3,115,4.7672,0.6009,16,,0.1393
RPE1,NOP10,18,12.6562,1.5953,2,0.0147,0.1303
RPE1,NOP14,37,11.4673,1.4454,5,0.1142,0.3177
RPE1,NOP16,20,12.6554,1.5951,3,0.4662,0.2534
RPE1,NOP2,16,14.7115,1.8543,0,0.0789,0.2267
RPE1,NOP56,93,3.7238,0.4694,1,0.5379,-0.0089
RPE1,NOP58,18,10.6652,1.3443,0,0.2457,0.2924
RPE1,NOP9,39,10.5663,1.3318,1,,0.0669
RPE1,NOS1AP,79,3.7187,0.4687,5,,0.0052
RPE1,NPAT,3,16.6699,2.1012,0,0.0000,0.1184
RPE1,NPB,131,2.8548,0.3598,0,,0.0114
RPE1,NPEPPS,161,2.7837,0.3509,3,0.5737,0.0755
RPE1,NPLOC4,193,11.4333,1.4411,1805,0.1038,0.5398
RPE1,NPM1,44,8.3325,1.0503,2,0.1235,0.1558
RPE1,NPM3,57,4.7533,0.5991,2,0.0905,0.0073
RPE1,NR2C2AP,23,9.6972,1.2223,0,0.1809,0.1585
RPE1,NRBP1,158,3.6323,0.4578,2,0.0810,0.2410
RPE1,NRDE2,46,10.5266,1.3268,181,0.0000,0.3711
RPE1,NRF1,54,9.5619,1.2052,194,,0.4088
RPE1,NSA2,41,10.7045,1.3493,5,0.2541,0.2333
RPE1,NSF,65,9.6761,1.2196,325,0.0953,0.0803
RPE1,NSL1,51,8.4565,1.0659,4,0.0000,0.1698
RPE1,NSMCE1,50,5.3828,0.6785,2,0.0309,0.0194
RPE1,NSMCE2,75,6.6745,0.8413,2,0.1085,-0.0398
RPE1,NSRP1,43,11.8552,1.4943,483,0.0804,0.4362
RPE1,NSUN4,124,3.3743,0.4253,6,,0.0392
RPE1,NUBP1,37,10.6334,1.3403,1,0.0000,0.2464
RPE1,NUBP2,92,7.5151,0.9472,29,0.0686,0.1191
RPE1,NUDC,57,12.7815,1.6110,305,0.0221,0.2224
RPE1,NUDCD3,134,9.5317,1.2014,1153,0.0989,0.3001
RPE1,NUDT21,17,17.4362,2.1978,140,0.0696,0.2966
RPE1,NUF2,62,11.4942,1.4488,381,0.1387,0.1890
RPE1,NUFIP1,20,12.9817,1.6363,0,0.1894,0.0798
