group,cell_type,perturbation,is_vehicle,product_name,dose,target,pathway,n_cells,total_umi
A549|Rigosertib (ON-01910)__10000.0,A549,Rigosertib (ON-01910)__10000.0,False,Rigosertib (ON-01910),10000.0,PLK,Cell Cycle,35,99138
"A549|Roscovitine (Seliciclib,CYC202)__10.0",A549,"Roscovitine (Seliciclib,CYC202)__10.0",False,"Roscovitine (Seliciclib,CYC202)",10.0,CDK,Cell Cycle,232,388801
"A549|Roscovitine (Seliciclib,CYC202)__100.0",A549,"Roscovitine (Seliciclib,CYC202)__100.0",False,"Roscovitine (Seliciclib,CYC202)",100.0,CDK,Cell Cycle,215,320152
"A549|Roscovitine (Seliciclib,CYC202)__1000.0",A549,"Roscovitine (Seliciclib,CYC202)__1000.0",False,"Roscovitine (Seliciclib,CYC202)",1000.0,CDK,Cell Cycle,213,305887
"A549|Roscovitine (Seliciclib,CYC202)__10000.0",A549,"Roscovitine (Seliciclib,CYC202)__10000.0",False,"Roscovitine (Seliciclib,CYC202)",10000.0,CDK,Cell Cycle,214,399333
A549|Roxadustat (FG-4592)__10.0,A549,Roxadustat (FG-4592)__10.0,False,Roxadustat (FG-4592),10.0,HIF,Angiogenesis,604,964571
A549|Roxadustat (FG-4592)__100.0,A549,Roxadustat (FG-4592)__100.0,False,Roxadustat (FG-4592),100.0,HIF,Angiogenesis,698,1198867
A549|Roxadustat (FG-4592)__1000.0,A549,Roxadustat (FG-4592)__1000.0,False,Roxadustat (FG-4592),1000.0,HIF,Angiogenesis,750,1134503
A549|Roxadustat (FG-4592)__10000.0,A549,Roxadustat (FG-4592)__10000.0,False,Roxadustat (FG-4592),10000.0,HIF,Angiogenesis,606,951546
"A549|Rucaparib (AG-014699,PF-01367338) phosphate__10.0",A549,"Rucaparib (AG-014699,PF-01367338) phosphate__10.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",10.0,PARP,DNA Damage,504,984338
"A549|Rucaparib (AG-014699,PF-01367338) phosphate__100.0",A549,"Rucaparib (AG-014699,PF-01367338) phosphate__100.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",100.0,PARP,DNA Damage,556,989059
"A549|Rucaparib (AG-014699,PF-01367338) phosphate__1000.0",A549,"Rucaparib (AG-014699,PF-01367338) phosphate__1000.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",1000.0,PARP,DNA Damage,634,1295755
"A549|Rucaparib (AG-014699,PF-01367338) phosphate__10000.0",A549,"Rucaparib (AG-014699,PF-01367338) phosphate__10000.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",10000.0,PARP,DNA Damage,325,704407
A549|Ruxolitinib (INCB018424)__10.0,A549,Ruxolitinib (INCB018424)__10.0,False,Ruxolitinib (INCB018424),10.0,JAK,JAK/STAT,561,888085
A549|Ruxolitinib (INCB018424)__100.0,A549,Ruxolitinib (INCB018424)__100.0,False,Ruxolitinib (INCB018424),100.0,JAK,JAK/STAT,516,771223
A549|Ruxolitinib (INCB018424)__1000.0,A549,Ruxolitinib (INCB018424)__1000.0,False,Ruxolitinib (INCB018424),1000.0,JAK,JAK/STAT,747,1204302
A549|Ruxolitinib (INCB018424)__10000.0,A549,Ruxolitinib (INCB018424)__10000.0,False,Ruxolitinib (INCB018424),10000.0,JAK,JAK/STAT,504,1012606
A549|S-Ruxolitinib (INCB018424)__10.0,A549,S-Ruxolitinib (INCB018424)__10.0,False,S-Ruxolitinib (INCB018424),10.0,JAK,JAK/STAT,202,309013
A549|S-Ruxolitinib (INCB018424)__100.0,A549,S-Ruxolitinib (INCB018424)__100.0,False,S-Ruxolitinib (INCB018424),100.0,JAK,JAK/STAT,226,327502
A549|S-Ruxolitinib (INCB018424)__1000.0,A549,S-Ruxolitinib (INCB018424)__1000.0,False,S-Ruxolitinib (INCB018424),1000.0,JAK,JAK/STAT,251,427270
A549|S-Ruxolitinib (INCB018424)__10000.0,A549,S-Ruxolitinib (INCB018424)__10000.0,False,S-Ruxolitinib (INCB018424),10000.0,JAK,JAK/STAT,237,458917
A549|S3I-201__10.0,A549,S3I-201__10.0,False,S3I-201,10.0,STAT,JAK/STAT,217,357373
A549|S3I-201__100.0,A549,S3I-201__100.0,False,S3I-201,100.0,STAT,JAK/STAT,221,366431
A549|S3I-201__1000.0,A549,S3I-201__1000.0,False,S3I-201,1000.0,STAT,JAK/STAT,215,276146
A549|S3I-201__10000.0,A549,S3I-201__10000.0,False,S3I-201,10000.0,STAT,JAK/STAT,222,384524
A549|SB431542__10.0,A549,SB431542__10.0,False,SB431542,10.0,TGF-beta/Smad,TGF-beta/Smad,176,265309
A549|SB431542__100.0,A549,SB431542__100.0,False,SB431542,100.0,TGF-beta/Smad,TGF-beta/Smad,167,258191
A549|SB431542__1000.0,A549,SB431542__1000.0,False,SB431542,1000.0,TGF-beta/Smad,TGF-beta/Smad,183,260042
A549|SB431542__10000.0,A549,SB431542__10000.0,False,SB431542,10000.0,TGF-beta/Smad,TGF-beta/Smad,258,352191
A549|SGI-1776 free base__10.0,A549,SGI-1776 free base__10.0,False,SGI-1776 free base,10.0,Pim,JAK/STAT,234,375228
A549|SGI-1776 free base__100.0,A549,SGI-1776 free base__100.0,False,SGI-1776 free base,100.0,Pim,JAK/STAT,225,370996
A549|SGI-1776 free base__1000.0,A549,SGI-1776 free base__1000.0,False,SGI-1776 free base,1000.0,Pim,JAK/STAT,223,379853
A549|SGI-1776 free base__10000.0,A549,SGI-1776 free base__10000.0,False,SGI-1776 free base,10000.0,Pim,JAK/STAT,178,278462
A549|SL-327__10.0,A549,SL-327__10.0,False,SL-327,10.0,MEK,MAPK,242,355301
A549|SL-327__100.0,A549,SL-327__100.0,False,SL-327,100.0,MEK,MAPK,186,251991
A549|SL-327__1000.0,A549,SL-327__1000.0,False,SL-327,1000.0,MEK,MAPK,187,212043
A549|SL-327__10000.0,A549,SL-327__10000.0,False,SL-327,10000.0,MEK,MAPK,208,253918
A549|SNS-314__10.0,A549,SNS-314__10.0,False,SNS-314,10.0,Aurora Kinase,Cell Cycle,133,346744
A549|SNS-314__100.0,A549,SNS-314__100.0,False,SNS-314,100.0,Aurora Kinase,Cell Cycle,140,313877
A549|SNS-314__1000.0,A549,SNS-314__1000.0,False,SNS-314,1000.0,Aurora Kinase,Cell Cycle,119,290922
A549|SNS-314__10000.0,A549,SNS-314__10000.0,False,SNS-314,10000.0,Aurora Kinase,Cell Cycle,146,327932
A549|SRT1720 HCl__10.0,A549,SRT1720 HCl__10.0,False,SRT1720 HCl,10.0,Sirtuin,Epigenetics,199,310876
A549|SRT1720 HCl__100.0,A549,SRT1720 HCl__100.0,False,SRT1720 HCl,100.0,Sirtuin,Epigenetics,238,351087
A549|SRT1720 HCl__1000.0,A549,SRT1720 HCl__1000.0,False,SRT1720 HCl,1000.0,Sirtuin,Epigenetics,228,328683
A549|SRT1720 HCl__10000.0,A549,SRT1720 HCl__10000.0,False,SRT1720 HCl,10000.0,Sirtuin,Epigenetics,200,321942
A549|SRT2104 (GSK2245840)__10.0,A549,SRT2104 (GSK2245840)__10.0,False,SRT2104 (GSK2245840),10.0,Sirtuin,DNA Damage,610,900801
A549|SRT2104 (GSK2245840)__100.0,A549,SRT2104 (GSK2245840)__100.0,False,SRT2104 (GSK2245840),100.0,Sirtuin,DNA Damage,626,960207
A549|SRT2104 (GSK2245840)__1000.0,A549,SRT2104 (GSK2245840)__1000.0,False,SRT2104 (GSK2245840),1000.0,Sirtuin,DNA Damage,574,965809
A549|SRT2104 (GSK2245840)__10000.0,A549,SRT2104 (GSK2245840)__10000.0,False,SRT2104 (GSK2245840),10000.0,Sirtuin,DNA Damage,626,1047955
A549|SRT3025 HCl__10.0,A549,SRT3025 HCl__10.0,False,SRT3025 HCl,10.0,Sirtuin,DNA Damage,591,1034790
A549|SRT3025 HCl__100.0,A549,SRT3025 HCl__100.0,False,SRT3025 HCl,100.0,Sirtuin,DNA Damage,633,1054310
A549|SRT3025 HCl__1000.0,A549,SRT3025 HCl__1000.0,False,SRT3025 HCl,1000.0,Sirtuin,DNA Damage,609,1081196
A549|SRT3025 HCl__10000.0,A549,SRT3025 HCl__10000.0,False,SRT3025 HCl,10000.0,Sirtuin,DNA Damage,493,935890
A549|Selisistat (EX 527)__10.0,A549,Selisistat (EX 527)__10.0,False,Selisistat (EX 527),10.0,Sirtuin,Epigenetics,486,896094
A549|Selisistat (EX 527)__100.0,A549,Selisistat (EX 527)__100.0,False,Selisistat (EX 527),100.0,Sirtuin,Epigenetics,568,942009
A549|Selisistat (EX 527)__1000.0,A549,Selisistat (EX 527)__1000.0,False,Selisistat (EX 527),1000.0,Sirtuin,Epigenetics,683,1171048
A549|Selisistat (EX 527)__10000.0,A549,Selisistat (EX 527)__10000.0,False,Selisistat (EX 527),10000.0,Sirtuin,Epigenetics,748,1157040
A549|Sirtinol__10.0,A549,Sirtinol__10.0,False,Sirtinol,10.0,Sirtuin,Epigenetics,224,376610
A549|Sirtinol__100.0,A549,Sirtinol__100.0,False,Sirtinol,100.0,Sirtuin,Epigenetics,235,355622
A549|Sirtinol__1000.0,A549,Sirtinol__1000.0,False,Sirtinol,1000.0,Sirtuin,Epigenetics,218,298919
A549|Sirtinol__10000.0,A549,Sirtinol__10000.0,False,Sirtinol,10000.0,Sirtuin,Epigenetics,243,381372
A549|Sodium Phenylbutyrate__10.0,A549,Sodium Phenylbutyrate__10.0,False,Sodium Phenylbutyrate,10.0,HDAC,DNA Damage,251,443081
A549|Sodium Phenylbutyrate__100.0,A549,Sodium Phenylbutyrate__100.0,False,Sodium Phenylbutyrate,100.0,HDAC,DNA Damage,209,326016
A549|Sodium Phenylbutyrate__1000.0,A549,Sodium Phenylbutyrate__1000.0,False,Sodium Phenylbutyrate,1000.0,HDAC,DNA Damage,246,388045
A549|Sodium Phenylbutyrate__10000.0,A549,Sodium Phenylbutyrate__10000.0,False,Sodium Phenylbutyrate,10000.0,HDAC,DNA Damage,254,405765
A549|Sorafenib Tosylate__10.0,A549,Sorafenib Tosylate__10.0,False,Sorafenib Tosylate,10.0,"PDGFR,Raf,VEGFR",MAPK,260,388027
A549|Sorafenib Tosylate__100.0,A549,Sorafenib Tosylate__100.0,False,Sorafenib Tosylate,100.0,"PDGFR,Raf,VEGFR",MAPK,228,343193
A549|Sorafenib Tosylate__1000.0,A549,Sorafenib Tosylate__1000.0,False,Sorafenib Tosylate,1000.0,"PDGFR,Raf,VEGFR",MAPK,210,337504
A549|Sorafenib Tosylate__10000.0,A549,Sorafenib Tosylate__10000.0,False,Sorafenib Tosylate,10000.0,"PDGFR,Raf,VEGFR",MAPK,121,153485
A549|Streptozotocin (STZ)__10.0,A549,Streptozotocin (STZ)__10.0,False,Streptozotocin (STZ),10.0,DNA alkylator,DNA Damage,249,408835
A549|Streptozotocin (STZ)__100.0,A549,Streptozotocin (STZ)__100.0,False,Streptozotocin (STZ),100.0,DNA alkylator,DNA Damage,211,332645
A549|Streptozotocin (STZ)__1000.0,A549,Streptozotocin (STZ)__1000.0,False,Streptozotocin (STZ),1000.0,DNA alkylator,DNA Damage,238,351177
A549|Streptozotocin (STZ)__10000.0,A549,Streptozotocin (STZ)__10000.0,False,Streptozotocin (STZ),10000.0,DNA alkylator,DNA Damage,196,286188
A549|TAK-901__10.0,A549,TAK-901__10.0,False,TAK-901,10.0,Aurora Kinase,Cell Cycle,170,309180
A549|TAK-901__100.0,A549,TAK-901__100.0,False,TAK-901,100.0,Aurora Kinase,Cell Cycle,153,386380
A549|TAK-901__1000.0,A549,TAK-901__1000.0,False,TAK-901,1000.0,Aurora Kinase,Cell Cycle,142,317921
A549|TAK-901__10000.0,A549,TAK-901__10000.0,False,TAK-901,10000.0,Aurora Kinase,Cell Cycle,100,211320
A549|TG101209__10.0,A549,TG101209__10.0,False,TG101209,10.0,"c-RET,FLT3,JAK",JAK/STAT,200,343977
A549|TG101209__100.0,A549,TG101209__100.0,False,TG101209,100.0,"c-RET,FLT3,JAK",JAK/STAT,286,440665
A549|TG101209__1000.0,A549,TG101209__1000.0,False,TG101209,1000.0,"c-RET,FLT3,JAK",JAK/STAT,185,289553
A549|TG101209__10000.0,A549,TG101209__10000.0,False,TG101209,10000.0,"c-RET,FLT3,JAK",JAK/STAT,121,204767
A549|TGX-221__10.0,A549,TGX-221__10.0,False,TGX-221,10.0,PI3K,PI3K/Akt/mTOR,235,331198
A549|TGX-221__100.0,A549,TGX-221__100.0,False,TGX-221,100.0,PI3K,PI3K/Akt/mTOR,224,313815
A549|TGX-221__1000.0,A549,TGX-221__1000.0,False,TGX-221,1000.0,PI3K,PI3K/Akt/mTOR,208,303335
A549|TGX-221__10000.0,A549,TGX-221__10000.0,False,TGX-221,10000.0,PI3K,PI3K/Akt/mTOR,209,331255
A549|TMP195__10.0,A549,TMP195__10.0,False,TMP195,10.0,HDAC,Epigenetics,644,1070727
A549|TMP195__100.0,A549,TMP195__100.0,False,TMP195,100.0,HDAC,Epigenetics,506,893882
A549|TMP195__1000.0,A549,TMP195__1000.0,False,TMP195,1000.0,HDAC,Epigenetics,738,1240599
A549|TMP195__10000.0,A549,TMP195__10000.0,False,TMP195,10000.0,HDAC,Epigenetics,552,873837
A549|Tacedinaline (CI994)__10.0,A549,Tacedinaline (CI994)__10.0,False,Tacedinaline (CI994),10.0,HDAC,Epigenetics,221,380976
A549|Tacedinaline (CI994)__100.0,A549,Tacedinaline (CI994)__100.0,False,Tacedinaline (CI994),100.0,HDAC,Epigenetics,245,362114
A549|Tacedinaline (CI994)__1000.0,A549,Tacedinaline (CI994)__1000.0,False,Tacedinaline (CI994),1000.0,HDAC,Epigenetics,216,387825
A549|Tacedinaline (CI994)__10000.0,A549,Tacedinaline (CI994)__10000.0,False,Tacedinaline (CI994),10000.0,HDAC,Epigenetics,229,447993
A549|Tanespimycin (17-AAG)__10.0,A549,Tanespimycin (17-AAG)__10.0,False,Tanespimycin (17-AAG),10.0,HSP (e.g. HSP90),Cytoskeletal Signaling,217,360267
A549|Tanespimycin (17-AAG)__100.0,A549,Tanespimycin (17-AAG)__100.0,False,Tanespimycin (17-AAG),100.0,HSP (e.g. HSP90),Cytoskeletal Signaling,176,278628
A549|Tanespimycin (17-AAG)__1000.0,A549,Tanespimycin (17-AAG)__1000.0,False,Tanespimycin (17-AAG),1000.0,HSP (e.g. HSP90),Cytoskeletal Signaling,135,228917
A549|Tanespimycin (17-AAG)__10000.0,A549,Tanespimycin (17-AAG)__10000.0,False,Tanespimycin (17-AAG),10000.0,HSP (e.g. HSP90),Cytoskeletal Signaling,97,157495
A549|Tazemetostat (EPZ-6438)__10.0,A549,Tazemetostat (EPZ-6438)__10.0,False,Tazemetostat (EPZ-6438),10.0,Histone Methyltransferase,Epigenetics,715,1128437
A549|Tazemetostat (EPZ-6438)__100.0,A549,Tazemetostat (EPZ-6438)__100.0,False,Tazemetostat (EPZ-6438),100.0,Histone Methyltransferase,Epigenetics,674,1107542
A549|Tazemetostat (EPZ-6438)__1000.0,A549,Tazemetostat (EPZ-6438)__1000.0,False,Tazemetostat (EPZ-6438),1000.0,Histone Methyltransferase,Epigenetics,624,1095201
A549|Tazemetostat (EPZ-6438)__10000.0,A549,Tazemetostat (EPZ-6438)__10000.0,False,Tazemetostat (EPZ-6438),10000.0,Histone Methyltransferase,Epigenetics,598,1144928
"A549|Temsirolimus (CCI-779, NSC 683864)__10.0",A549,"Temsirolimus (CCI-779, NSC 683864)__10.0",False,"Temsirolimus (CCI-779, NSC 683864)",10.0,mTOR,PI3K/Akt/mTOR,147,231697
"A549|Temsirolimus (CCI-779, NSC 683864)__100.0",A549,"Temsirolimus (CCI-779, NSC 683864)__100.0",False,"Temsirolimus (CCI-779, NSC 683864)",100.0,mTOR,PI3K/Akt/mTOR,100,137977
"A549|Temsirolimus (CCI-779, NSC 683864)__1000.0",A549,"Temsirolimus (CCI-779, NSC 683864)__1000.0",False,"Temsirolimus (CCI-779, NSC 683864)",1000.0,mTOR,PI3K/Akt/mTOR,199,256861
"A549|Temsirolimus (CCI-779, NSC 683864)__10000.0",A549,"Temsirolimus (CCI-779, NSC 683864)__10000.0",False,"Temsirolimus (CCI-779, NSC 683864)",10000.0,mTOR,PI3K/Akt/mTOR,136,179741
A549|Thalidomide__10.0,A549,Thalidomide__10.0,False,Thalidomide,10.0,"E3 Ligase ,TNF-alpha",Ubiquitin,219,362873
A549|Thalidomide__100.0,A549,Thalidomide__100.0,False,Thalidomide,100.0,"E3 Ligase ,TNF-alpha",Ubiquitin,196,282244
A549|Thalidomide__1000.0,A549,Thalidomide__1000.0,False,Thalidomide,1000.0,"E3 Ligase ,TNF-alpha",Ubiquitin,183,310451
A549|Thalidomide__10000.0,A549,Thalidomide__10000.0,False,Thalidomide,10000.0,"E3 Ligase ,TNF-alpha",Ubiquitin,210,350858
A549|Thiotepa__10.0,A549,Thiotepa__10.0,False,Thiotepa,10.0,Others,Others,261,399336
A549|Thiotepa__100.0,A549,Thiotepa__100.0,False,Thiotepa,100.0,Others,Others,231,330529
A549|Thiotepa__1000.0,A549,Thiotepa__1000.0,False,Thiotepa,1000.0,Others,Others,192,280556
A549|Thiotepa__10000.0,A549,Thiotepa__10000.0,False,Thiotepa,10000.0,Others,Others,170,314259
A549|Tie2 kinase inhibitor__10.0,A549,Tie2 kinase inhibitor__10.0,False,Tie2 kinase inhibitor,10.0,Tie-2,Protein Tyrosine Kinase,227,349780
A549|Tie2 kinase inhibitor__100.0,A549,Tie2 kinase inhibitor__100.0,False,Tie2 kinase inhibitor,100.0,Tie-2,Protein Tyrosine Kinase,215,307035
A549|Tie2 kinase inhibitor__1000.0,A549,Tie2 kinase inhibitor__1000.0,False,Tie2 kinase inhibitor,1000.0,Tie-2,Protein Tyrosine Kinase,209,321122
A549|Tie2 kinase inhibitor__10000.0,A549,Tie2 kinase inhibitor__10000.0,False,Tie2 kinase inhibitor,10000.0,Tie-2,Protein Tyrosine Kinase,268,381489
A549|Tofacitinib (CP-690550) Citrate__10.0,A549,Tofacitinib (CP-690550) Citrate__10.0,False,Tofacitinib (CP-690550) Citrate,10.0,JAK,JAK/STAT,224,403892
A549|Tofacitinib (CP-690550) Citrate__100.0,A549,Tofacitinib (CP-690550) Citrate__100.0,False,Tofacitinib (CP-690550) Citrate,100.0,JAK,JAK/STAT,199,293723
A549|Tofacitinib (CP-690550) Citrate__1000.0,A549,Tofacitinib (CP-690550) Citrate__1000.0,False,Tofacitinib (CP-690550) Citrate,1000.0,JAK,JAK/STAT,226,342973
A549|Tofacitinib (CP-690550) Citrate__10000.0,A549,Tofacitinib (CP-690550) Citrate__10000.0,False,Tofacitinib (CP-690550) Citrate,10000.0,JAK,JAK/STAT,227,400584
A549|Toremifene Citrate__10.0,A549,Toremifene Citrate__10.0,False,Toremifene Citrate,10.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,217,353549
A549|Toremifene Citrate__100.0,A549,Toremifene Citrate__100.0,False,Toremifene Citrate,100.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,214,308705
A549|Toremifene Citrate__1000.0,A549,Toremifene Citrate__1000.0,False,Toremifene Citrate,1000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,209,357802
A549|Toremifene Citrate__10000.0,A549,Toremifene Citrate__10000.0,False,Toremifene Citrate,10000.0,Estrogen/progestogen Receptor,Endocrinology & Hormones,70,86602
"A549|Tozasertib (VX-680, MK-0457)__10.0",A549,"Tozasertib (VX-680, MK-0457)__10.0",False,"Tozasertib (VX-680, MK-0457)",10.0,Aurora Kinase,Cell Cycle,586,1119082
"A549|Tozasertib (VX-680, MK-0457)__100.0",A549,"Tozasertib (VX-680, MK-0457)__100.0",False,"Tozasertib (VX-680, MK-0457)",100.0,Aurora Kinase,Cell Cycle,266,919612
"A549|Tozasertib (VX-680, MK-0457)__1000.0",A549,"Tozasertib (VX-680, MK-0457)__1000.0",False,"Tozasertib (VX-680, MK-0457)",1000.0,Aurora Kinase,Cell Cycle,379,1147659
"A549|Tozasertib (VX-680, MK-0457)__10000.0",A549,"Tozasertib (VX-680, MK-0457)__10000.0",False,"Tozasertib (VX-680, MK-0457)",10000.0,Aurora Kinase,Cell Cycle,274,887291
A549|Trametinib (GSK1120212)__10.0,A549,Trametinib (GSK1120212)__10.0,False,Trametinib (GSK1120212),10.0,MEK,MAPK,102,109456
A549|Trametinib (GSK1120212)__100.0,A549,Trametinib (GSK1120212)__100.0,False,Trametinib (GSK1120212),100.0,MEK,MAPK,169,166859
A549|Trametinib (GSK1120212)__1000.0,A549,Trametinib (GSK1120212)__1000.0,False,Trametinib (GSK1120212),1000.0,MEK,MAPK,198,211709
A549|Trametinib (GSK1120212)__10000.0,A549,Trametinib (GSK1120212)__10000.0,False,Trametinib (GSK1120212),10000.0,MEK,MAPK,147,152822
A549|Tranylcypromine (2-PCPA) HCl__10.0,A549,Tranylcypromine (2-PCPA) HCl__10.0,False,Tranylcypromine (2-PCPA) HCl,10.0,MAO,Epigenetics,286,461812
A549|Tranylcypromine (2-PCPA) HCl__100.0,A549,Tranylcypromine (2-PCPA) HCl__100.0,False,Tranylcypromine (2-PCPA) HCl,100.0,MAO,Epigenetics,237,366599
A549|Tranylcypromine (2-PCPA) HCl__1000.0,A549,Tranylcypromine (2-PCPA) HCl__1000.0,False,Tranylcypromine (2-PCPA) HCl,1000.0,MAO,Epigenetics,208,357706
A549|Tranylcypromine (2-PCPA) HCl__10000.0,A549,Tranylcypromine (2-PCPA) HCl__10000.0,False,Tranylcypromine (2-PCPA) HCl,10000.0,MAO,Epigenetics,255,399118
A549|Triamcinolone Acetonide__10.0,A549,Triamcinolone Acetonide__10.0,False,Triamcinolone Acetonide,10.0,Glucocorticoid Receptor,Metabolism,216,323356
A549|Triamcinolone Acetonide__100.0,A549,Triamcinolone Acetonide__100.0,False,Triamcinolone Acetonide,100.0,Glucocorticoid Receptor,Metabolism,222,312051
A549|Triamcinolone Acetonide__1000.0,A549,Triamcinolone Acetonide__1000.0,False,Triamcinolone Acetonide,1000.0,Glucocorticoid Receptor,Metabolism,207,303688
A549|Triamcinolone Acetonide__10000.0,A549,Triamcinolone Acetonide__10000.0,False,Triamcinolone Acetonide,10000.0,Glucocorticoid Receptor,Metabolism,213,333542
A549|Trichostatin A (TSA)__10.0,A549,Trichostatin A (TSA)__10.0,False,Trichostatin A (TSA),10.0,HDAC,Others,233,392904
A549|Trichostatin A (TSA)__100.0,A549,Trichostatin A (TSA)__100.0,False,Trichostatin A (TSA),100.0,HDAC,Others,210,364304
A549|Trichostatin A (TSA)__1000.0,A549,Trichostatin A (TSA)__1000.0,False,Trichostatin A (TSA),1000.0,HDAC,Others,203,338632
A549|Trichostatin A (TSA)__10000.0,A549,Trichostatin A (TSA)__10000.0,False,Trichostatin A (TSA),10000.0,HDAC,Others,148,306619
A549|Tubastatin A HCl__10.0,A549,Tubastatin A HCl__10.0,False,Tubastatin A HCl,10.0,HDAC,Epigenetics,246,402632
A549|Tubastatin A HCl__100.0,A549,Tubastatin A HCl__100.0,False,Tubastatin A HCl,100.0,HDAC,Epigenetics,251,401859
A549|Tubastatin A HCl__1000.0,A549,Tubastatin A HCl__1000.0,False,Tubastatin A HCl,1000.0,HDAC,Epigenetics,225,373839
A549|Tubastatin A HCl__10000.0,A549,Tubastatin A HCl__10000.0,False,Tubastatin A HCl,10000.0,HDAC,Epigenetics,244,469056
A549|Tucidinostat (Chidamide)__10.0,A549,Tucidinostat (Chidamide)__10.0,False,Tucidinostat (Chidamide),10.0,HDAC,Epigenetics,422,764236
A549|Tucidinostat (Chidamide)__100.0,A549,Tucidinostat (Chidamide)__100.0,False,Tucidinostat (Chidamide),100.0,HDAC,Epigenetics,474,860688
A549|Tucidinostat (Chidamide)__1000.0,A549,Tucidinostat (Chidamide)__1000.0,False,Tucidinostat (Chidamide),1000.0,HDAC,Epigenetics,646,1147752
A549|Tucidinostat (Chidamide)__10000.0,A549,Tucidinostat (Chidamide)__10000.0,False,Tucidinostat (Chidamide),10000.0,HDAC,Epigenetics,430,861952
A549|UNC0379__10.0,A549,UNC0379__10.0,False,UNC0379,10.0,Histone Methyltransferase,Epigenetics,257,417697
A549|UNC0379__100.0,A549,UNC0379__100.0,False,UNC0379,100.0,Histone Methyltransferase,Epigenetics,241,392659
A549|UNC0379__1000.0,A549,UNC0379__1000.0,False,UNC0379,1000.0,Histone Methyltransferase,Epigenetics,257,420166
A549|UNC0379__10000.0,A549,UNC0379__10000.0,False,UNC0379,10000.0,Histone Methyltransferase,Epigenetics,163,279407
A549|UNC0631__10.0,A549,UNC0631__10.0,False,UNC0631,10.0,Histone Methyltransferase,Epigenetics,226,369390
A549|UNC0631__100.0,A549,UNC0631__100.0,False,UNC0631,100.0,Histone Methyltransferase,Epigenetics,217,313290
A549|UNC0631__1000.0,A549,UNC0631__1000.0,False,UNC0631,1000.0,Histone Methyltransferase,Epigenetics,212,368004
A549|UNC0631__10000.0,A549,UNC0631__10000.0,False,UNC0631,10000.0,Histone Methyltransferase,Epigenetics,220,398680
A549|UNC1999__10.0,A549,UNC1999__10.0,False,UNC1999,10.0,Histone Methyltransferase,Epigenetics,557,935247
A549|UNC1999__100.0,A549,UNC1999__100.0,False,UNC1999,100.0,Histone Methyltransferase,Epigenetics,700,1155684
A549|UNC1999__1000.0,A549,UNC1999__1000.0,False,UNC1999,1000.0,Histone Methyltransferase,Epigenetics,761,1247076
A549|UNC1999__10000.0,A549,UNC1999__10000.0,False,UNC1999,10000.0,Histone Methyltransferase,Epigenetics,458,695205
A549|Valproic acid sodium salt (Sodium valproate)__10.0,A549,Valproic acid sodium salt (Sodium valproate)__10.0,False,Valproic acid sodium salt (Sodium valproate),10.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,244,354875
A549|Valproic acid sodium salt (Sodium valproate)__100.0,A549,Valproic acid sodium salt (Sodium valproate)__100.0,False,Valproic acid sodium salt (Sodium valproate),100.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,216,319945
A549|Valproic acid sodium salt (Sodium valproate)__1000.0,A549,Valproic acid sodium salt (Sodium valproate)__1000.0,False,Valproic acid sodium salt (Sodium valproate),1000.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,241,357656
A549|Valproic acid sodium salt (Sodium valproate)__10000.0,A549,Valproic acid sodium salt (Sodium valproate)__10000.0,False,Valproic acid sodium salt (Sodium valproate),10000.0,"GABA Receptor,HDAC,Autophagy",Neuronal Signaling,278,446261
A549|Vandetanib (ZD6474)__10.0,A549,Vandetanib (ZD6474)__10.0,False,Vandetanib (ZD6474),10.0,VEGFR,Protein Tyrosine Kinase,200,338920
A549|Vandetanib (ZD6474)__100.0,A549,Vandetanib (ZD6474)__100.0,False,Vandetanib (ZD6474),100.0,VEGFR,Protein Tyrosine Kinase,213,342785
A549|Vandetanib (ZD6474)__1000.0,A549,Vandetanib (ZD6474)__1000.0,False,Vandetanib (ZD6474),1000.0,VEGFR,Protein Tyrosine Kinase,241,399441
