Interacting Partner,Gene Name,Protein Name,Subcellular Locality,AF_Score,RF_Score,DCA_Score,confident,Function,pdb
O95297,MPZL1,Myelin protein zero-like protein 1,Membrane,0.0872,0.2944,0.085,Not confident,NA,none
Q96F46,IL17RA,Interleukin-17 receptor A,"Cell membrane, Membrane, Secreted",0.08716,0.2236,0.053,Not confident,"Adaptive immunity, Host-virus interaction, Immunity, Inflammatory response, Innate immunity, Receptor",none
P40616,ARL1,ADP-ribosylation factor-like protein 1,"Golgi apparatus, Membrane",0.08716,0.2129,0.155,Not confident,NA,none
P62820,RAB1A,Ras-related protein Rab-1A,"Cytoplasm, Endoplasmic reticulum, Endosome, Golgi apparatus, Membrane",0.0871,0.1383,0.154,Not confident,"Autophagy, ER-Golgi transport, Hydrolase, Protein transport, Transport",none
Q9NVN3,RIC8B,Synembryn-B,Cytoplasm,0.087,0.1764,0.152,Not confident,Guanine-nucleotide releasing factor,none
P56537,EIF6,Eukaryotic translation initiation factor 6,"Cytoplasm, Nucleus",0.087,0.1597,0.149,Not confident,"Initiation factor, Protein biosynthesis, Ribosome biogenesis",none
P54219,SLC18A1,Chromaffin granule amine transporter,"Cytoplasmic vesicle, Endoplasmic reticulum, Membrane, Synapse",0.0869,0.376,0.124,Not confident,"Neurotransmitter transport, Transport",none
Q92626,PXDN,Peroxidasin homolog,"Basement membrane, Endoplasmic reticulum, Extracellular matrix, Secreted",0.0869,0.278,0.164,Not confident,"Hydrogen peroxide, Oxidoreductase, Peroxidase",none
Q99873,PRMT1,Protein arginine N-methyltransferase 1,"Cytoplasm, Lysosome, Membrane, Nucleus",0.08685,0.1799,0.181,Not confident,"Methyltransferase, Transferase",none
P13686,ACP5,Tartrate-resistant acid phosphatase type 5,Lysosome,0.0868,0.3538,0.131,Not confident,Hydrolase,none
Q96D31,ORAI1,Calcium release-activated calcium channel protein 1,"Cell membrane, Membrane",0.0868,0.2969,0.132,Not confident,"Adaptive immunity, Calcium channel, Calcium transport, Calmodulin-binding, Immunity, Ion channel, Ion transport, Transport",none
P62875,POLR2L,"DNA-directed RNA polymerases I, II, and III subunit RPABC5","DNA-directed RNA polymerase, Nucleus",0.0868,0.0746,0.126,Not confident,Transcription,none
Q75LS8,FKBP9P1,Putative FK506-binding protein 9-like protein,NA,0.08655,0.3264,0.164,Not confident,NA,none
Q06830,PRDX1,Peroxiredoxin-1,Cytoplasm,0.0865,0.10913,0.184,Not confident,"Antioxidant, Oxidoreductase, Peroxidase",none
Q9Y6C5,PTCH2,Protein patched homolog 2,Membrane,0.0864,0.4688,0.135,Not confident,Receptor,none
Q15382,RHEB,GTP-binding protein Rheb,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Lysosome, Membrane",0.0864,0.2766,0.176,Not confident,Hydrolase,none
P08575,PTPRC,Receptor-type tyrosine-protein phosphatase C,"Cell membrane, Membrane",0.08636,0.3198,0.174,Not confident,"Host-virus interaction, Hydrolase, Protein phosphatase",none
P45985,MAP2K4,Dual specificity mitogen-activated protein kinase kinase 4,"Cytoplasm, Nucleus",0.08636,0.2006,0.197,Not confident,"Apoptosis, Kinase, Serine/threonine-protein kinase, Stress response, Transferase, Tyrosine-protein kinase",none
P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3,"Cytoplasm, Nucleus",0.0863,0.1553,0.161,Not confident,"Cell cycle, Kinase, Serine/threonine-protein kinase, Stress response, Transferase",none
Q9UBY5,LPAR3,Lysophosphatidic acid receptor 3,"Cell membrane, Membrane",0.08624,0.2688,0.089,Not confident,"G-protein coupled receptor, Receptor, Transducer",none
Q86YQ8,CPNE8,Copine-8,NA,0.0861,0.2712,0.131,Not confident,NA,none
P41091,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,Cytoplasm,0.08606,0.1517,0.12,Not confident,"Hydrolase, Initiation factor, Protein biosynthesis",none
P62316,SNRPD2,Small nuclear ribonucleoprotein Sm D2,"Cytoplasm, Nucleus, Spliceosome",0.0859,0.0889,0.157,Not confident,"mRNA processing, mRNA splicing, Ribonucleoprotein",none
Q96JG8,"MAGED4,MAGED4B",Melanoma-associated antigen D4,NA,0.08575,0.261,0.081,Not confident,"Tumor antigen, Ubl conjugation pathway",none
O60291,MGRN1,E3 ubiquitin-protein ligase MGRN1,"Cell membrane, Cytoplasm, Endosome, Membrane, Nucleus",0.08563,0.4038,0.126,Not confident,"Transferase, Ubl conjugation pathway",none
P10646,TFPI,Tissue factor pathway inhibitor,"Endoplasmic reticulum, Membrane, Microsome, Secreted",0.0855,0.416,0.225,Not confident,"Blood coagulation, Hemostasis, Protease inhibitor, Serine protease inhibitor",none
Q8TEU7,RAPGEF6,Rap guanine nucleotide exchange factor 6,"Cell membrane, Cytoplasm, Membrane",0.0855,0.3354,0.13,Not confident,Guanine-nucleotide releasing factor,none
P23677,ITPKA,Inositol-trisphosphate 3-kinase A,"Cytoplasm, Cytoskeleton",0.08545,0.391,0.148,Not confident,"Calmodulin-binding, Kinase, Transferase",none
Q9Y4X0,AMMECR1,Nuclear protein AMMECR1,Nucleus,0.0853,0.4373,0.218,Not confident,NA,none
O75197,LRP5,Low-density lipoprotein receptor-related protein 5,"Endoplasmic reticulum, Membrane",0.0853,0.3882,0.173,Not confident,"Developmental protein, Endocytosis, Receptor, Wnt signaling pathway",none
Q6NUM6,TYW1B,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1B,NA,0.0853,0.3044,0.131,Not confident,"Lyase, tRNA processing",none
O60512,B4GALT3,"Beta-1,4-galactosyltransferase 3","Golgi apparatus, Membrane",0.08527,0.4968,0.136,Not confident,"Glycosyltransferase, Lipid metabolism, Transferase",none
P62699,YPEL5,Protein yippee-like 5,"Cytoplasm, Cytoskeleton, Nucleus",0.0852,0.3274,0.207,Not confident,NA,none
Q7L2H7,EIF3M,Eukaryotic translation initiation factor 3 subunit M,Cytoplasm,0.0851,0.1987,0.179,Not confident,"Host-virus interaction, Initiation factor, Protein biosynthesis",none
P83436,COG7,Conserved oligomeric Golgi complex subunit 7,"Golgi apparatus, Membrane",0.0851,0.1931,0.151,Not confident,"Protein transport, Transport",none
O00159,MYO1C,Unconventional myosin-Ic,"Cell membrane, Cell projection, Cytoplasm, Cytoplasmic vesicle, Membrane, Nucleus",0.085,0.2102,0.169,Not confident,"Actin-binding, Calmodulin-binding, Motor protein, Myosin",none
Q9Y324,FCF1,rRNA-processing protein FCF1 homolog,Nucleus,0.085,0.1047,0.169,Not confident,"Ribosome biogenesis, rRNA processing",none
Q9P2K9,DISP3,Protein dispatched homolog 3,"Cytoplasmic vesicle, Endoplasmic reticulum, Membrane, Nucleus",0.08496,0.4316,0.145,Not confident,"Cholesterol metabolism, Differentiation, Lipid metabolism, Steroid metabolism, Sterol metabolism",none
Q12756,KIF1A,Kinesin-like protein KIF1A,"Cell projection, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane, Microtubule, Synapse",0.08496,0.4148,0.144,Not confident,Motor protein,none
Q8TBH0,ARRDC2,Arrestin domain-containing protein 2,NA,0.08496,0.257,0.116,Not confident,NA,none
P09496,CLTA,Clathrin light chain A,"Coated pit, Cytoplasm, Cytoplasmic vesicle, Cytoskeleton, Membrane",0.0849,0.1648,0.145,Not confident,"Cell cycle, Cell division, Mitosis",none
Q70IA6,MOB2,MOB kinase activator 2,"Cytoplasm, Nucleus",0.0847,0.5938,0.161,Not confident,NA,none
Q9Y6X9,MORC2,ATPase MORC2,"Chromosome, Cytoplasm, Nucleus",0.0847,0.1628,0.081,Not confident,"Fatty acid metabolism, Hydrolase, Lipid metabolism",none
P43686,PSMC4,26S proteasome regulatory subunit 6B,"Cytoplasm, Nucleus, Proteasome",0.0847,0.11786,0.128,Not confident,NA,none
Q9BXB1,LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4,"Cell membrane, Membrane",0.0845,0.317,0.255,Not confident,"Biological rhythms, Developmental protein, Differentiation, G-protein coupled receptor, Immunity, Innate immunity, Receptor, Spermatogenesis, Transducer, Wnt signaling pathway",none
P02751,FN1,Fibronectin,"Extracellular matrix, Secreted",0.0841,0.1753,0.151,Not confident,"Acute phase, Angiogenesis, Cell adhesion, Cell shape, Heparin-binding",none
Q52LR7,EPC2,Enhancer of polycomb homolog 2,Nucleus,0.084,0.323,0.15,Not confident,"Chromatin regulator, DNA damage, DNA repair, Transcription, Transcription regulation",none
Q16877,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",NA,0.084,0.2886,0.156,Not confident,"Hydrolase, Kinase, Multifunctional enzyme, Transferase",none
Q9H0M0,WWP1,NEDD4-like E3 ubiquitin-protein ligase WWP1,"Cell membrane, Cytoplasm, Membrane, Nucleus",0.0839,0.1622,0.112,Not confident,"Host-virus interaction, Transferase, Ubl conjugation pathway",none
P49770,EIF2B2,Translation initiation factor eIF2B subunit beta,Cytoplasm,0.0838,0.343,0.189,Not confident,"Initiation factor, Protein biosynthesis",none
Q96I82,KAZALD1,Kazal-type serine protease inhibitor domain-containing protein 1,"Extracellular matrix, Secreted",0.0835,0.6543,0.145,Not confident,"Developmental protein, Differentiation, Osteogenesis",none
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,"Endoplasmic reticulum, Golgi apparatus",0.0835,0.1052,0.155,Not confident,"ER-Golgi transport, Transport",none
Q86UW9,DTX2,Probable E3 ubiquitin-protein ligase DTX2,"Cytoplasm, Nucleus",0.08344,0.211,0.12,Not confident,"Notch signaling pathway, Transferase, Ubl conjugation pathway",none
P09544,WNT2,Protein Wnt-2,"Extracellular matrix, Secreted",0.08344,0.1678,0.131,Not confident,"Developmental protein, Wnt signaling pathway",none
O94907,DKK1,Dickkopf-related protein 1,Secreted,0.0834,0.3276,0.078,Not confident,"Developmental protein, Wnt signaling pathway",none
Q6E213,AWAT2,Acyl-CoA wax alcohol acyltransferase 2,"Endoplasmic reticulum, Membrane",0.0833,0.1443,0.194,Not confident,"Acyltransferase, Lipid biosynthesis, Lipid metabolism, Transferase",none
Q9NVV9,THAP1,THAP domain-containing protein 1,Nucleus,0.0831,0.1792,0.132,Not confident,"Cell cycle, DNA-binding, Transcription, Transcription regulation",none
Q96J01,THOC3,THO complex subunit 3,Nucleus,0.0831,0.125,0.149,Not confident,"mRNA processing, mRNA splicing, mRNA transport, RNA-binding, Transport",none
P01732,CD8A,T-cell surface glycoprotein CD8 alpha chain,"Cell membrane, Membrane, Secreted",0.08307,0.36,0.031,Not confident,"Adaptive immunity, Immunity",none
P04179,SOD2,"Superoxide dismutase [Mn], mitochondrial",Mitochondrion,0.08307,0.1381,0.199,Not confident,Oxidoreductase,none
P56704,WNT3A,Protein Wnt-3a,"Extracellular matrix, Secreted",0.083,0.2913,0.126,Not confident,"Developmental protein, Wnt signaling pathway",none
P19838,NFKB1,Nuclear factor NF-kappa-B p105 subunit,"Cytoplasm, Nucleus",0.0827,0.2014,0.129,Not confident,"Activator, Apoptosis, DNA-binding, Transcription, Transcription regulation",none
P62851,RPS25,Small ribosomal subunit protein eS25,Cytoplasm,0.08264,0.1261,0.148,Not confident,"Ribonucleoprotein, Ribosomal protein",none
P46734,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3,NA,0.0826,0.347,0.179,Not confident,"Kinase, Serine/threonine-protein kinase, Transferase, Tyrosine-protein kinase",none
P11940,PABPC1,Polyadenylate-binding protein 1,"Cell projection, Cytoplasm, Nucleus, Spliceosome",0.0826,0.1575,0.144,Not confident,"Host-virus interaction, mRNA processing, mRNA splicing, Nonsense-mediated mRNA decay, RNA-binding",none
Q9NX01,TXNL4B,Thioredoxin-like protein 4B,Nucleus,0.0822,0.1671,0.124,Not confident,"Cell cycle, mRNA processing, mRNA splicing",none
O43670,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Microtubule, Nucleus",0.0821,0.1069,0.178,Not confident,"Cell cycle, Cell division, Chromosome partition, DNA-binding, Mitosis",none
P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,NA,0.08203,0.2035,0.177,Not confident,"Ligase, Multifunctional enzyme, Purine biosynthesis, Transferase",none
O15197,EPHB6,Ephrin type-B receptor 6,"Membrane, Secreted",0.0818,0.2803,0.195,Not confident,Receptor,none
Q09028,RBBP4,Histone-binding protein RBBP4,"Chromosome, Nucleus, Telomere",0.0818,0.0982,0.144,Not confident,"Cell cycle, Chromatin regulator, DNA replication, Repressor, Transcription, Transcription regulation",none
Q14289,PTK2B,Protein-tyrosine kinase 2-beta,"Cell junction, Cell membrane, Cell projection, Cytoplasm, Membrane, Nucleus",0.0817,0.2214,0.362,Not confident,"Adaptive immunity, Angiogenesis, Immunity, Kinase, Transferase, Tyrosine-protein kinase",none
Q13153,PAK1,Serine/threonine-protein kinase PAK 1,"Cell junction, Cell membrane, Cell projection, Chromosome, Cytoplasm, Cytoskeleton, Membrane, Nucleus",0.08167,0.1335,0.159,Not confident,"Allosteric enzyme, Apoptosis, Exocytosis, Kinase, Serine/threonine-protein kinase, Transferase",none
Q86YB8,ERO1B,ERO1-like protein beta,"Endoplasmic reticulum, Membrane",0.08154,0.2305,0.187,Not confident,"Electron transport, Oxidoreductase, Transport",none
Q12872,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",Nucleus,0.0815,0.2379,0.164,Not confident,"mRNA processing, mRNA splicing, Repressor, RNA-binding, Transcription, Transcription regulation",none
Q5BKX6,SLC45A4,Solute carrier family 45 member 4,Membrane,0.0814,0.1906,0.136,Not confident,"Symport, Transport",none
Q9Y2H8,ZNF510,Zinc finger protein 510,Nucleus,0.08136,0.1294,0.216,Not confident,"DNA-binding, Transcription, Transcription regulation",none
Q96RP9,GFM1,"Elongation factor G, mitochondrial",Mitochondrion,0.0813,0.1621,0.144,Not confident,"Elongation factor, Protein biosynthesis",none
O14818,PSMA7,Proteasome subunit alpha type-7,"Cytoplasm, Nucleus, Proteasome",0.08124,0.2131,0.169,Not confident,Host-virus interaction,none
Q16720,ATP2B3,Plasma membrane calcium-transporting ATPase 3,"Cell membrane, Cell projection, Membrane, Synapse",0.0812,0.328,0.234,Not confident,"Calcium transport, Calmodulin-binding, Ion transport, Translocase, Transport",none
O14617,AP3D1,AP-3 complex subunit delta-1,"Cytoplasm, Golgi apparatus, Membrane",0.0811,0.264,0.183,Not confident,"Protein transport, Transport",none
P15880,RPS2,Small ribosomal subunit protein uS5,"Cytoplasm, Nucleus",0.0811,0.1041,0.153,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q14157,UBAP2L,Ubiquitin-associated protein 2-like,"Chromosome, Cytoplasm, Nucleus",0.08105,0.1509,0.134,Not confident,NA,none
Q13347,EIF3I,Eukaryotic translation initiation factor 3 subunit I,Cytoplasm,0.081,0.4443,0.157,Not confident,"Initiation factor, Protein biosynthesis",none
Q15233,NONO,Non-POU domain-containing octamer-binding protein,"Chromosome, Nucleus",0.081,0.168,0.131,Not confident,"Activator, Biological rhythms, DNA damage, DNA recombination, DNA repair, DNA-binding, Immunity, Innate immunity, mRNA processing, mRNA splicing, Repressor, RNA-binding, Transcription, Transcription regulation",none
Q5VUB5,FAM171A1,Protein FAM171A1,"Cell membrane, Membrane",0.0809,0.1915,0.048,Not confident,NA,none
P16930,FAH,Fumarylacetoacetase,NA,0.0809,0.1663,0.163,Not confident,"Hydrolase, Lipid metabolism, Phenylalanine catabolism, Tyrosine catabolism",none
O75717,WDHD1,WD repeat and HMG-box DNA-binding protein 1,Nucleus,0.0808,0.1487,0.18,Not confident,DNA-binding,none
Q01581,HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Cytoplasm,0.0805,0.1412,0.176,Not confident,"Cholesterol biosynthesis, Cholesterol metabolism, Lipid biosynthesis, Lipid metabolism, Steroid biosynthesis, Steroid metabolism, Sterol biosynthesis, Sterol metabolism, Transferase",none
P78543,BTG2,Protein BTG2,NA,0.0803,0.271,0.146,Not confident,"Transcription, Transcription regulation",none
O95777,LSM8,U6 snRNA-associated Sm-like protein LSm8,"Nucleus, Spliceosome",0.08026,0.1447,0.145,Not confident,"mRNA processing, mRNA splicing, Ribonucleoprotein, RNA-binding",none
Q99471,PFDN5,Prefoldin subunit 5,"Cytoplasm, Nucleus",0.08014,0.6123,0.197,Not confident,Chaperone,none
P68363,TUBA1B,Tubulin alpha-1B chain,"Cytoplasm, Cytoskeleton, Microtubule",0.07996,0.10016,0.094,Not confident,Hydrolase,none
Q7L8W6,DPH6,Diphthine--ammonia ligase,NA,0.07983,0.4941,0.215,Not confident,Ligase,none
O75460,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,"Endoplasmic reticulum, Membrane",0.0798,0.2441,0.217,Not confident,"Apoptosis, Hydrolase, Kinase, Multifunctional enzyme, Serine/threonine-protein kinase, Transcription, Transcription regulation, Transferase, Unfolded protein response",none
Q9BZX2,UCK2,Uridine-cytidine kinase 2,NA,0.0798,0.1315,0.176,Not confident,"Kinase, Transferase",none
Q9UBS0,RPS6KB2,Ribosomal protein S6 kinase beta-2,"Cytoplasm, Nucleus",0.07947,0.338,0.156,Not confident,"Kinase, Serine/threonine-protein kinase, Transferase",none
Q13608,PEX6,Peroxisomal ATPase PEX6,"Cell projection, Cytoplasm, Membrane, Peroxisome",0.07947,0.1826,0.178,Not confident,"Hydrolase, Peroxisome biogenesis",none
Q969M7,UBE2F,NEDD8-conjugating enzyme UBE2F,NA,0.07947,0.1489,0.169,Not confident,"Transferase, Ubl conjugation pathway",none
O96017,CHEK2,Serine/threonine-protein kinase Chk2,Nucleus,0.0794,0.2937,0.197,Not confident,"Apoptosis, Cell cycle, Cell division, DNA damage, DNA repair, Host-virus interaction, Kinase, Mitosis, Serine/threonine-protein kinase, Transcription, Transcription regulation, Transferase",none
P07711,CTSL,Procathepsin L,"Cell membrane, Cytoplasmic vesicle, Lysosome, Membrane, Nucleus, Secreted",0.0792,0.3167,0.151,Not confident,"Host-virus interaction, Hydrolase, Protease, Thiol protease",none
O75396,SEC22B,Vesicle-trafficking protein SEC22b,"Endoplasmic reticulum, Golgi apparatus, Membrane",0.0792,0.2235,0.17,Not confident,"ER-Golgi transport, Protein transport, Transport",none
P58012,FOXL2,Forkhead box protein L2,Nucleus,0.07904,0.3723,0.144,Not confident,"Differentiation, DNA-binding, Transcription, Transcription regulation",none
Q14832,GRM3,Metabotropic glutamate receptor 3,"Cell membrane, Membrane",0.079,0.3154,0.131,Not confident,"G-protein coupled receptor, Receptor, Transducer",none
O94887,FARP2,"FERM, ARHGEF and pleckstrin domain-containing protein 2",NA,0.0789,0.4978,0.147,Not confident,Guanine-nucleotide releasing factor,none
P20020,ATP2B1,Plasma membrane calcium-transporting ATPase 1,"Cell membrane, Cell projection, Cytoplasmic vesicle, Membrane, Synapse",0.0789,0.2039,0.232,Not confident,"Calcium transport, Calmodulin-binding, Ion transport, Translocase, Transport",none
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1,Endoplasmic reticulum,0.0789,0.1976,0.17,Not confident,NA,none
O43660,PLRG1,Pleiotropic regulator 1,"Nucleus, Spliceosome",0.0788,0.1401,0.162,Not confident,"mRNA processing, mRNA splicing",none
Q9GZZ9,UBA5,Ubiquitin-like modifier-activating enzyme 5,"Cytoplasm, Endoplasmic reticulum, Golgi apparatus, Membrane, Nucleus",0.07874,0.3652,0.163,Not confident,Ubl conjugation pathway,none
P63104,YWHAZ,14-3-3 protein zeta/delta,Cytoplasm,0.07874,0.1525,0.168,Not confident,Host-virus interaction,none
Q16539,MAPK14,Mitogen-activated protein kinase 14,"Cytoplasm, Nucleus",0.07874,0.1444,0.162,Not confident,"Apoptosis, Kinase, Serine/threonine-protein kinase, Stress response, Transcription, Transcription regulation, Transferase",none
